L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
46.2543,31.3907,66.4885,0.0277484,1.404,1.86431,83.1526,0.000519947,13.6453,6.86464,47.9167,0.000539328,0.87329,1.38554,7.10878,2.63262e-06,2.1335,1.27927,19.6871,2.69515
46.2543,31.3907,66.4885,0.0276923,1.40332,1.86425,83.1526,0.000520028,13.6453,6.86464,47.9167,0.000483202,0.872612,1.38548,7.10878,2.48038e-06,2.13352,1.27927,19.6887,2.69515
46.2543,31.3907,66.4884,0.0274576,1.40262,1.86427,83.1526,0.000518941,13.6453,6.86464,47.9166,0.000248487,0.87191,1.3855,7.10878,1.88965e-06,2.13354,1.27927,19.6901,2.69516
46.2543,31.3907,66.4886,0.0275405,1.4038,1.86402,83.1544,0.000517837,13.6453,6.86464,47.9167,0.000331397,0.873092,1.38525,7.11057,1.95496e-06,2.13347,1.27927,19.6844,2.69516
46.2543,31.3907,66.4886,0.0276583,1.40535,1.86434,83.1532,0.000519172,13.6453,6.86464,47.9168,0.000449172,0.87464,1.38557,7.10936,2.30596e-06,2.13345,1.27927,19.683,2.69515
46.2543,31.3907,66.4889,0.0276893,1.40743,1.86444,83.1544,0.000519496,13.6453,6.86464,47.9171,0.00048024,0.876724,1.38567,7.11057,2.56099e-06,2.13337,1.27927,19.6759,2.69514
46.2543,31.3907,66.4887,0.0276745,1.40513,1.86435,83.1535,0.000519334,13.6453,6.86464,47.9169,0.000465381,0.874417,1.38557,7.10968,2.39217e-06,2.13345,1.27927,19.6828,2.69515
46.2543,31.3907,66.4886,0.0275377,1.40496,1.86447,83.1544,0.000519191,13.6453,6.86464,47.9168,0.000328558,0.874251,1.3857,7.11057,2.05345e-06,2.13343,1.27927,19.681,2.69516
46.2543,31.3907,66.4888,0.0276594,1.40665,1.86461,83.1555,0.000519917,13.6453,6.86464,47.917,0.000450249,0.875936,1.38584,7.11164,2.43545e-06,2.13336,1.27927,19.6749,2.69514
46.2543,31.3907,66.4888,0.0276512,1.40676,1.86437,83.1532,0.000518989,13.6453,6.86464,47.9169,0.000442114,0.876047,1.3856,7.10936,2.19631e-06,2.13342,1.27927,19.68,2.69515
46.2543,31.3907,66.4888,0.0276262,1.40716,1.86427,83.1546,0.00051843,13.6453,6.86464,47.917,0.000417107,0.876445,1.3855,7.11075,2.38693e-06,2.13338,1.27927,19.6764,2.69514
46.2543,31.3907,66.4889,0.0277067,1.40789,1.86429,83.1555,0.000519004,13.6453,6.86464,47.9171,0.000497621,0.877179,1.38552,7.11164,2.43101e-06,2.13334,1.27927,19.673,2.69514
46.2543,31.3907,66.4889,0.0274044,1.40719,1.86418,83.1546,0.000517275,13.6453,6.86464,47.9171,0.000195303,0.876475,1.38541,7.11075,1.64486e-06,2.13338,1.27927,19.6766,2.69515
46.2543,31.3907,66.4892,0.0277021,1.41126,1.86473,83.1555,0.000520296,13.6453,6.86464,47.9173,0.000493032,0.88055,1.38595,7.11165,2.3676e-06,2.13324,1.27927,19.665,2.69513
46.2543,31.3907,66.4891,0.0277557,1.41051,1.86452,83.1555,0.000519826,13.6453,6.86464,47.9173,0.000546634,0.879794,1.38575,7.11165,2.64722e-06,2.13327,1.27927,19.667,2.69513
