1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.000615,-0.000470,0.000136,0.000223,-0.000026,0.000104,-0.000011,-0.000073,0.025820,0.017980,0.022371,0.020196,0.015724,0.018969,0.005745,0.011489
0.001845,0.000212,-0.000404,-0.000409,-0.000185,0.000039,-0.000028,-0.000122,0.025004,0.021627,0.017046,0.017503,0.017472,0.016810,0.007287,0.010626
0.000977,0.002530,0.000202,0.000078,0.000446,0.000243,0.000008,0.000073,0.029832,0.021978,0.018563,0.017395,0.018225,0.013107,0.007594,0.009244
-0.000036,-0.000069,0.000006,0.000002,-0.000002,-0.000012,0.000001,0.000055,0.010526,0.005021,0.002165,0.001080,0.003059,0.003431,0.000722,0.002392
0.000326,-0.000050,-0.000030,-0.000014,-0.000008,0.000001,-0.000001,-0.000006,0.007512,0.003980,0.005215,0.003953,0.002974,0.003639,0.000641,0.003439
-0.000072,-0.000033,0.000040,-0.000097,0.000005,-0.000003,0.000001,0.000000,0.007211,0.003383,0.007077,0.004601,0.002648,0.002506,0.000727,0.001235
0.000090,0.000029,0.000046,-0.000002,0.000015,0.000018,0.000003,-0.000061,0.010998,0.003960,0.007075,0.003811,0.002865,0.003068,0.001276,0.002896
0.000416,-0.000236,0.000021,-0.000017,0.000002,0.000007,0.000001,-0.000165,0.012347,0.006801,0.004562,0.004921,0.001259,0.003738,0.000581,0.005128
-0.000488,-0.000191,-0.000091,-0.000044,-0.000003,-0.000001,0.000004,-0.000043,0.013143,0.005390,0.006063,0.005807,0.004765,0.001862,0.001460,0.003209
0.000597,-0.000047,0.000050,-0.000031,-0.000015,-0.000020,-0.000000,0.000037,0.012878,0.002795,0.005878,0.003738,0.004379,0.004325,0.000652,0.002620
-0.000235,0.000009,0.000016,-0.000009,-0.000024,-0.000014,-0.000001,0.000031,0.007286,0.005886,0.002333,0.003405,0.003896,0.002219,0.000931,0.001634
-0.000090,0.000009,-0.000013,-0.000017,0.000006,-0.000014,0.000001,0.000031,0.009084,0.004389,0.007361,0.004927,0.003122,0.003492,0.000778,0.004050
-0.000109,0.000035,0.000016,-0.000002,0.000034,-0.000007,-0.000000,0.000006,0.010947,0.004321,0.004858,0.003406,0.003394,0.002974,0.000280,0.002227
-0.000036,0.000130,-0.000007,0.000020,-0.000009,-0.000001,-0.000000,-0.000055,0.005626,0.004573,0.003853,0.004525,0.002727,0.004004,0.001099,0.002048
0.000199,0.000015,0.000039,0.000003,-0.000043,0.000006,-0.000001,0.000000,0.011500,0.004635,0.004990,0.001136,0.006421,0.004204,0.000932,0.002311
0.000217,0.000109,-0.000076,0.000038,0.000000,-0.000010,0.000001,-0.000012,0.009020,0.006682,0.005239,0.003178,0.000508,0.004093,0.001211,0.001953
-0.000344,-0.000134,0.000076,0.000024,-0.000004,0.000009,0.000002,-0.000037,0.007125,0.007678,0.006397,0.004136,0.002973,0.003603,0.001279,0.001953
0.000145,-0.000354,-0.000039,-0.000033,0.000003,0.000001,0.000000,-0.000061,0.011252,0.007416,0.005871,0.004482,0.004489,0.000893,0.000546,0.002139
-0.000307,0.000138,0.000008,0.000001,-0.000003,-0.000004,0.000000,0.000012,0.009203,0.004102,0.002322,0.002890,0.002340,0.003533,0.000423,0.001513
-0.000561,-0.000004,0.000017,0.000009,0.000001,-0.000026,-0.000001,-0.000031,0.009314,0.004282,0.005617,0.002043,0.003254,0.003687,0.001216,0.004234
0.000217,-0.000095,0.000011,-0.000009,-0.000038,0.000003,-0.000000,0.000000,0.008095,0.007749,0.002184,0.004374,0.005628,0.000985,0.000732,0.001513
