Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82624e-05,0.0993051,0,0.0759017,6.85703e-07,0.591577,0,1.69146,2.11413e-05,0.0473658,0,0.0520562,5.8286e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11413e-05,0.000987789,0.0422804,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.8286e-07,0.0585562
2,17.7669,15.8789,15.0112,0.000364798,0.496568,0.657597,2.97854,1.12318e-05,5.59145,3.70338,13.2847,4.56564e-05,0.266886,0.427915,2.11009,1.6911e-07,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2847,4.56564e-05,0.0155217,0.541691,0.129148,0.0239618,0.00853657,0.448777,2.11009,1.6911e-07,0.920125
3,5.2584,4.4361,9.71701,0.0216455,0.148842,0.247396,2.63177,0.0052032,1.7232,0.900898,8.85884,0.0210072,0.0786429,0.177197,0.902242,0.000648269,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.85884,0.0210072,0.0293457,0.203808,0.0417726,0.010259,0.00755516,0.138153,0.902242,0.000648269,1.73961
4,8.11523,6.47708,10.2101,0.00185465,0.249906,0.443891,5.26419,7.58145e-05,2.76424,1.12609,8.85933,0.000578036,0.14927,0.343255,1.80618,1.04276e-05,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.85933,0.000578036,0.0584488,0.395841,0.0761984,0.0204863,0.0118465,0.201395,1.80618,1.04276e-05,3.46485
5,2.20178,1.60005,9.13342,0.00370319,0.0949839,0.155935,7.5844,0.000109593,0.884598,0.282868,7.5976,0.00114985,0.0677121,0.128663,0.670567,2.06927e-05,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.5976,0.00114985,0.116473,0.164765,0.024022,0.00758764,0.017688,0.0627935,0.670567,2.06927e-05,6.90454
6,3.69973,2.49858,10.5348,0.00740297,0.150474,0.292124,15.1613,0.000177702,1.66454,0.463394,7.59744,0.00229583,0.111846,0.253496,1.33396,4.12856e-05,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59744,0.00229583,0.232886,0.303528,0.0467762,0.0150374,0.0313899,0.0980491,1.33396,4.12856e-05,13.8055
7,0.50363,0.470184,9.57633,0.0175324,0.0287223,0.0431755,49.3418,0.000250846,0.419468,0.386021,0.0138313,0.00024601,0.0168063,0.0312596,0.179039,1.21837e-06,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0138313,0.00024601,0.827824,0.0282489,0.0183357,0.00148126,0.107445,0.0556825,0.179039,1.21837e-06,49.0734
8,0.0340165,0.0298294,0.0180708,2.32756e-05,0.000533356,0.000777466,0.0602367,3.19352e-07,0.00617949,0.00199248,0.00209988,2.17615e-06,9.39528e-05,0.000338062,0.000217592,1.463e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00209988,2.17615e-06,0.00101147,0.000319869,8.89254e-05,2.32205e-05,0.000321226,0.000724291,0.000217592,1.463e-08,0.0599602
Total,46.2543,31.3907,66.4771,0.052555,1.26933,1.84089,83.0982,0.00582939,13.6453,6.86464,47.9053,0.0253459,0.738623,1.36212,7.05435,0.000722659,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9053,0.0253459,1.2825,1.68048,0.339823,0.0804406,0.186405,1.05315,7.05435,0.000722659,76.0265

