Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82499e-05,0.0993031,0,0.0759017,6.80482e-07,0.591577,0,1.69146,2.11288e-05,0.0473638,0,0.0520562,5.77638e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11288e-05,0.000987789,0.0422783,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.77638e-07,0.0585562
2,17.7669,15.8789,15.0125,0.000352383,0.516554,0.659015,2.98971,1.02983e-05,5.59145,3.70338,13.286,3.32413e-05,0.286872,0.429333,2.12127,1.10768e-07,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.286,3.32413e-05,0.0155217,0.562981,0.129148,0.024076,0.00853657,0.448777,2.12127,1.10768e-07,0.920125
3,5.2584,4.4361,9.71611,0.000644963,0.13448,0.239527,2.62811,1.73502e-05,1.7232,0.900898,8.85794,6.67212e-06,0.0642808,0.169328,0.898578,3.72816e-08,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.85794,6.67212e-06,0.0293457,0.181617,0.0417726,0.0102191,0.00755516,0.138153,0.898578,3.72816e-08,1.73961
4,8.11523,6.47708,10.2085,0.00128169,0.192707,0.410053,5.24954,3.42823e-05,2.76424,1.12609,8.85771,5.07872e-06,0.0920711,0.309417,1.79152,4.45673e-08,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.85771,5.07872e-06,0.0584488,0.304947,0.0761984,0.0203426,0.0118465,0.201395,1.79152,4.45673e-08,3.46485
5,2.20178,1.60005,9.13105,0.00258339,0.0657786,0.143818,7.57812,6.85326e-05,0.884598,0.282868,7.59523,3.00466e-05,0.0385068,0.116546,0.664285,1.6233e-07,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59523,3.00466e-05,0.116473,0.123549,0.024022,0.00748254,0.017688,0.0627935,0.664285,1.6233e-07,6.90454
6,3.69973,2.49858,10.5337,0.00516638,0.110175,0.267425,15.1559,0.000136741,1.66454,0.463394,7.59635,5.92299e-05,0.0715472,0.228798,1.32857,3.25497e-07,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59635,5.92299e-05,0.232886,0.238627,0.0467762,0.0149414,0.0313899,0.0980491,1.32857,3.25497e-07,13.8055
7,0.50363,0.470184,9.57624,0.0174639,0.0288466,0.0429771,49.3412,0.000250622,0.419468,0.386021,0.0137455,0.000177518,0.0169306,0.0310611,0.178508,9.94481e-07,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0137455,0.000177518,0.827824,0.0281728,0.0183357,0.00148324,0.107445,0.0556825,0.178508,9.94481e-07,49.0734
8,0.0340165,0.0298294,0.0180164,2.32321e-05,0.000532483,0.000777271,0.0602363,3.19615e-07,0.00617949,0.00199248,0.00204552,2.13266e-06,9.30793e-05,0.000337867,0.000217159,1.48933e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00204552,2.13266e-06,0.00101147,0.000318805,8.89254e-05,2.32163e-05,0.000321226,0.000724291,0.000217159,1.48933e-08,0.0599602
Total,46.2543,31.3907,66.4723,0.0275442,1.14838,1.76359,83.0788,0.000518827,13.6453,6.86464,47.9004,0.000335049,0.617665,1.28482,7.035,2.26746e-06,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9004,0.000335049,1.2825,1.48249,0.339823,0.0801722,0.186405,1.05315,7.035,2.26746e-06,76.0265

