Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82624e-05,0.0993025,0,0.0759017,6.85687e-07,0.591577,0,1.69146,2.11413e-05,0.0473632,0,0.0520562,5.82843e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11413e-05,0.000987789,0.0422778,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.82843e-07,0.0585562
2,17.7669,15.8789,15.0128,0.000342836,0.52156,0.659627,2.99251,9.73365e-06,5.59145,3.70338,13.2863,2.36946e-05,0.291878,0.429946,2.12406,7.54782e-08,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2863,2.36946e-05,0.0155217,0.568572,0.129148,0.024103,0.00853657,0.448777,2.12406,7.54782e-08,0.920125
3,5.2584,4.4361,9.71604,0.000643695,0.131871,0.237387,2.62811,1.73269e-05,1.7232,0.900898,8.85787,5.40365e-06,0.0616717,0.167188,0.898577,3.43678e-08,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.85787,5.40365e-06,0.0293457,0.176871,0.0417726,0.0102162,0.00755516,0.138153,0.898577,3.43678e-08,1.73961
4,8.11523,6.47708,10.2088,0.00128695,0.209916,0.423347,5.25198,3.43531e-05,2.76424,1.12609,8.85798,1.03343e-05,0.10928,0.322711,1.79397,6.22664e-08,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.85798,1.03343e-05,0.0584488,0.335426,0.0761984,0.0203667,0.0118465,0.201395,1.79397,6.22664e-08,3.46485
5,2.20178,1.60005,9.13084,0.00257081,0.0609139,0.140467,7.57722,6.84402e-05,0.884598,0.282868,7.59501,1.74694e-05,0.0336422,0.113195,0.663387,1.1612e-07,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59501,1.74694e-05,0.116473,0.115342,0.024022,0.00747323,0.017688,0.0627935,0.663387,1.1612e-07,6.90454
6,3.69973,2.49858,10.5337,0.00515993,0.109226,0.266782,15.1559,0.000136723,1.66454,0.463394,7.59633,5.27849e-05,0.0705986,0.228154,1.32857,3.0718e-07,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59633,5.27849e-05,0.232886,0.237037,0.0467762,0.0149396,0.0313899,0.0980491,1.32857,3.0718e-07,13.8055
7,0.50363,0.470184,9.57619,0.0175204,0.0284516,0.0429463,49.3411,0.000250804,0.419468,0.386021,0.0136949,0.000234002,0.0165356,0.0310303,0.178331,1.17572e-06,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0136949,0.000234002,0.827824,0.0277492,0.0183357,0.001481,0.107445,0.0556825,0.178331,1.17572e-06,49.0734
8,0.0340165,0.0298294,0.0180274,2.35395e-05,0.0005343,0.000777854,0.0602363,3.20682e-07,0.00617949,0.00199248,0.0020565,2.44002e-06,9.48968e-05,0.000338451,0.00021716,1.59604e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.0020565,2.44002e-06,0.00101147,0.000321199,8.89254e-05,2.32239e-05,0.000321226,0.000724291,0.00021716,1.59604e-08,0.0599602
Total,46.2543,31.3907,66.4725,0.0275764,1.16178,1.77133,83.083,0.000518387,13.6453,6.86464,47.9007,0.000367271,0.631064,1.29256,7.03917,2.36993e-06,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9007,0.000367271,1.2825,1.5036,0.339823,0.080207,0.186405,1.05315,7.03917,2.36993e-06,76.0265

