Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82624e-05,0.0993029,0,0.0759017,6.85735e-07,0.591577,0,1.69146,2.11413e-05,0.0473637,0,0.0520562,5.82892e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11413e-05,0.000987789,0.0422782,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.82892e-07,0.0585562
2,17.7669,15.8789,15.0125,0.000348452,0.516655,0.659371,2.98971,1.01249e-05,5.59145,3.70338,13.2859,2.93099e-05,0.286973,0.429689,2.12127,9.99315e-08,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2859,2.93099e-05,0.0155217,0.56344,0.129148,0.0240744,0.00853657,0.448777,2.12127,9.99315e-08,0.920125
3,5.2584,4.4361,9.71626,0.000647374,0.136759,0.240729,2.62811,1.74255e-05,1.7232,0.900898,8.85809,9.08296e-06,0.0665596,0.17053,0.898581,4.66926e-08,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.85809,9.08296e-06,0.0293457,0.185092,0.0417726,0.0102257,0.00755516,0.138153,0.898581,4.66926e-08,1.73961
4,8.11523,6.47708,10.2089,0.00128808,0.214782,0.426884,5.25442,3.43748e-05,2.76424,1.12609,8.85807,1.14688e-05,0.114146,0.326248,1.79641,6.7712e-08,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.85807,1.14688e-05,0.0584488,0.34382,0.0761984,0.0203749,0.0118465,0.201395,1.79641,6.7712e-08,3.46485
5,2.20178,1.60005,9.13095,0.00257,0.0633534,0.142106,7.57812,6.8433e-05,0.884598,0.282868,7.59513,1.66641e-05,0.0360816,0.114835,0.664284,1.12492e-07,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59513,1.66641e-05,0.116473,0.119416,0.024022,0.00747815,0.017688,0.0627935,0.664284,1.12492e-07,6.90454
6,3.69973,2.49858,10.5337,0.00516814,0.111329,0.268531,15.1559,0.000136735,1.66454,0.463394,7.59636,6.09936e-05,0.0727015,0.229904,1.32857,3.1925e-07,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59636,6.09936e-05,0.232886,0.240887,0.0467762,0.0149417,0.0313899,0.0980491,1.32857,3.1925e-07,13.8055
7,0.50363,0.470184,9.57623,0.0175011,0.0289693,0.0431442,49.3412,0.000250749,0.419468,0.386021,0.0137393,0.000214718,0.0170533,0.0312282,0.178508,1.12125e-06,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0137393,0.000214718,0.827824,0.0284629,0.0183357,0.00148297,0.107445,0.0556825,0.178508,1.12125e-06,49.0734
8,0.0340165,0.0298294,0.0180318,2.29607e-05,0.000534698,0.000777759,0.0602363,3.18502e-07,0.00617949,0.00199248,0.00206089,1.86118e-06,9.52948e-05,0.000338356,0.00021716,1.37805e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00206089,1.86118e-06,0.00101147,0.000321498,8.89254e-05,2.32269e-05,0.000321226,0.000724291,0.00021716,1.37805e-08,0.0599602
Total,46.2543,31.3907,66.4727,0.0275743,1.17168,1.78154,83.0837,0.000518847,13.6453,6.86464,47.9009,0.000365239,0.640973,1.30277,7.03989,2.364e-06,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9009,0.000365239,1.2825,1.52372,0.339823,0.0802051,0.186405,1.05315,7.03989,2.364e-06,76.0265

