Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,1.7422e-05,0.0992998,0,0.0759017,3.49453e-07,0.591577,0,1.69146,1.03009e-05,0.0473605,0,0.0520562,2.4661e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,1.03009e-05,0.000987789,0.0422751,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,2.4661e-07,0.0585562
2,17.7669,15.8789,15.0132,0.000321573,0.528148,0.660079,2.9953,8.78237e-06,5.59145,3.70338,13.2867,2.43077e-06,0.298467,0.430397,2.12686,1.60235e-08,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2867,2.43077e-06,0.0155217,0.575575,0.129148,0.0241408,0.00853657,0.448777,2.12686,1.60235e-08,0.920125
3,5.2584,4.4361,9.71589,0.000639253,0.125804,0.232413,2.62689,1.71875e-05,1.7232,0.900898,8.85772,9.61974e-07,0.0556051,0.162214,0.897357,1.69324e-08,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.85772,9.61974e-07,0.0293457,0.165837,0.0417726,0.0102095,0.00755516,0.138153,0.897357,1.69324e-08,1.73961
4,8.11523,6.47708,10.2089,0.00127963,0.212993,0.424932,5.25442,3.42543e-05,2.76424,1.12609,8.85808,3.01951e-06,0.112357,0.324296,1.79641,3.75789e-08,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.85808,3.01951e-06,0.0584488,0.340079,0.0761984,0.0203759,0.0118465,0.201395,1.79641,3.75789e-08,3.46485
5,2.20178,1.60005,9.13105,0.00255648,0.0664365,0.144467,7.57812,6.83367e-05,0.884598,0.282868,7.59523,3.13729e-06,0.0391647,0.117195,0.664285,6.43769e-08,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59523,3.13729e-06,0.116473,0.124855,0.024022,0.0074826,0.017688,0.0627935,0.664285,6.43769e-08,6.90454
6,3.69973,2.49858,10.5335,0.00511155,0.101358,0.261136,15.1542,0.000136535,1.66454,0.463394,7.59618,4.39684e-06,0.0627307,0.222508,1.32677,1.18981e-07,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59618,4.39684e-06,0.232886,0.223537,0.0467762,0.0149259,0.0313899,0.0980491,1.32677,1.18981e-07,13.8055
7,0.50363,0.470184,9.57602,0.0172961,0.0246566,0.0404008,49.3402,0.000250027,0.419468,0.386021,0.0135211,9.79818e-06,0.0127406,0.0284848,0.177444,3.99425e-07,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0135211,9.79818e-06,0.827824,0.0214164,0.0183357,0.00147332,0.107445,0.0556825,0.177444,3.99425e-07,49.0734
8,0.0340165,0.0298294,0.0180411,2.1768e-05,0.000535555,0.000777568,0.0602365,3.13518e-07,0.00617949,0.00199248,0.00207023,6.68487e-07,9.61522e-05,0.000338164,0.000217376,8.79621e-09,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00207023,6.68487e-07,0.00101147,0.000322158,8.89254e-05,2.32334e-05,0.000321226,0.000724291,0.000217376,8.79621e-09,0.0599602
Total,46.2543,31.3907,66.4728,0.0272438,1.15923,1.7642,83.0852,0.000515786,13.6453,6.86464,47.901,3.4714e-05,0.628522,1.28543,7.0414,9.08724e-07,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.901,3.4714e-05,1.2825,1.4939,0.339823,0.0802352,0.186405,1.05315,7.0414,9.08724e-07,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14373,0.00693745,1.27941,20.5934,0.0146176,2.69579
