Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.41774e-05,0.0992991,0,0.0759017,4.77286e-07,0.591577,0,1.69146,1.70564e-05,0.0473598,0,0.0520562,3.74442e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,1.70564e-05,0.000987789,0.0422743,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,3.74442e-07,0.0585562
2,17.7669,15.8789,15.014,0.000321111,0.53889,0.659916,3.00367,8.75715e-06,5.59145,3.70338,13.2875,1.9688e-06,0.309208,0.430234,2.13523,1.44471e-08,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2875,1.9688e-06,0.0155217,0.586086,0.129148,0.0242078,0.00853657,0.448777,2.13523,1.44471e-08,0.920125
3,5.2584,4.4361,9.71583,0.000639966,0.12375,0.230765,2.62689,1.72086e-05,1.7232,0.900898,8.85766,1.67531e-06,0.0535506,0.160566,0.897356,1.95699e-08,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.85766,1.67531e-06,0.0293457,0.162137,0.0417726,0.010207,0.00755516,0.138153,0.897356,1.95699e-08,1.73961
4,8.11523,6.47708,10.2088,0.00127858,0.207724,0.420699,5.25199,3.42384e-05,2.76424,1.12609,8.85801,1.96743e-06,0.107088,0.320063,1.79397,3.36069e-08,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.85801,1.96743e-06,0.0584488,0.330583,0.0761984,0.0203695,0.0118465,0.201395,1.79397,3.36069e-08,3.46485
5,2.20178,1.60005,9.13092,0.00255602,0.0631363,0.142067,7.57812,6.83335e-05,0.884598,0.282868,7.5951,2.67531e-06,0.0358645,0.114796,0.664284,6.27755e-08,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.5951,2.67531e-06,0.116473,0.119161,0.024022,0.00747706,0.017688,0.0627935,0.664284,6.27755e-08,6.90454
6,3.69973,2.49858,10.5335,0.00510924,0.100469,0.260426,15.1542,0.000136526,1.66454,0.463394,7.59616,2.09107e-06,0.061841,0.221799,1.32677,1.09933e-07,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59616,2.09107e-06,0.232886,0.221939,0.0467762,0.0149248,0.0313899,0.0980491,1.32677,1.09933e-07,13.8055
7,0.50363,0.470184,9.57601,0.0172954,0.0245149,0.0403198,49.3402,0.000250025,0.419468,0.386021,0.0135126,9.0866e-06,0.0125989,0.0284038,0.177444,3.97223e-07,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0135126,9.0866e-06,0.827824,0.0211941,0.0183357,0.00147294,0.107445,0.0556825,0.177444,3.97223e-07,49.0734
8,0.0340165,0.0298294,0.0180323,2.22362e-05,0.000534372,0.000777372,0.0602363,3.15236e-07,0.00617949,0.00199248,0.00206144,1.13671e-06,9.49692e-05,0.000337968,0.00021716,1.05147e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00206144,1.13671e-06,0.00101147,0.000320785,8.89254e-05,2.32273e-05,0.000321226,0.000724291,0.00021716,1.05147e-08,0.0599602
Total,46.2543,31.3907,66.4733,0.0272468,1.15832,1.75497,83.0911,0.000515881,13.6453,6.86464,47.9014,3.76576e-05,0.627605,1.2762,7.04733,1.02251e-06,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9014,3.76576e-05,1.2825,1.48369,0.339823,0.0802863,0.186405,1.05315,7.04733,1.02251e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14383,0.00693743,1.27941,20.6031,0.0146175,2.69577
