Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,1.667e-05,0.0992991,0,0.0759017,3.34909e-07,0.591577,0,1.69146,9.54892e-06,0.0473598,0,0.0520562,2.32065e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,9.54892e-06,0.000987789,0.0422743,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,2.32065e-07,0.0585562
2,17.7669,15.8789,15.0154,0.000325195,0.560968,0.661848,3.01485,8.93835e-06,5.59145,3.70338,13.2889,6.05324e-06,0.331286,0.432166,2.1464,2.57719e-08,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2889,6.05324e-06,0.0155217,0.609973,0.129148,0.0243317,0.00853657,0.448777,2.1464,2.57719e-08,0.920125
3,5.2584,4.4361,9.71657,0.000639545,0.137704,0.239431,2.62933,1.71995e-05,1.7232,0.900898,8.8584,1.2541e-06,0.0675048,0.169232,0.899803,1.84392e-08,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.8584,1.2541e-06,0.0293457,0.184725,0.0417726,0.0102395,0.00755516,0.138153,0.899803,1.84392e-08,1.73961
4,8.11523,6.47708,10.2084,0.00127753,0.182367,0.401022,5.24953,3.422e-05,2.76424,1.12609,8.85762,9.21217e-07,0.081731,0.300386,1.79152,2.90053e-08,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.85762,9.21217e-07,0.0584488,0.285584,0.0761984,0.0203346,0.0118465,0.201395,1.79152,2.90053e-08,3.46485
5,2.20178,1.60005,9.13094,0.00255908,0.0627758,0.141556,7.57812,6.83572e-05,0.884598,0.282868,7.59512,5.73655e-06,0.035504,0.114284,0.664284,7.46059e-08,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59512,5.73655e-06,0.116473,0.118288,0.024022,0.00747799,0.017688,0.0627935,0.664284,7.46059e-08,6.90454
6,3.69973,2.49858,10.5338,0.00512475,0.110719,0.267264,15.156,0.000136587,1.66454,0.463394,7.5964,1.76024e-05,0.0720911,0.228636,1.32857,1.71084e-07,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.5964,1.76024e-05,0.232886,0.239005,0.0467762,0.0149458,0.0313899,0.0980491,1.32857,1.71084e-07,13.8055
7,0.50363,0.470184,9.57611,0.0172915,0.0265896,0.0416409,49.3407,0.000250009,0.419468,0.386021,0.0136174,5.10063e-06,0.0146736,0.0297249,0.177976,3.806e-07,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0136174,5.10063e-06,0.827824,0.0245853,0.0183357,0.00147758,0.107445,0.0556825,0.177976,3.806e-07,49.0734
8,0.0340165,0.0298294,0.0179906,2.14337e-05,0.000528802,0.000776489,0.0602361,3.11907e-07,0.00617949,0.00199248,0.00201971,3.34243e-07,8.93987e-05,0.000337086,0.000216943,7.18556e-09,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00201971,3.34243e-07,0.00101147,0.000314361,8.89254e-05,2.31985e-05,0.000321226,0.000724291,0.000216943,7.18556e-09,0.0599602
Total,46.2543,31.3907,66.4753,0.0272557,1.18095,1.75354,83.1046,0.000515957,13.6453,6.86464,47.9035,4.65513e-05,0.650239,1.27477,7.06082,9.38758e-07,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9035,4.65513e-05,1.2825,1.50475,0.339823,0.0804344,0.186405,1.05315,7.06082,9.38758e-07,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.14297,0.00693733,1.27939,20.5236,0.014617,2.69569
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
