Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82499e-05,0.0993027,0,0.0759017,6.97132e-07,0.591577,0,1.69146,2.11288e-05,0.0473634,0,0.0520562,5.94288e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11288e-05,0.000987789,0.042278,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.94288e-07,0.0585562
2,17.7669,15.8789,15.0127,0.000344674,0.520958,0.659646,2.9925,9.87047e-06,5.59145,3.70338,13.2862,2.55326e-05,0.291276,0.429964,2.12406,8.40298e-08,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2862,2.55326e-05,0.0155217,0.567993,0.129148,0.0240992,0.00853657,0.448777,2.12406,8.40298e-08,0.920125
3,5.2584,4.4361,9.71604,0.00064562,0.130894,0.236406,2.62811,1.73834e-05,1.7232,0.900898,8.85787,7.32941e-06,0.0606954,0.166207,0.898577,4.14286e-08,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.85787,7.32941e-06,0.0293457,0.174913,0.0417726,0.0102162,0.00755516,0.138153,0.898577,4.14286e-08,1.73961
4,8.11523,6.47708,10.2087,0.00128419,0.20561,0.420101,5.25198,3.43233e-05,2.76424,1.12609,8.8579,7.57538e-06,0.104974,0.319465,1.79397,5.48406e-08,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.8579,7.57538e-06,0.0584488,0.32788,0.0761984,0.0203602,0.0118465,0.201395,1.79397,5.48406e-08,3.46485
5,2.20178,1.60005,9.13086,0.00257293,0.0612306,0.140616,7.57722,6.84538e-05,0.884598,0.282868,7.59504,1.95941e-05,0.0339588,0.113344,0.663387,1.22902e-07,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59504,1.95941e-05,0.116473,0.115806,0.024022,0.00747426,0.017688,0.0627935,0.663387,1.22902e-07,6.90454
6,3.69973,2.49858,10.5337,0.00516078,0.111554,0.268466,15.156,0.000136718,1.66454,0.463394,7.59638,5.36281e-05,0.0729263,0.229838,1.32857,3.01829e-07,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59638,5.36281e-05,0.232886,0.241045,0.0467762,0.0149435,0.0313899,0.0980491,1.32857,3.01829e-07,13.8055
7,0.50363,0.470184,9.57622,0.0175013,0.0286117,0.0429125,49.3411,0.000250738,0.419468,0.386021,0.0137218,0.000214921,0.0166957,0.0309965,0.178331,1.10956e-06,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0137218,0.000214921,0.827824,0.0278744,0.0183357,0.00148219,0.107445,0.0556825,0.178331,1.10956e-06,49.0734
8,0.0340165,0.0298294,0.0180213,2.27891e-05,0.00053391,0.000778143,0.0602363,3.17991e-07,0.00617949,0.00199248,0.00205046,1.68957e-06,9.45068e-05,0.00033874,0.000217159,1.32697e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00205046,1.68957e-06,0.00101147,0.000321101,8.89254e-05,2.32197e-05,0.000321226,0.000724291,0.000217159,1.32697e-08,0.0599602
Total,46.2543,31.3907,66.4725,0.0275605,1.1587,1.76893,83.083,0.000518501,13.6453,6.86464,47.9007,0.000351399,0.627984,1.29015,7.03916,2.32214e-06,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9007,0.000351399,1.2825,1.49811,0.339823,0.0802028,0.186405,1.05315,7.03916,2.32214e-06,76.0265

