Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.00028068,4.25202e-06,2.75327e-05,0.000154994,5.60693e-05,1.90576e-05,1.87743e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,17.3759,0,3.49383,0.00709086,0.160793,0,0.108199,0.000184063,1.28484,0,1.16712,0.00707336,0.0868745,0,0.0843532,0.000183645,, , 0.454542,0.12267,0.70763,10.5373,7.93599,1.16712,0.00707336,0.000987789,0.0654836,0.0148415,0.00654933,0.00175446,0.0694859,0.0843532,0.000183645,0.0585562
2,27.2158,26.3612,12.4354,2.14741,1.08724,1.4988,3.30594,1.56858,3.02723,2.17271,9.15043,2.14663,0.592222,1.00378,2.4375,0.392136,, , 1.9446,1.45664,1.7987,21.0899,32.5478,9.15043,2.14663,0.0155217,1.19234,0.304263,0.0993925,0.0114841,0.981672,2.4375,0.392136,0.920125
3,6.03081,5.84147,7.13806,187.989,0.416381,0.592623,2.75747,1.31313,0.662509,0.473167,6.10584,187.988,0.249646,0.425888,1.02794,0.328264,, , 0.42349,0.317223,0.394963,6.3117,7.41833,6.10584,187.988,0.0293457,0.501883,0.130422,0.0432295,0.0102282,0.33889,1.02794,0.328264,1.73961
4,9.09234,8.72012,7.6833,2.47107,0.780319,1.12374,5.53656,0.0210154,1.22652,0.8543,6.10621,2.46796,0.505555,0.848977,2.07854,0.010439,, , 0.846981,0.450377,0.783461,10.9055,10.3259,6.10621,2.46796,0.0584488,1.0102,0.257715,0.0866213,0.0163784,0.565794,2.07854,0.010439,3.46485
5,1.59925,1.5297,6.73381,0.855439,0.287787,0.41524,7.66539,0.0313044,0.22646,0.156912,5.23635,0.849219,0.202489,0.329941,0.751556,0.0155147,, , 0.155568,0.0827223,0.145082,5.98723,2.12025,5.23635,0.849219,0.116473,0.406322,0.0940904,0.0320181,0.0231557,0.21473,0.751556,0.0155147,6.90454
6,2.60927,2.47249,8.12364,1.05883,0.515728,0.788939,15.258,0.0182474,0.435904,0.299123,5.23614,1.04639,0.36858,0.641791,1.43064,0.0176975,, , 0.311136,0.136042,0.28785,11.6268,3.33692,5.23614,1.04639,0.232886,0.759735,0.187274,0.063362,0.0409348,0.388247,1.43064,0.0176975,13.8055
7,2.21005,2.20617,9.57102,1.21035,0.105223,0.13213,49.3625,0.0192575,2.16299,2.15911,0.00852512,1.16786,0.0749947,0.101902,0.199792,0.0182443,, , 0.00864266,4.30537,0.00807679,11.957,0.270982,0.00852512,1.16786,0.827824,0.0723829,0.0982687,0.00624454,0.13525,0.217216,0.199792,0.0182443,49.0734
8,0.0878381,0.0873468,0.0308721,0.00387645,0.000697783,0.000773096,0.0602336,9.64619e-05,0.0015867,0.00109539,0.00198893,0.00382459,6.99448e-05,0.000145258,0.000214467,9.52251e-05,, , 0.00108033,0.000585908,0.00101585,0.242802,0.123535,0.00198893,0.00382459,0.00101147,0.000135599,6.02824e-05,1.93216e-05,0.000341021,0.00126778,0.000214467,9.52251e-05,0.0599602
Total,66.2212,47.2185,55.2099,195.743,3.35417,4.55224,84.0543,2.97181,9.02804,6.11641,33.0126,195.677,2.08043,3.35242,8.01054,0.782575,, , 4.14604,6.87163,4.12678,78.6581,64.0797,33.0126,195.677,1.2825,4.00848,1.08693,0.337437,0.239527,2.7773,8.01054,0.782575,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.93987,0.00274429,0.506106,12.9637,0.00410116,0.756341
