Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.00028068,4.25202e-06,2.75327e-05,0.000154994,5.60693e-05,1.90576e-05,1.87743e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,17.3759,0,3.49383,0.00779532,0.16086,0,0.108199,0.000218288,1.28484,0,1.16712,0.00777782,0.0869413,0,0.0843532,0.000217871,, , 0.454542,0.12267,0.70763,10.5373,7.93599,1.16712,0.00777782,0.000987789,0.0655504,0.0148415,0.00654933,0.00175446,0.0694859,0.0843532,0.000217871,0.0585562
2,27.2158,26.3612,12.4356,2.76259,1.09691,1.50551,3.33364,2.65618,3.02723,2.17271,9.15058,2.76181,0.60189,1.01049,2.46519,0.664036,, , 1.9446,1.45664,1.7987,21.0899,32.5478,9.15058,2.76181,0.0155217,1.2086,0.304263,0.0995235,0.0114841,0.981672,2.46519,0.664036,0.920125
3,6.03081,5.84147,7.13801,171.453,0.422248,0.60528,2.75747,1.20376,0.662509,0.473167,6.10579,171.451,0.255513,0.438546,1.02794,0.300922,, , 0.42349,0.317223,0.394963,6.3117,7.41833,6.10579,171.451,0.0293457,0.520428,0.130422,0.043209,0.0102282,0.33889,1.02794,0.300922,1.73961
4,9.09234,8.72012,7.68315,3.36184,0.785434,1.14479,5.53654,0.0325973,1.22652,0.8543,6.10607,3.35873,0.51067,0.870024,2.07853,0.0162299,, , 0.846981,0.450377,0.783461,10.9055,10.3259,6.10607,3.35873,0.0584488,1.03648,0.257715,0.0864952,0.0163784,0.565794,2.07853,0.0162299,3.46485
5,1.59925,1.5297,6.73366,1.34588,0.286191,0.416392,7.66539,0.0563968,0.22646,0.156912,5.2362,1.33966,0.200892,0.331094,0.75155,0.0280609,, , 0.155568,0.0827223,0.145082,5.98723,2.12025,5.2362,1.33966,0.116473,0.405944,0.0940904,0.0319514,0.0231557,0.21473,0.75155,0.0280609,6.90454
6,2.60927,2.47249,8.12353,1.92274,0.513043,0.790814,15.258,0.0364346,0.435904,0.299123,5.23603,1.9103,0.365895,0.643665,1.43063,0.0358846,, , 0.311136,0.136042,0.28785,11.6268,3.33692,5.23603,1.9103,0.232886,0.759022,0.187274,0.063264,0.0409348,0.388247,1.43063,0.0358846,13.8055
7,2.21005,2.20617,9.57096,1.62277,0.1043,0.132561,49.3573,0.026376,2.16299,2.15911,0.0084603,1.58028,0.0740714,0.102332,0.194536,0.0253628,, , 0.00864266,4.30537,0.00807679,11.957,0.270982,0.0084603,1.58028,0.827824,0.0719187,0.0982687,0.00621602,0.13525,0.217216,0.194536,0.0253628,49.0734
8,0.0878381,0.0873468,0.0308935,0.00325887,0.000698899,0.000773391,0.0602357,5.63345e-05,0.0015867,0.00109539,0.00201029,0.00320701,7.10608e-05,0.000145553,0.000216613,5.50977e-05,, , 0.00108033,0.000585908,0.00101585,0.242802,0.123535,0.00201029,0.00320701,0.00101147,0.00013698,6.02824e-05,1.9351e-05,0.000341021,0.00126778,0.000216613,5.50977e-05,0.0599602
Total,66.2212,47.2185,55.2096,182.479,3.36968,4.59612,84.0768,4.01201,9.02804,6.11641,33.0123,182.413,2.09594,3.3963,8.03295,1.07077,, , 4.14604,6.87163,4.12678,78.6581,64.0797,33.0123,182.413,1.2825,4.06808,1.08693,0.337228,0.239527,2.7773,8.03295,1.07077,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.91724,0.00284796,0.525224,12.6351,0.00433709,0.799852
