Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.00028068,4.25202e-06,2.75327e-05,0.000154994,5.60693e-05,1.90576e-05,1.87743e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,17.3759,0,3.49383,0.0066081,0.160862,0,0.108199,0.000173907,1.28484,0,1.16712,0.00659059,0.0869433,0,0.0843532,0.00017349,, , 0.454542,0.12267,0.70763,10.5373,7.93599,1.16712,0.00659059,0.000987789,0.0655525,0.0148415,0.00654933,0.00175446,0.0694859,0.0843532,0.00017349,0.0585562
2,27.2158,26.3612,12.4355,2.23516,1.09317,1.50364,3.33363,1.83078,3.02723,2.17271,9.1505,2.23438,0.59815,1.00862,2.46518,0.457686,, , 1.9446,1.45664,1.7987,21.0899,32.5478,9.1505,2.23438,0.0155217,1.20306,0.304263,0.0994539,0.0114841,0.981672,2.46518,0.457686,0.920125
3,6.03081,5.84147,7.1382,181.509,0.425986,0.605942,2.76954,1.56641,0.662509,0.473167,6.10598,181.508,0.259252,0.439207,1.04001,0.391586,, , 0.42349,0.317223,0.394963,6.3117,7.41833,6.10598,181.508,0.0293457,0.524745,0.130422,0.0432915,0.0102282,0.33889,1.04001,0.391586,1.73961
4,9.09234,8.72012,7.68339,4.59154,0.797225,1.15019,5.56069,0.0298435,1.22652,0.8543,6.10631,4.58843,0.522461,0.875423,2.10267,0.014853,, , 0.846981,0.450377,0.783461,10.9055,10.3259,6.10631,4.58843,0.0584488,1.05346,0.257715,0.0867063,0.0163784,0.565794,2.10267,0.014853,3.46485
5,1.59925,1.5297,6.73372,1.17466,0.287395,0.416911,7.66539,0.0481506,0.22646,0.156912,5.23626,1.16844,0.202096,0.331612,0.751552,0.0239378,, , 0.155568,0.0827223,0.145082,5.98723,2.12025,5.23626,1.16844,0.116473,0.407642,0.0940904,0.0319759,0.0231557,0.21473,0.751552,0.0239378,6.90454
6,2.60927,2.47249,8.12367,1.7247,0.519608,0.793928,15.2758,0.0323352,0.435904,0.299123,5.23617,1.71225,0.372459,0.64678,1.44838,0.0317853,, , 0.311136,0.136042,0.28785,11.6268,3.33692,5.23617,1.71225,0.232886,0.768578,0.187274,0.0633879,0.0409348,0.388247,1.44838,0.0317853,13.8055
7,2.21005,2.20617,9.57098,1.00758,0.104759,0.132732,49.359,0.0161646,2.16299,2.15911,0.00848163,0.965088,0.0745307,0.102504,0.196288,0.0151514,, , 0.00864266,4.30537,0.00807679,11.957,0.270982,0.00848163,0.965088,0.827824,0.0725402,0.0982687,0.0062254,0.13525,0.217216,0.196288,0.0151514,49.0734
8,0.0878381,0.0873468,0.0308817,0.00215721,0.000698281,0.000773226,0.0602357,3.72922e-05,0.0015867,0.00109539,0.00199849,0.00210535,7.04421e-05,0.000145387,0.000216611,3.60554e-05,, , 0.00108033,0.000585908,0.00101585,0.242802,0.123535,0.00199849,0.00210535,0.00101147,0.000136212,6.02824e-05,1.93348e-05,0.000341021,0.00126778,0.000216611,3.60554e-05,0.0599602
Total,66.2212,47.2185,55.2102,192.251,3.3897,4.60412,84.1325,3.5239,9.02804,6.11641,33.0128,192.185,2.11596,3.4043,8.08865,0.93521,, , 4.14604,6.87163,4.12678,78.6581,64.0797,33.0128,192.185,1.2825,4.09571,1.08693,0.33761,0.239527,2.7773,8.08865,0.93521,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.92534,0.00277084,0.511002,12.6801,0.00416074,0.767329
