Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.00028068,4.25202e-06,2.75327e-05,0.000154994,5.60693e-05,1.90576e-05,1.87743e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,17.3759,0,3.49383,0.00784098,0.160825,0,0.108199,0.000222123,1.28484,0,1.16712,0.00782347,0.0869064,0,0.0843532,0.000221705,, , 0.454542,0.12267,0.70763,10.5373,7.93599,1.16712,0.00782347,0.000987789,0.0655155,0.0148415,0.00654933,0.00175446,0.0694859,0.0843532,0.000221705,0.0585562
2,27.2158,26.3612,12.4355,2.79467,1.09554,1.50597,3.33363,-73.2034,3.02723,2.17271,9.15053,2.79389,0.600526,1.01095,2.46519,-18.3009,, , 1.9446,1.45664,1.7987,21.0899,32.5478,9.15053,2.79389,0.0155217,1.20773,0.304263,0.0994865,0.0114841,0.981672,2.46519,-18.3009,0.920125
3,6.03081,5.84147,7.13813,174.848,0.425938,0.608366,2.76954,-37.07,0.662509,0.473167,6.10591,174.847,0.259203,0.441631,1.04001,-9.26751,, , 0.42349,0.317223,0.394963,6.3117,7.41833,6.10591,174.847,0.0293457,0.52715,0.130422,0.0432617,0.0102282,0.33889,1.04001,-9.26751,1.73961
4,9.09234,8.72012,7.68299,4.15246,0.777647,1.14171,5.5124,-37.3237,1.22652,0.8543,6.10591,4.14935,0.502883,0.866942,2.05439,-18.6619,, , 0.846981,0.450377,0.783461,10.9055,10.3259,6.10591,4.14935,0.0584488,1.02576,0.257715,0.0863515,0.0163784,0.565794,2.05439,-18.6619,3.46485
5,1.59925,1.5297,6.73344,0.934646,0.281042,0.413884,7.64765,0.0363422,0.22646,0.156912,5.23599,0.928426,0.195743,0.328585,0.733814,0.0180336,, , 0.155568,0.0827223,0.145082,5.98723,2.12025,5.23599,0.928426,0.116473,0.398381,0.0940904,0.0318569,0.0231557,0.21473,0.733814,0.0180336,6.90454
6,2.60927,2.47249,8.1234,1.17517,0.506583,0.787672,15.2403,0.0213976,0.435904,0.299123,5.23589,1.16273,0.359434,0.640524,1.41288,0.0208477,, , 0.311136,0.136042,0.28785,11.6268,3.33692,5.23589,1.16273,0.232886,0.749539,0.187274,0.0631448,0.0409348,0.388247,1.41288,0.0208477,13.8055
7,2.21005,2.20617,9.57093,3.26416,0.103647,0.132138,49.3555,0.0552663,2.16299,2.15911,0.00843539,3.22167,0.0734179,0.101909,0.192784,0.0542531,, , 0.00864266,4.30537,0.00807679,11.957,0.270982,0.00843539,3.22167,0.827824,0.0708531,0.0982687,0.00620505,0.13525,0.217216,0.192784,0.0542531,49.0734
8,0.0878381,0.0873468,0.0308814,0.00447654,0.000698257,0.000773214,0.0602357,7.47332e-05,0.0015867,0.00109539,0.00199818,0.00442468,7.04185e-05,0.000145376,0.000216611,7.34964e-05,, , 0.00108033,0.000585908,0.00101585,0.242802,0.123535,0.00199818,0.00442468,0.00101147,0.000136178,6.02824e-05,1.93344e-05,0.000341021,0.00126778,0.000216611,7.34964e-05,0.0599602
Total,66.2212,47.2185,55.2091,187.182,3.35192,4.59051,84.0274,-147.484,9.02804,6.11641,33.0118,187.115,2.07818,3.39069,7.98363,-46.1369,, , 4.14604,6.87163,4.12678,78.6581,64.0797,33.0118,187.115,1.2825,4.04506,1.08693,0.336875,0.239527,2.7773,7.98363,-46.1369,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
-3.33025,0.00281033,0.518285,-5.6425,0.00425042,0.783868
