Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82686e-05,0.0993048,0,0.0759017,6.88347e-07,0.591577,0,1.69146,2.11476e-05,0.0473655,0,0.0520562,5.85503e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11476e-05,0.000987789,0.04228,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.85503e-07,0.0585562
2,17.7669,15.8789,15.0111,0.000382031,0.495328,0.657101,2.97853,1.24253e-05,5.59145,3.70338,13.2846,6.28888e-05,0.265646,0.427419,2.11009,2.43708e-07,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2846,6.28888e-05,0.0155217,0.539961,0.129148,0.0239572,0.00853657,0.448777,2.11009,2.43708e-07,0.920125
3,5.2584,4.4361,9.7217,0.000849514,0.185911,0.250739,2.65005,2.17644e-05,1.7232,0.900898,8.86353,0.000211223,0.115712,0.180539,0.920517,5.89047e-07,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.86353,0.000211223,0.0293457,0.244013,0.0417726,0.0104664,0.00755516,0.138153,0.920517,5.89047e-07,1.73961
4,8.11523,6.47708,10.2125,0.00148235,0.295944,0.456604,5.28126,3.75187e-05,2.76424,1.12609,8.86165,0.000205735,0.195308,0.355968,1.82325,8.53677e-07,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.86165,0.000205735,0.0584488,0.454387,0.0761984,0.0206912,0.0118465,0.201395,1.82325,8.53677e-07,3.46485
5,2.20178,1.60005,9.13307,0.00296767,0.0926649,0.156134,7.58351,7.16702e-05,0.884598,0.282868,7.59725,0.000414332,0.0653931,0.128862,0.669671,1.73113e-06,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59725,0.000414332,0.116473,0.162661,0.024022,0.00757215,0.017688,0.0627935,0.669671,1.73113e-06,6.90454
6,3.69973,2.49858,10.5356,0.00585326,0.164798,0.295419,15.1667,0.000139303,1.66454,0.463394,7.5982,0.000746109,0.126171,0.256791,1.33934,2.88696e-06,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.5982,0.000746109,0.232886,0.32108,0.0467762,0.0151052,0.0313899,0.0980491,1.33934,2.88696e-06,13.8055
7,0.50363,0.470184,9.57642,0.0186915,0.0312017,0.044029,49.3421,0.000254348,0.419468,0.386021,0.0139268,0.00140519,0.0192857,0.032113,0.179393,4.72012e-06,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0139268,0.00140519,0.827824,0.0315718,0.0183357,0.00149126,0.107445,0.0556825,0.179393,4.72012e-06,49.0734
8,0.0340165,0.0298294,0.018174,2.65956e-05,0.000551489,0.000778574,0.0602374,3.28134e-07,0.00617949,0.00199248,0.00220311,5.49615e-06,0.000112086,0.000339171,0.000218241,2.34126e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00220311,5.49615e-06,0.00101147,0.000339006,8.89254e-05,2.33252e-05,0.000321226,0.000724291,0.000218241,2.34126e-08,0.0599602
Total,46.2543,31.3907,66.4847,0.0302812,1.36571,1.8608,83.1383,0.000538046,13.6453,6.86464,47.9129,0.00307212,0.834994,1.38203,7.09453,1.16335e-05,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9129,0.00307212,1.2825,1.79629,0.339823,0.0809109,0.186405,1.05315,7.09453,1.16335e-05,76.0265

