Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,0.000247512,0.19235,0,0.0726005,1.01708e-05,0.015,0,1.16712,0.000229962,0.114734,0,0.048755,9.73833e-06,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,0.000229962,0.000987789,0.0995876,0.0148415,0.0003049,0.00175446,0.073186,0.048755,9.73833e-06,0.0585562
2,25.3058,26.9799,12.4357,0.00234267,1.14347,1.1838,2.83701,0.000899191,0.487544,2.16164,9.15073,0.00156203,0.605244,0.645576,1.96856,0.000215884,, , 19.5481,0.944748,1.35557,21.0899,33.8155,9.15073,0.00156203,0.0155217,0.943195,0.304263,0.00336283,0.0114841,1.06834,1.96856,0.000215884,0.920125
3,5.61799,5.97933,7.13891,0.00429298,0.46152,0.470181,2.58943,0.00131597,0.109423,0.470757,6.10669,0.00273169,0.279964,0.288625,0.8599,0.000311165,, , 4.86471,0.205745,0.298459,6.3117,7.70698,6.10669,0.00273169,0.0293457,0.436705,0.130422,0.00146177,0.0102282,0.369045,0.8599,0.000311165,1.73961
4,8.19029,8.91943,7.6827,0.00918303,0.784729,0.868967,5.15928,0.00157297,0.120346,0.84948,6.10562,0.00606033,0.484694,0.568932,1.70127,0.000715177,, , 7.81942,0.227422,0.590454,10.9055,10.7504,6.10562,0.00606033,0.0584488,0.79304,0.257715,0.00287229,0.0163784,0.617362,1.70127,0.000715177,3.46485
5,1.43135,1.56409,6.73288,0.0176397,0.270436,0.30298,7.54096,0.0029735,0.0232857,0.156027,5.23542,0.0113942,0.177325,0.20987,0.627121,0.00134414,, , 1.57924,0.0417714,0.109632,5.98723,2.20702,5.23542,0.0113942,0.116473,0.29205,0.0940904,0.00105378,0.0231557,0.232407,0.627121,0.00134414,6.90454
6,2.26259,2.53039,8.12293,0.0278117,0.483482,0.578036,15.0765,0.00200451,0.029555,0.297352,5.23543,0.0153198,0.322318,0.416871,1.24917,0.00143406,, , 2.22688,0.0541398,0.216949,11.6268,3.48875,5.23543,0.0153198,0.232886,0.549824,0.187274,0.00209102,0.0409348,0.420385,1.24917,0.00143406,13.8055
7,2.19984,2.2072,9.57089,0.0631269,0.102262,0.111837,49.333,0.00263731,2.1517,2.15906,0.00839058,0.0205246,0.0706289,0.0802031,0.17031,0.00158762,, , 0.0654023,4.3031,0.00610733,11.957,0.282158,0.00839058,0.0205246,0.827824,0.0523579,0.0982687,0.000205444,0.13525,0.227324,0.17031,0.00158762,49.0734
8,0.0886201,0.0895336,0.030905,9.46406e-05,0.000723623,0.000743794,0.0602263,5.4315e-06,0.000175763,0.00108924,0.00202178,4.26398e-05,6.6157e-05,8.63289e-05,0.000207154,4.15014e-06,, , 0.00342529,0.000301526,0.000769667,0.242802,0.128361,0.00202178,4.26398e-05,0.00101147,9.13564e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000207154,4.15014e-06,0.0599602
Total,61.5099,48.2699,55.2088,0.124739,3.43897,3.51654,82.6691,0.011419,2.93703,6.0954,33.0114,0.0578653,2.05497,2.21016,6.62529,0.00562193,, , 60.6996,5.77723,3.07003,78.6581,66.6226,33.0114,0.0578653,1.2825,3.16685,1.08693,0.0113529,0.239527,3.00938,6.62529,0.00562193,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.05155,0.00605645,1.11694,16.9255,0.023752,4.38038
