Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,0.000260494,0.192356,0,0.0726005,1.19219e-05,0.015,0,1.16712,0.000242944,0.11474,0,0.048755,1.14894e-05,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,0.000242944,0.000987789,0.0995933,0.0148415,0.0003049,0.00175446,0.073186,0.048755,1.14894e-05,0.0585562
2,25.3058,26.9799,12.4356,0.00253044,1.13524,1.18307,2.83421,0.00109885,0.487544,2.16164,9.1506,0.0017498,0.597018,0.64485,1.96577,0.000265799,, , 18.4497,0.944748,1.35557,21.0899,33.8155,9.1506,0.0017498,0.0155217,0.934242,0.304263,0.00336283,0.0114841,1.06834,1.96577,0.000265799,0.920125
3,5.61799,5.97933,7.13842,0.00499126,0.446071,0.467545,2.58578,0.00219299,0.109423,0.470757,6.1062,0.00342996,0.264515,0.285989,0.856249,0.00053042,, , 4.46281,0.205745,0.298459,6.3117,7.70698,6.1062,0.00342996,0.0293457,0.41862,0.130422,0.00146177,0.0102282,0.369045,0.856249,0.00053042,1.73961
4,8.19029,8.91943,7.68307,0.00793631,0.80416,0.864491,5.16416,0.00120202,0.120346,0.84948,6.10599,0.0048136,0.504126,0.564456,1.70614,0.000529703,, , 8.09942,0.227422,0.590454,10.9055,10.7504,6.10599,0.0048136,0.0584488,0.807995,0.257715,0.00287229,0.0163784,0.617362,1.70614,0.000529703,3.46485
5,1.43135,1.56409,6.73326,0.0146177,0.281822,0.30371,7.54275,0.00206062,0.0232857,0.156027,5.2358,0.00837227,0.188712,0.2106,0.628913,0.000887698,, , 1.68024,0.0417714,0.109632,5.98723,2.20702,5.2358,0.00837227,0.116473,0.304168,0.0940904,0.00105378,0.0231557,0.232407,0.628913,0.000887698,6.90454
6,2.26259,2.53039,8.12344,0.0254384,0.513752,0.580259,15.0801,0.00181959,0.029555,0.297352,5.23594,0.0129465,0.352587,0.419094,1.25276,0.00124914,, , 2.92848,0.0541398,0.216949,11.6268,3.48875,5.23594,0.0129465,0.232886,0.582316,0.187274,0.00209102,0.0409348,0.420385,1.25276,0.00124914,13.8055
7,2.19984,2.2072,9.57092,0.0594689,0.103201,0.111895,49.3332,0.00233709,2.1517,2.15906,0.00842191,0.0168666,0.071568,0.0802619,0.170487,0.0012874,, , 0.0750023,4.3031,0.00610733,11.957,0.282158,0.00842191,0.0168666,0.827824,0.0533557,0.0982687,0.000205444,0.13525,0.227324,0.170487,0.0012874,49.0734
8,0.0886201,0.0895336,0.0308661,7.78194e-05,0.00071988,0.000743221,0.0602258,3.69555e-06,0.000175763,0.00108924,0.00198287,2.58186e-05,6.24149e-05,8.57556e-05,0.000206721,2.41419e-06,, , 0.00357529,0.000301526,0.000769667,0.242802,0.128361,0.00198287,2.58186e-05,0.00101147,8.70409e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000206721,2.41419e-06,0.0599602
Total,61.5099,48.2699,55.2094,0.115321,3.47732,3.51172,82.6731,0.0107268,2.93703,6.0954,33.0121,0.0484474,2.09333,2.20534,6.62928,0.00476406,, , 60.2916,5.77723,3.07003,78.6581,66.6226,33.0121,0.0484474,1.2825,3.20038,1.08693,0.0113529,0.239527,3.00938,6.62928,0.00476406,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.05071,0.00605677,1.117,16.8688,0.023757,4.38129
