Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,0.000102859,0.192324,0,0.0726005,1.87446e-06,0.015,0,1.16712,8.53086e-05,0.114708,0,0.048755,1.44201e-06,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,8.53086e-05,0.000987789,0.0995618,0.0148415,0.0003049,0.00175446,0.073186,0.048755,1.44201e-06,0.0585562
2,25.3058,26.9799,12.4358,0.000870621,1.1491,1.19068,2.83701,7.74827e-05,0.487544,2.16164,9.15077,8.99739e-05,0.610872,0.652454,1.96856,1.04574e-05,, , 19.0113,0.944748,1.35557,21.0899,33.8155,9.15077,8.99739e-05,0.0155217,0.9557,0.304263,0.00336283,0.0114841,1.06834,1.96856,1.04574e-05,0.920125
3,5.61799,5.97933,7.1399,0.00198183,0.49121,0.472192,2.59552,0.000178213,0.109423,0.470757,6.10768,0.00042053,0.309654,0.290636,0.865987,2.67267e-05,, , 5.75451,0.205745,0.298459,6.3117,7.70698,6.10768,0.00042053,0.0293457,0.468407,0.130422,0.00146177,0.0102282,0.369045,0.865987,2.67267e-05,1.73961
4,8.19029,8.91943,7.6829,0.00400523,0.797227,0.870616,5.16172,0.000246792,0.120346,0.84948,6.10582,0.000882527,0.497192,0.570581,1.70371,5.20898e-05,, , 8.35422,0.227422,0.590454,10.9055,10.7504,6.10582,0.000882527,0.0584488,0.807186,0.257715,0.00287229,0.0163784,0.617362,1.70371,5.20898e-05,3.46485
5,1.43135,1.56409,6.73322,0.00704583,0.280497,0.303617,7.54275,0.000413762,0.0232857,0.156027,5.23576,0.000800377,0.187386,0.210506,0.628912,6.42683e-05,, , 1.54424,0.0417714,0.109632,5.98723,2.20702,5.23576,0.000800377,0.116473,0.302749,0.0940904,0.00105378,0.0231557,0.232407,0.628912,6.42683e-05,6.90454
6,2.26259,2.53039,8.12334,0.0144834,0.507949,0.579871,15.0801,0.000730097,0.029555,0.297352,5.23584,0.00199155,0.346784,0.418706,1.25275,0.000159646,, , 2.76888,0.0541398,0.216949,11.6268,3.48875,5.23584,0.00199155,0.232886,0.576126,0.187274,0.00209102,0.0409348,0.420385,1.25275,0.000159646,13.8055
7,2.19984,2.2072,9.57095,0.0434524,0.104561,0.112598,49.3336,0.00110798,2.1517,2.15906,0.00845699,0.000850058,0.0729271,0.0809644,0.170841,5.82922e-05,, , 0.0766023,4.3031,0.00610733,11.957,0.282158,0.00845699,0.000850058,0.827824,0.0554174,0.0982687,0.000205444,0.13525,0.227324,0.170841,5.82922e-05,49.0734
8,0.0886201,0.0895336,0.0309155,5.82598e-05,0.000724565,0.000743813,0.0602263,1.71888e-06,0.000175763,0.00108924,0.0020323,6.25905e-06,6.70991e-05,8.6347e-05,0.000207155,4.37519e-07,, , 0.00432529,0.000301526,0.000769667,0.242802,0.128361,0.0020323,6.25905e-06,0.00101147,9.23165e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000207155,4.37519e-07,0.0599602
Total,61.5099,48.2699,55.2108,0.0720005,3.52359,3.53032,82.6835,0.00275792,2.93703,6.0954,33.0135,0.00512659,2.13959,2.22393,6.63972,0.00037336,, , 62.1065,5.77723,3.07003,78.6581,66.6226,33.0135,0.00512659,1.2825,3.26524,1.08693,0.0113529,0.239527,3.00938,6.63972,0.00037336,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.04918,0.00605831,1.11728,16.7601,0.0237806,4.38566
