Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,0.000262349,0.19235,0,0.0726005,1.63281e-05,0.015,0,1.16712,0.000244799,0.114734,0,0.048755,1.58956e-05,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,0.000244799,0.000987789,0.099588,0.0148415,0.0003049,0.00175446,0.073186,0.048755,1.58956e-05,0.0585562
2,25.3058,26.9799,12.4357,0.00243773,1.14522,1.18763,2.83701,0.000924858,0.487544,2.16164,9.15073,0.00165708,0.607,0.649404,1.96856,0.000222301,, , 19.0087,0.944748,1.35557,21.0899,33.8155,9.15073,0.00165708,0.0155217,0.948778,0.304263,0.00336283,0.0114841,1.06834,1.96856,0.000222301,0.920125
3,5.61799,5.97933,7.13853,0.00503859,0.449376,0.468268,2.587,0.00223477,0.109423,0.470757,6.10631,0.0034773,0.26782,0.286712,0.857464,0.000540865,, , 4.39231,0.205745,0.298459,6.3117,7.70698,6.10631,0.0034773,0.0293457,0.422648,0.130422,0.00146177,0.0102282,0.369045,0.857464,0.000540865,1.73961
4,8.19029,8.91943,7.68287,0.00766404,0.79207,0.863493,5.16172,0.00107968,0.120346,0.84948,6.10579,0.00454133,0.492036,0.563458,1.7037,0.000468532,, , 7.98122,0.227422,0.590454,10.9055,10.7504,6.10579,0.00454133,0.0584488,0.794907,0.257715,0.00287229,0.0163784,0.617362,1.7037,0.000468532,3.46485
5,1.43135,1.56409,6.7334,0.0142054,0.285967,0.303949,7.54364,0.00190657,0.0232857,0.156027,5.23594,0.00795995,0.192857,0.210838,0.629807,0.000810673,, , 1.72964,0.0417714,0.109632,5.98723,2.20702,5.23594,0.00795995,0.116473,0.308551,0.0940904,0.00105378,0.0231557,0.232407,0.629807,0.000810673,6.90454
6,2.26259,2.53039,8.12336,0.0240383,0.509039,0.58004,15.0801,0.00163022,0.029555,0.297352,5.23586,0.0115464,0.347874,0.418875,1.25275,0.00105977,, , 2.75928,0.0541398,0.216949,11.6268,3.48875,5.23586,0.0115464,0.232886,0.577385,0.187274,0.00209102,0.0409348,0.420385,1.25275,0.00105977,13.8055
7,2.19984,2.2072,9.57089,0.0734845,0.102222,0.111452,49.333,0.0036138,2.1517,2.15906,0.00839564,0.0308822,0.0705889,0.0798186,0.17031,0.00256411,, , 0.0602023,4.3031,0.00610733,11.957,0.282158,0.00839564,0.0308822,0.827824,0.0519333,0.0982687,0.000205444,0.13525,0.227324,0.17031,0.00256411,49.0734
8,0.0886201,0.0895336,0.030867,8.83815e-05,0.000720202,0.000743706,0.0602258,4.7254e-06,0.000175763,0.00108924,0.00198382,3.63808e-05,6.27366e-05,8.62403e-05,0.000206721,3.44404e-06,, , 0.00277529,0.000301526,0.000769667,0.242802,0.128361,0.00198382,3.63808e-05,0.00101147,8.78474e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000206721,3.44404e-06,0.0599602
Total,61.5099,48.2699,55.2095,0.127219,3.47697,3.51557,82.6754,0.011411,2.93703,6.0954,33.0121,0.0603454,2.09297,2.20919,6.63156,0.00568559,, , 60.5265,5.77723,3.07003,78.6581,66.6226,33.0121,0.0603454,1.2825,3.20388,1.08693,0.0113529,0.239527,3.00938,6.63156,0.00568559,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.05056,0.00605633,1.11692,16.8584,0.0237502,4.38005
