epoch, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J), ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J),TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS
60.0,61.5099,48.2699,55.2106,0.0719181,3.51302,3.52887,82.6835,0.00282427,2.93703,6.0954,33.0133,0.0050442,2.12902,2.22249,6.63971,0.000375186,61.7912,5.77723,3.07003,78.6581,66.6226,33.0133,0.0050442,1.2825,3.25322,1.08693,0.0113529,0.239527,3.00938,6.63971,0.000375186,76.0265,2.04945,0.00605832,1.11728,16.7784,0.0237808,4.38568
61.0,61.5099,48.2699,55.2107,0.0713251,3.5172,3.53067,82.6835,0.00282133,2.93703,6.0954,33.0134,0.00445119,2.1332,2.22429,6.63971,0.000326257,62.0447,5.77723,3.07003,78.6581,66.6226,33.0134,0.00445119,1.2825,3.25921,1.08693,0.0113529,0.239527,3.00938,6.63971,0.000326257,76.0265,2.04931,0.00605834,1.11729,16.7693,0.0237811,4.38574
62.0,61.5099,48.2699,55.2107,0.0715821,3.51618,3.53024,82.6835,0.00271616,2.93703,6.0954,33.0133,0.00470824,2.13218,2.22386,6.63971,0.000336128,62.5186,5.77723,3.07003,78.6581,66.6226,33.0133,0.00470824,1.2825,3.25776,1.08693,0.0113529,0.239527,3.00938,6.63971,0.000336128,76.0265,2.04935,0.00605833,1.11729,16.7715,0.023781,4.38572
63.0,61.5099,48.2699,55.2108,0.0716588,3.52135,3.53075,82.6835,0.0028942,2.93703,6.0954,33.0134,0.00478489,2.13736,2.22437,6.63972,0.000358717,62.0788,5.77723,3.07003,78.6581,66.6226,33.0134,0.00478489,1.2825,3.26344,1.08693,0.0113529,0.239527,3.00938,6.63972,0.000358717,76.0265,2.04921,0.00605832,1.11728,16.7628,0.0237809,4.3857
64.0,61.5099,48.2699,55.2108,0.0708689,3.52537,3.53074,82.6835,0.00282065,2.93703,6.0954,33.0135,0.00399504,2.14138,2.22436,6.63972,0.000294537,62.5013,5.77723,3.07003,78.6581,66.6226,33.0135,0.00399504,1.2825,3.26745,1.08693,0.0113529,0.239527,3.00938,6.63972,0.000294537,76.0265,2.04913,0.00605835,1.11729,16.7568,0.0237813,4.38577
65.0,61.5099,48.2699,55.2109,0.0716563,3.52481,3.53007,82.6835,0.00287441,2.93703,6.0954,33.0135,0.00478237,2.14081,2.22369,6.63972,0.000357713,62.7903,5.77723,3.07003,78.6581,66.6226,33.0135,0.00478237,1.2825,3.26621,1.08693,0.0113529,0.239527,3.00938,6.63972,0.000357713,76.0265,2.04915,0.00605832,1.11728,16.7586,0.0237808,4.38569
66.0,61.5099,48.2699,55.2108,0.0705308,3.5217,3.53076,82.6835,0.00260384,2.93703,6.0954,33.0134,0.00365688,2.1377,2.22438,6.63972,0.000262243,61.5102,5.77723,3.07003,78.6581,66.6226,33.0134,0.00365688,1.2825,3.26379,1.08693,0.0113529,0.239527,3.00938,6.63972,0.000262243,76.0265,2.04921,0.00605836,1.11729,16.7624,0.0237815,4.38581
67.0,61.5099,48.2699,55.2108,0.0720005,3.52359,3.53032,82.6835,0.00275792,2.93703,6.0954,33.0135,0.00512659,2.13959,2.22393,6.63972,0.00037336,62.1065,5.77723,3.07003,78.6581,66.6226,33.0135,0.00512659,1.2825,3.26524,1.08693,0.0113529,0.239527,3.00938,6.63972,0.00037336,76.0265,2.04918,0.00605831,1.11728,16.7601,0.0237806,4.38566
68.0,61.5099,48.2699,55.2109,0.0722576,3.52727,3.53049,82.686,0.00286572,2.93703,6.0954,33.0136,0.00538373,2.14327,2.22411,6.64215,0.000401644,62.6796,5.77723,3.07003,78.6581,66.6226,33.0136,0.00538373,1.2825,3.2691,1.08693,0.0113529,0.239527,3.00938,6.64215,0.000401644,76.0265,2.04903,0.00605829,1.11728,16.7504,0.0237804,4.38562
69.0,61.5099,48.2699,55.211,0.0713677,3.52979,3.53112,82.6835,0.0026695,2.93703,6.0954,33.0136,0.00449377,2.14579,2.22474,6.63973,0.000326608,62.8926,5.77723,3.07003,78.6581,66.6226,33.0136,0.00449377,1.2825,3.27225,1.08693,0.0113529,0.239527,3.00938,6.63973,0.000326608,76.0265,2.04902,0.00605832,1.11728,16.7495,0.0237809,4.38571
70.0,61.5099,48.2699,55.2108,0.0722154,3.52475,3.53064,82.6861,0.0028192,2.93703,6.0954,33.0135,0.00534152,2.14076,2.22425,6.64232,0.000388464,62.5171,5.77723,3.07003,78.6581,66.6226,33.0135,0.00534152,1.2825,3.26672,1.08693,0.0113529,0.239527,3.00938,6.64232,0.000388464,76.0265,2.04908,0.0060583,1.11728,16.7538,0.0237805,4.38564
71.0,61.5099,48.2699,55.2108,0.0698434,3.5219,3.53051,82.686,0.00264045,2.93703,6.0954,33.0134,0.00296953,2.1379,2.22413,6.64215,0.000212075,61.6921,5.77723,3.07003,78.6581,66.6226,33.0134,0.00296953,1.2825,3.26375,1.08693,0.0113529,0.239527,3.00938,6.64215,0.000212075,76.0265,2.04916,0.00605839,1.1173,16.7589,0.0237819,4.38589
72.0,61.5099,48.2699,55.2109,0.0705721,3.52648,3.5306,82.6873,0.00274478,2.93703,6.0954,33.0136,0.00369826,2.14249,2.22422,6.64354,0.000265285,63.2315,5.77723,3.07003,78.6581,66.6226,33.0136,0.00369826,1.2825,3.26842,1.08693,0.0113529,0.239527,3.00938,6.64354,0.000265285,76.0265,2.04902,0.00605836,1.11729,16.7496,0.0237814,4.38579
73.0,61.5099,48.2699,55.211,0.0733037,3.53204,3.53086,82.6861,0.00304321,2.93703,6.0954,33.0136,0.0064298,2.14804,2.22448,6.64233,0.000483941,62.6523,5.77723,3.07003,78.6581,66.6226,33.0136,0.0064298,1.2825,3.27423,1.08693,0.0113529,0.239527,3.00938,6.64233,0.000483941,76.0265,2.04891,0.00605825,1.11727,16.7422,0.0237798,4.3855
74.0,61.5099,48.2699,55.211,0.0720791,3.53147,3.53135,82.6861,0.00284861,2.93703,6.0954,33.0136,0.0052052,2.14747,2.22497,6.64233,0.000381651,62.5971,5.77723,3.07003,78.6581,66.6226,33.0136,0.0052052,1.2825,3.27416,1.08693,0.0113529,0.239527,3.00938,6.64233,0.000381651,76.0265,2.04891,0.0060583,1.11728,16.7425,0.0237805,4.38563
75.0,61.5099,48.2699,55.2111,0.0691137,3.53683,3.53206,82.6888,0.00246427,2.93703,6.0954,33.0137,0.00223984,2.15283,2.22568,6.64494,0.000151155,63.3009,5.77723,3.07003,78.6581,66.6226,33.0137,0.00223984,1.2825,3.28022,1.08693,0.0113529,0.239527,3.00938,6.64494,0.000151155,76.0265,2.04872,0.0060584,1.1173,16.7297,0.0237821,4.38593
76.0,61.5099,48.2699,55.2111,0.0719675,3.53764,3.53156,82.687,0.00274473,2.93703,6.0954,33.0138,0.00509357,2.15364,2.22518,6.64323,0.000371276,62.8252,5.77723,3.07003,78.6581,66.6226,33.0138,0.00509357,1.2825,3.28054,1.08693,0.0113529,0.239527,3.00938,6.64323,0.000371276,76.0265,2.04875,0.0060583,1.11728,16.7315,0.0237805,4.38563
77.0,61.5099,48.2699,55.211,0.0705294,3.53446,3.53145,82.686,0.00266519,2.93703,6.0954,33.0137,0.0036555,2.15047,2.22507,6.64216,0.000262461,62.9551,5.77723,3.07003,78.6581,66.6226,33.0137,0.0036555,1.2825,3.27725,1.08693,0.0113529,0.239527,3.00938,6.64216,0.000262461,76.0265,2.04885,0.00605835,1.11729,16.7383,0.0237813,4.38579
78.0,61.5099,48.2699,55.211,0.0712186,3.53141,3.53049,82.6858,0.00273617,2.93703,6.0954,33.0137,0.00434471,2.14741,2.22411,6.64201,0.000316916,62.4994,5.77723,3.07003,78.6581,66.6226,33.0137,0.00434471,1.2825,3.27323,1.08693,0.0113529,0.239527,3.00938,6.64201,0.000316916,76.0265,2.04894,0.00605833,1.11729,16.7445,0.023781,4.38572
79.0,61.5099,48.2699,55.2112,0.0720596,3.54217,3.53173,82.691,0.0028702,2.93703,6.0954,33.0139,0.00518576,2.15818,2.22535,6.64723,0.000380265,63.1394,5.77723,3.07003,78.6581,66.6226,33.0139,0.00518576,1.2825,3.28524,1.08693,0.0113529,0.239527,3.00938,6.64723,0.000380265,76.0265,2.04855,0.00605829,1.11728,16.7183,0.0237804,4.38561
80.0,61.5099,48.2699,55.2112,0.0676348,3.542,3.53171,82.6909,0.00223759,2.93703,6.0954,33.0139,0.000760866,2.158,2.22533,6.64705,3.33262e-05,63.1234,5.77723,3.07003,78.6581,66.6226,33.0139,0.000760866,1.2825,3.28504,1.08693,0.0113529,0.239527,3.00938,6.64705,3.33262e-05,76.0265,2.04857,0.00605845,1.11731,16.7194,0.0237829,4.38607
81.0,61.5099,48.2699,55.2112,0.0676348,3.54199,3.53171,82.691,0.00223759,2.93703,6.0954,33.0139,0.000760866,2.158,2.22533,6.64723,3.33262e-05,63.1483,5.77723,3.07003,78.6581,66.6226,33.0139,0.000760866,1.2825,3.28504,1.08693,0.0113529,0.239527,3.00938,6.64723,3.33262e-05,76.0265,2.04857,0.00605845,1.11731,16.7191,0.0237829,4.38607
82.0,61.5099,48.2699,55.2112,0.0676351,3.54183,3.5317,82.6909,0.00223802,2.93703,6.0954,33.0139,0.000761257,2.15784,2.22532,6.64705,3.34714e-05,63.1143,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28487,1.08693,0.0113529,0.239527,3.00938,6.64705,3.34714e-05,76.0265,2.04857,0.00605845,1.11731,16.7196,0.0237829,4.38607
83.0,61.5099,48.2699,55.2112,0.0676355,3.54214,3.53172,82.691,0.00223772,2.93703,6.0954,33.0139,0.000761649,2.15814,2.22534,6.64723,3.33955e-05,63.0706,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761649,1.2825,3.28519,1.08693,0.0113529,0.239527,3.00938,6.64723,3.33955e-05,76.0265,2.04856,0.00605845,1.11731,16.7189,0.0237829,4.38607
84.0,61.5099,48.2699,55.2112,0.0676355,3.54216,3.53172,82.691,0.00223803,2.93703,6.0954,33.0139,0.000761649,2.15816,2.22534,6.64723,3.34963e-05,63.1059,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761649,1.2825,3.28521,1.08693,0.0113529,0.239527,3.00938,6.64723,3.34963e-05,76.0265,2.04856,0.00605845,1.11731,16.7188,0.0237829,4.38607
85.0,61.5099,48.2699,55.2112,0.0676351,3.54193,3.53171,82.6909,0.00223801,2.93703,6.0954,33.0139,0.000761257,2.15793,2.22533,6.64705,3.34694e-05,63.1011,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28497,1.08693,0.0113529,0.239527,3.00938,6.64705,3.34694e-05,76.0265,2.04857,0.00605845,1.11731,16.7195,0.0237829,4.38607
86.0,61.5099,48.2699,55.2112,0.0676355,3.54198,3.53171,82.691,0.00223773,2.93703,6.0954,33.0139,0.000761649,2.15799,2.22533,6.64723,3.34029e-05,63.1059,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761649,1.2825,3.28503,1.08693,0.0113529,0.239527,3.00938,6.64723,3.34029e-05,76.0265,2.04857,0.00605845,1.11731,16.7191,0.0237829,4.38607
87.0,61.5099,48.2699,55.2112,0.0676351,3.54205,3.53171,82.6909,0.00223771,2.93703,6.0954,33.0139,0.000761257,2.15806,2.22533,6.64705,3.33867e-05,63.1217,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.2851,1.08693,0.0113529,0.239527,3.00938,6.64705,3.33867e-05,76.0265,2.04857,0.00605845,1.11731,16.7193,0.0237829,4.38607
88.0,61.5099,48.2699,55.2112,0.0676351,3.54191,3.53169,82.691,0.00223771,2.93703,6.0954,33.0139,0.000761257,2.15791,2.22531,6.64723,3.33867e-05,63.0975,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28494,1.08693,0.0113529,0.239527,3.00938,6.64723,3.33867e-05,76.0265,2.04857,0.00605845,1.11731,16.7192,0.0237829,4.38607
89.0,61.5099,48.2699,55.2112,0.0676351,3.54177,3.53168,82.691,0.00223801,2.93703,6.0954,33.0139,0.000761257,2.15777,2.2253,6.64723,3.34694e-05,63.1038,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28479,1.08693,0.0113529,0.239527,3.00938,6.64723,3.34694e-05,76.0265,2.04857,0.00605845,1.11731,16.7195,0.0237829,4.38607
90.0,61.5099,48.2699,55.2112,0.0676355,3.54191,3.53169,82.691,0.00223775,2.93703,6.0954,33.0139,0.000761649,2.15791,2.22531,6.64723,3.3406e-05,63.0896,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761649,1.2825,3.28494,1.08693,0.0113529,0.239527,3.00938,6.64723,3.3406e-05,76.0265,2.04857,0.00605845,1.11731,16.7192,0.0237829,4.38607
91.0,61.5099,48.2699,55.2112,0.0676351,3.54183,3.53169,82.691,0.00223801,2.93703,6.0954,33.0139,0.000761257,2.15783,2.22531,6.64723,3.3469e-05,63.0991,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28485,1.08693,0.0113529,0.239527,3.00938,6.64723,3.3469e-05,76.0265,2.04857,0.00605845,1.11731,16.7194,0.0237829,4.38607
92.0,61.5099,48.2699,55.2112,0.0676355,3.54188,3.53169,82.691,0.00223775,2.93703,6.0954,33.0139,0.000761649,2.15788,2.22531,6.64723,3.3421e-05,63.1071,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761649,1.2825,3.28491,1.08693,0.0113529,0.239527,3.00938,6.64723,3.3421e-05,76.0265,2.04857,0.00605845,1.11731,16.7193,0.0237829,4.38607
93.0,61.5099,48.2699,55.2112,0.0676351,3.54167,3.53168,82.691,0.00223801,2.93703,6.0954,33.0139,0.000761257,2.15767,2.2253,6.64723,3.34694e-05,63.1054,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28468,1.08693,0.0113529,0.239527,3.00938,6.64723,3.34694e-05,76.0265,2.04858,0.00605845,1.11731,16.7196,0.0237829,4.38607
94.0,61.5099,48.2699,55.2112,0.0676351,3.54151,3.53167,82.691,0.00223771,2.93703,6.0954,33.0139,0.000761257,2.15751,2.22529,6.64722,3.33867e-05,63.0766,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28451,1.08693,0.0113529,0.239527,3.00938,6.64722,3.33867e-05,76.0265,2.04858,0.00605845,1.11731,16.7199,0.0237829,4.38607
95.0,61.5099,48.2699,55.2112,0.0676351,3.5416,3.53167,82.691,0.00223771,2.93703,6.0954,33.0139,0.000761257,2.1576,2.22529,6.64722,3.33867e-05,63.0876,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28461,1.08693,0.0113529,0.239527,3.00938,6.64722,3.33867e-05,76.0265,2.04858,0.00605845,1.11731,16.7197,0.0237829,4.38607
96.0,61.5099,48.2699,55.2112,0.0676351,3.54174,3.53168,82.691,0.00223771,2.93703,6.0954,33.0139,0.000761257,2.15774,2.2253,6.64723,3.33867e-05,63.106,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28476,1.08693,0.0113529,0.239527,3.00938,6.64723,3.33867e-05,76.0265,2.04857,0.00605845,1.11731,16.7195,0.0237829,4.38607
97.0,61.5099,48.2699,55.2112,0.0676351,3.54183,3.53169,82.691,0.00223771,2.93703,6.0954,33.0139,0.000761257,2.15783,2.22531,6.64723,3.33867e-05,63.1058,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28485,1.08693,0.0113529,0.239527,3.00938,6.64723,3.33867e-05,76.0265,2.04857,0.00605845,1.11731,16.7194,0.0237829,4.38607
98.0,61.5099,48.2699,55.2112,0.0676359,3.54157,3.53167,82.691,0.00223805,2.93703,6.0954,33.0139,0.00076204,2.15757,2.22529,6.64722,3.35132e-05,63.1004,5.77723,3.07003,78.6581,66.6226,33.0139,0.00076204,1.2825,3.28457,1.08693,0.0113529,0.239527,3.00938,6.64722,3.35132e-05,76.0265,2.04858,0.00605845,1.11731,16.7198,0.0237829,4.38607
99.0,61.5099,48.2699,55.2112,0.0676351,3.54176,3.53168,82.6909,0.00223801,2.93703,6.0954,33.0139,0.000761257,2.15776,2.2253,6.64705,3.3469e-05,63.096,5.77723,3.07003,78.6581,66.6226,33.0139,0.000761257,1.2825,3.28478,1.08693,0.0113529,0.239527,3.00938,6.64705,3.3469e-05,76.0265,2.04858,0.00605845,1.11731,16.7198,0.0237829,4.38607
