Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,0.000249367,0.192351,0,0.0726005,1.06653e-05,0.015,0,1.16712,0.000231817,0.114735,0,0.048755,1.02328e-05,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,0.000231817,0.000987789,0.099589,0.0148415,0.0003049,0.00175446,0.073186,0.048755,1.02328e-05,0.0585562
2,25.3058,26.9799,12.4356,0.00232859,1.13528,1.1831,2.83421,0.000837943,0.487544,2.16164,9.1506,0.00154794,0.597051,0.644875,1.96577,0.000200573,, , 18.1681,0.944748,1.35557,21.0899,33.8155,9.1506,0.00154794,0.0155217,0.9343,0.304263,0.00336283,0.0114841,1.06834,1.96577,0.000200573,0.920125
3,5.61799,5.97933,7.13883,0.0048962,0.459008,0.469632,2.58822,0.00191497,0.109423,0.470757,6.10661,0.0033349,0.277452,0.288076,0.858686,0.000460916,, , 4.93321,0.205745,0.298459,6.3117,7.70698,6.10661,0.0033349,0.0293457,0.433644,0.130422,0.00146177,0.0102282,0.369045,0.858686,0.000460916,1.73961
4,8.19029,8.91943,7.68264,0.00968102,0.780153,0.866932,5.15928,0.00177873,0.120346,0.84948,6.10556,0.00655832,0.480118,0.566897,1.70126,0.000818057,, , 8.05382,0.227422,0.590454,10.9055,10.7504,6.10556,0.00655832,0.0584488,0.786428,0.257715,0.00287229,0.0163784,0.617362,1.70126,0.000818057,3.46485
5,1.43135,1.56409,6.73295,0.0155308,0.272583,0.303147,7.54185,0.00227262,0.0232857,0.156027,5.2355,0.00928531,0.179473,0.210036,0.628015,0.000993698,, , 1.38084,0.0417714,0.109632,5.98723,2.20702,5.2355,0.00928531,0.116473,0.294365,0.0940904,0.00105378,0.0231557,0.232407,0.628015,0.000993698,6.90454
6,2.26259,2.53039,8.12303,0.0340363,0.489227,0.578378,15.0766,0.00300198,0.029555,0.297352,5.23553,0.0215444,0.328062,0.417213,1.24917,0.00243153,, , 2.24968,0.0541398,0.216949,11.6268,3.48875,5.23553,0.0215444,0.232886,0.55591,0.187274,0.00209102,0.0409348,0.420385,1.24917,0.00243153,13.8055
7,2.19984,2.2072,9.57087,0.0628046,0.101843,0.111861,49.3329,0.00260147,2.1517,2.15906,0.00837571,0.0202023,0.0702099,0.0802272,0.170134,0.00155178,, , 0.0614023,4.3031,0.00610733,11.957,0.282158,0.00837571,0.0202023,0.827824,0.0519629,0.0982687,0.000205444,0.13525,0.227324,0.170134,0.00155178,49.0734
8,0.0886201,0.0895336,0.0308964,7.58634e-05,0.000722848,0.000743776,0.0602261,2.88375e-06,0.000175763,0.00108924,0.00201316,2.38626e-05,6.53821e-05,8.631e-05,0.000206938,1.60239e-06,, , 0.00392529,0.000301526,0.000769667,0.242802,0.128361,0.00201316,2.38626e-05,0.00101147,9.05626e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000206938,1.60239e-06,0.0599602
Total,61.5099,48.2699,55.2086,0.129603,3.43116,3.51379,82.6658,0.0124213,2.93703,6.0954,33.0113,0.0627289,2.04717,2.20741,6.622,0.00646839,, , 59.4434,5.77723,3.07003,78.6581,66.6226,33.0113,0.0627289,1.2825,3.15629,1.08693,0.0113529,0.239527,3.00938,6.622,0.00646839,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.05184,0.00605627,1.11691,16.9458,0.0237493,4.37988
