Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,7.13317e-05,0.192325,0,0.0726005,1.28634e-06,0.015,0,1.16712,5.37815e-05,0.114709,0,0.048755,8.53881e-07,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,5.37815e-05,0.000987789,0.0995625,0.0148415,0.0003049,0.00175446,0.073186,0.048755,8.53881e-07,0.0585562
2,25.3058,26.9799,12.4357,0.000835023,1.14724,1.19072,2.83701,6.37331e-05,0.487544,2.16164,9.15074,5.43755e-05,0.609015,0.652495,1.96856,7.01998e-06,, , 19.4278,0.944748,1.35557,21.0899,33.8155,9.15074,5.43755e-05,0.0155217,0.953885,0.304263,0.00336283,0.0114841,1.06834,1.96856,7.01998e-06,0.920125
3,5.61799,5.97933,7.13983,0.0021563,0.489159,0.472025,2.59552,0.000247228,0.109423,0.470757,6.10761,0.000595001,0.307603,0.290469,0.865985,4.39804e-05,, , 5.89401,0.205745,0.298459,6.3117,7.70698,6.10761,0.000595001,0.0293457,0.466188,0.130422,0.00146177,0.0102282,0.369045,0.865985,4.39804e-05,1.73961
4,8.19029,8.91943,7.68287,0.00380338,0.795286,0.870569,5.16172,0.000212608,0.120346,0.84948,6.10579,0.000680672,0.495251,0.570534,1.7037,3.49978e-05,, , 8.24562,0.227422,0.590454,10.9055,10.7504,6.10579,0.000680672,0.0584488,0.805198,0.257715,0.00287229,0.0163784,0.617362,1.7037,3.49978e-05,3.46485
5,1.43135,1.56409,6.73315,0.00721326,0.278372,0.303489,7.54275,0.000438999,0.0232857,0.156027,5.23569,0.000967806,0.185261,0.210379,0.628911,7.68867e-05,, , 1.50524,0.0417714,0.109632,5.98723,2.20702,5.23569,0.000967806,0.116473,0.300496,0.0940904,0.00105378,0.0231557,0.232407,0.628911,7.68867e-05,6.90454
6,2.26259,2.53039,8.1233,0.0146098,0.505667,0.579705,15.0801,0.000741417,0.029555,0.297352,5.2358,0.00211791,0.344502,0.41854,1.25275,0.000170966,, , 2.70648,0.0541398,0.216949,11.6268,3.48875,5.2358,0.00211791,0.232886,0.573677,0.187274,0.00209102,0.0409348,0.420385,1.25275,0.000170966,13.8055
7,2.19984,2.2072,9.57094,0.0429133,0.10423,0.112578,49.3336,0.00107263,2.1517,2.15906,0.00844591,0.000310997,0.0725962,0.0809448,0.170841,2.29446e-05,, , 0.0786023,4.3031,0.00610733,11.957,0.282158,0.00844591,0.000310997,0.827824,0.0550669,0.0982687,0.000205444,0.13525,0.227324,0.170841,2.29446e-05,49.0734
8,0.0886201,0.0895336,0.0309155,5.82598e-05,0.000724566,0.000743814,0.0602263,1.51415e-06,0.000175763,0.00108924,0.0020323,6.25905e-06,6.71006e-05,8.63486e-05,0.000207155,2.32792e-07,, , 0.00377529,0.000301526,0.000769667,0.242802,0.128361,0.0020323,6.25905e-06,0.00101147,9.23197e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000207155,2.32792e-07,0.0599602
Total,61.5099,48.2699,55.2106,0.0716607,3.513,3.52983,82.6835,0.00277942,2.93703,6.0954,33.0132,0.0047868,2.129,2.22345,6.63971,0.000357882,, , 62.4539,5.77723,3.07003,78.6581,66.6226,33.0132,0.0047868,1.2825,3.25417,1.08693,0.0113529,0.239527,3.00938,6.63971,0.000357882,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.04943,0.00605833,1.11729,16.777,0.023781,4.38572
