Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,0.000249367,0.192351,0,0.0726005,8.62104e-06,0.015,0,1.16712,0.000231817,0.114735,0,0.048755,8.18859e-06,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,0.000231817,0.000987789,0.0995888,0.0148415,0.0003049,0.00175446,0.073186,0.048755,8.18859e-06,0.0585562
2,25.3058,26.9799,12.4355,0.00263137,1.12888,1.17704,2.83421,0.00118084,0.487544,2.16164,9.15054,0.00185072,0.590656,0.638819,1.96576,0.000286296,, , 18.1198,0.944748,1.35557,21.0899,33.8155,9.15054,0.00185072,0.0155217,0.921849,0.304263,0.00336283,0.0114841,1.06834,1.96576,0.000286296,0.920125
3,5.61799,5.97933,7.13874,0.00515869,0.456318,0.469502,2.58821,0.00227936,0.109423,0.470757,6.10652,0.00359739,0.274762,0.287946,0.858683,0.000552014,, , 4.56891,0.205745,0.298459,6.3117,7.70698,6.10652,0.00359739,0.0293457,0.430825,0.130422,0.00146177,0.0102282,0.369045,0.858683,0.000552014,1.73961
4,8.19029,8.91943,7.68243,0.00959809,0.766911,0.86515,5.15684,0.00175036,0.120346,0.84948,6.10534,0.00647538,0.466876,0.565115,1.69883,0.000803875,, , 6.82002,0.227422,0.590454,10.9055,10.7504,6.10534,0.00647538,0.0584488,0.771404,0.257715,0.00287229,0.0163784,0.617362,1.69883,0.000803875,3.46485
5,1.43135,1.56409,6.73282,0.0175305,0.268545,0.302792,7.54096,0.00298277,0.0232857,0.156027,5.23536,0.0112851,0.175435,0.209682,0.62712,0.00134877,, , 1.22504,0.0417714,0.109632,5.98723,2.20702,5.23536,0.0112851,0.116473,0.289973,0.0940904,0.00105378,0.0231557,0.232407,0.62712,0.00134877,6.90454
6,2.26259,2.53039,8.12293,0.0227876,0.482789,0.577488,15.0748,0.00147941,0.029555,0.297352,5.23543,0.0102958,0.321624,0.416324,1.24738,0.000908956,, , 2.06608,0.0541398,0.216949,11.6268,3.48875,5.23543,0.0102958,0.232886,0.548583,0.187274,0.00209102,0.0409348,0.420385,1.24738,0.000908956,13.8055
7,2.19984,2.2072,9.57088,0.0574664,0.101971,0.11153,49.333,0.00216785,2.1517,2.15906,0.00838571,0.0148641,0.0703379,0.079897,0.17031,0.00111816,, , 0.0618023,4.3031,0.00610733,11.957,0.282158,0.00838571,0.0148641,0.827824,0.0517607,0.0982687,0.000205444,0.13525,0.227324,0.17031,0.00111816,49.0734
8,0.0886201,0.0895336,0.0308906,0.000110679,0.000722331,0.000743762,0.0602261,6.58708e-06,0.000175763,0.00108924,0.00200742,5.86786e-05,6.4865e-05,8.62968e-05,0.000206938,5.30572e-06,, , 0.00342529,0.000301526,0.000769667,0.242802,0.128361,0.00200742,5.86786e-05,0.00101147,9.00323e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000206938,5.30572e-06,0.0599602
Total,61.5099,48.2699,55.208,0.115533,3.39849,3.50425,82.6609,0.0118558,2.93703,6.0954,33.0107,0.0486589,2.01449,2.19787,6.61704,0.00503156,, , 57.4575,5.77723,3.07003,78.6581,66.6226,33.0107,0.0486589,1.2825,3.11407,1.08693,0.0113529,0.239527,3.00938,6.61704,0.00503156,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.05293,0.00605681,1.11701,17.0218,0.0237576,4.38141
