Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,0.000264203,0.192348,0,0.0726005,1.43043e-05,0.015,0,1.16712,0.000246653,0.114733,0,0.048755,1.38718e-05,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,0.000246653,0.000987789,0.0995861,0.0148415,0.0003049,0.00175446,0.073186,0.048755,1.38718e-05,0.0585562
2,25.3058,26.9799,12.4356,0.00262433,1.1376,1.18174,2.837,0.00119631,0.487544,2.16164,9.15065,0.00184368,0.599375,0.643517,1.96855,0.000290165,, , 18.5288,0.944748,1.35557,21.0899,33.8155,9.15065,0.00184368,0.0155217,0.935266,0.304263,0.00336283,0.0114841,1.06834,1.96855,0.000290165,0.920125
3,5.61799,5.97933,7.139,0.00482735,0.464147,0.470427,2.58943,0.00182258,0.109423,0.470757,6.10678,0.00326605,0.282591,0.288871,0.859902,0.000437819,, , 5.07311,0.205745,0.298459,6.3117,7.70698,6.10678,0.00326605,0.0293457,0.439578,0.130422,0.00146177,0.0102282,0.369045,0.859902,0.000437819,1.73961
4,8.19029,8.91943,7.68259,0.00879615,0.778095,0.868541,5.15928,0.00141662,0.120346,0.84948,6.10551,0.00567344,0.47806,0.568506,1.70126,0.000637006,, , 7.14422,0.227422,0.590454,10.9055,10.7504,6.10551,0.00567344,0.0584488,0.78598,0.257715,0.00287229,0.0163784,0.617362,1.70126,0.000637006,3.46485
5,1.43135,1.56409,6.73293,0.0174366,0.27189,0.303097,7.54185,0.00293016,0.0232857,0.156027,5.23547,0.0111912,0.17878,0.209987,0.628014,0.00132247,, , 1.47544,0.0417714,0.109632,5.98723,2.20702,5.23547,0.0111912,0.116473,0.293622,0.0940904,0.00105378,0.0231557,0.232407,0.628014,0.00132247,6.90454
6,2.26259,2.53039,8.12298,0.035064,0.486454,0.578288,15.0765,0.00320705,0.029555,0.297352,5.23548,0.0225721,0.32529,0.417123,1.24917,0.0026366,, , 2.10528,0.0541398,0.216949,11.6268,3.48875,5.23548,0.0225721,0.232886,0.553048,0.187274,0.00209102,0.0409348,0.420385,1.24917,0.0026366,13.8055
7,2.19984,2.2072,9.57088,0.0617382,0.102345,0.112082,49.333,0.00250736,2.1517,2.15906,0.0083893,0.0191359,0.0707118,0.0804483,0.17031,0.00145768,, , 0.0598023,4.3031,0.00610733,11.957,0.282158,0.0083893,0.0191359,0.827824,0.052686,0.0982687,0.000205444,0.13525,0.227324,0.17031,0.00145768,49.0734
8,0.0886201,0.0895336,0.0308992,8.17313e-05,0.000723106,0.000743782,0.0602263,3.52957e-06,0.000175763,0.00108924,0.00201603,2.97305e-05,6.56408e-05,8.63166e-05,0.000207154,2.24821e-06,, , 0.00317529,0.000301526,0.000769667,0.242802,0.128361,0.00201603,2.97305e-05,0.00101147,9.08278e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000207154,2.24821e-06,0.0599602
Total,61.5099,48.2699,55.2088,0.130833,3.4336,3.51492,82.67,0.0130979,2.93703,6.0954,33.0114,0.0639587,2.04961,2.20854,6.62617,0.00679785,, , 58.9822,5.77723,3.07003,78.6581,66.6226,33.0114,0.0639587,1.2825,3.15986,1.08693,0.0113529,0.239527,3.00938,6.62617,0.00679785,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.05165,0.00605622,1.1169,16.9332,0.0237486,4.37974
