Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,0.000254931,0.192352,0,0.0726005,1.05144e-05,0.015,0,1.16712,0.00023738,0.114736,0,0.048755,1.0082e-05,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,0.00023738,0.000987789,0.0995897,0.0148415,0.0003049,0.00175446,0.073186,0.048755,1.0082e-05,0.0585562
2,25.3058,26.9799,12.4355,0.00269748,1.13187,1.18264,2.83421,0.00135278,0.487544,2.16164,9.15054,0.00191684,0.593644,0.644414,1.96576,0.000329281,, , 18.1546,0.944748,1.35557,21.0899,33.8155,9.15054,0.00191684,0.0155217,0.930432,0.304263,0.00336283,0.0114841,1.06834,1.96576,0.000329281,0.920125
3,5.61799,5.97933,7.1388,0.00517473,0.458108,0.469796,2.58822,0.00234318,0.109423,0.470757,6.10658,0.00361343,0.276552,0.28824,0.858685,0.000567968,, , 5.06981,0.205745,0.298459,6.3117,7.70698,6.10658,0.00361343,0.0293457,0.432908,0.130422,0.00146177,0.0102282,0.369045,0.858685,0.000567968,1.73961
4,8.19029,8.91943,7.6826,0.00897883,0.778082,0.867904,5.15928,0.00150209,0.120346,0.84948,6.10551,0.00585613,0.478047,0.56787,1.70126,0.00067974,, , 6.75162,0.227422,0.590454,10.9055,10.7504,6.10551,0.00585613,0.0584488,0.78533,0.257715,0.00287229,0.0163784,0.617362,1.70126,0.00067974,3.46485
5,1.43135,1.56409,6.73272,0.0178603,0.265633,0.302713,7.54095,0.00310471,0.0232857,0.156027,5.23526,0.0116148,0.172522,0.209603,0.627118,0.00140974,, , 1.50964,0.0417714,0.109632,5.98723,2.20702,5.23526,0.0116148,0.116473,0.28698,0.0940904,0.00105378,0.0231557,0.232407,0.627118,0.00140974,6.90454
6,2.26259,2.53039,8.12295,0.0324833,0.483798,0.576773,15.0765,0.00270156,0.029555,0.297352,5.23545,0.0199914,0.322633,0.415608,1.24917,0.00213111,, , 2.06488,0.0541398,0.216949,11.6268,3.48875,5.23545,0.0199914,0.232886,0.548876,0.187274,0.00209102,0.0409348,0.420385,1.24917,0.00213111,13.8055
7,2.19984,2.2072,9.57087,0.0570083,0.101802,0.112098,49.3329,0.00212698,2.1517,2.15906,0.00837029,0.014406,0.0701686,0.0804647,0.170133,0.00107729,, , 0.0638023,4.3031,0.00610733,11.957,0.282158,0.00837029,0.014406,0.827824,0.0521591,0.0982687,0.000205444,0.13525,0.227324,0.170133,0.00107729,49.0734
8,0.0886201,0.0895336,0.03089,8.95551e-05,0.000722273,0.000743761,0.0602261,4.56667e-06,0.000175763,0.00108924,0.00200679,3.75543e-05,6.48073e-05,8.62951e-05,0.000206938,3.28531e-06,, , 0.00337529,0.000301526,0.000769667,0.242802,0.128361,0.00200679,3.75543e-05,0.00101147,8.99728e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000206938,3.28531e-06,0.0599602
Total,61.5099,48.2699,55.2082,0.124547,3.41236,3.51267,82.6649,0.0131464,2.93703,6.0954,33.0108,0.0576736,2.02837,2.20629,6.62109,0.0062085,, , 58.2101,5.77723,3.07003,78.6581,66.6226,33.0108,0.0576736,1.2825,3.13637,1.08693,0.0113529,0.239527,3.00938,6.62109,0.0062085,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.0523,0.00605648,1.11694,16.9787,0.0237524,4.38046
