Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,0.000260494,0.192349,0,0.0726005,1.25302e-05,0.015,0,1.16712,0.000242944,0.114733,0,0.048755,1.20978e-05,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,0.000242944,0.000987789,0.0995869,0.0148415,0.0003049,0.00175446,0.073186,0.048755,1.20978e-05,0.0585562
2,25.3058,26.9799,12.4356,0.00273073,1.13668,1.18273,2.83422,0.00140897,0.487544,2.16164,9.15063,0.00195009,0.598452,0.644506,1.96577,0.000343328,, , 19.1417,0.944748,1.35557,21.0899,33.8155,9.15063,0.00195009,0.0155217,0.935332,0.304263,0.00336283,0.0114841,1.06834,1.96577,0.000343328,0.920125
3,5.61799,5.97933,7.13878,0.00489698,0.457478,0.46995,2.58822,0.00193849,0.109423,0.470757,6.10656,0.00333568,0.275922,0.288394,0.858684,0.000466795,, , 4.58141,0.205745,0.298459,6.3117,7.70698,6.10656,0.00333568,0.0293457,0.432432,0.130422,0.00146177,0.0102282,0.369045,0.858684,0.000466795,1.73961
4,8.19029,8.91943,7.68256,0.00946234,0.776023,0.867539,5.15927,0.00168918,0.120346,0.84948,6.10548,0.00633964,0.475988,0.567504,1.70126,0.000773284,, , 7.15522,0.227422,0.590454,10.9055,10.7504,6.10548,0.00633964,0.0584488,0.782906,0.257715,0.00287229,0.0163784,0.617362,1.70126,0.000773284,3.46485
5,1.43135,1.56409,6.73287,0.0165608,0.269928,0.302977,7.54096,0.00262459,0.0232857,0.156027,5.23541,0.0103153,0.176817,0.209866,0.627121,0.00116968,, , 1.26824,0.0417714,0.109632,5.98723,2.20702,5.23541,0.0103153,0.116473,0.291539,0.0940904,0.00105378,0.0231557,0.232407,0.627121,0.00116968,6.90454
6,2.26259,2.53039,8.12296,0.0307535,0.485164,0.578014,15.0765,0.00244021,0.029555,0.297352,5.23546,0.0182616,0.323999,0.416849,1.24917,0.00186976,, , 2.16088,0.0541398,0.216949,11.6268,3.48875,5.23546,0.0182616,0.232886,0.551483,0.187274,0.00209102,0.0409348,0.420385,1.24917,0.00186976,13.8055
7,2.19984,2.2072,9.57089,0.0678952,0.102403,0.11199,49.333,0.00304912,2.1517,2.15906,0.00839285,0.0252928,0.0707701,0.0803564,0.17031,0.00199943,, , 0.0722023,4.3031,0.00610733,11.957,0.282158,0.00839285,0.0252928,0.827824,0.0526523,0.0982687,0.000205444,0.13525,0.227324,0.17031,0.00199943,49.0734
8,0.0886201,0.0895336,0.0309002,8.29049e-05,0.000723192,0.000743784,0.0602263,4.11593e-06,0.000175763,0.00108924,0.00201699,3.09041e-05,6.57267e-05,8.63186e-05,0.000207154,2.83458e-06,, , 0.00337529,0.000301526,0.000769667,0.242802,0.128361,0.00201699,3.09041e-05,0.00101147,9.09157e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000207154,2.83458e-06,0.0599602
Total,61.5099,48.2699,55.2084,0.132643,3.42074,3.51394,82.6651,0.0131672,2.93703,6.0954,33.0111,0.065769,2.03675,2.20756,6.62127,0.00663722,, , 58.9754,5.77723,3.07003,78.6581,66.6226,33.0111,0.065769,1.2825,3.14602,1.08693,0.0113529,0.239527,3.00938,6.62127,0.00663722,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.05208,0.00605617,1.11689,16.9626,0.0237477,4.37959
