Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000300043,4.25202e-06,2.85683e-05,0.000156134,5.92567e-05,3.23707e-05,1.9461e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,16.4134,0,3.49383,0.000262349,0.19235,0,0.0726005,1.08434e-05,0.015,0,1.16712,0.000244799,0.114734,0,0.048755,1.04109e-05,, , 24.5924,0,0.492092,10.5373,8.24348,1.16712,0.000244799,0.000987789,0.099588,0.0148415,0.0003049,0.00175446,0.073186,0.048755,1.04109e-05,0.0585562
2,25.3058,26.9799,12.4355,0.00237201,1.12989,1.17801,2.83421,0.00089491,0.487544,2.16164,9.15055,0.00159136,0.591666,0.639789,1.96576,0.000214814,, , 17.7203,0.944748,1.35557,21.0899,33.8155,9.15055,0.00159136,0.0155217,0.923829,0.304263,0.00336283,0.0114841,1.06834,1.96576,0.000214814,0.920125
3,5.61799,5.97933,7.13897,0.00524632,0.463083,0.470038,2.58943,0.00244243,0.109423,0.470757,6.10675,0.00368502,0.281527,0.288482,0.859902,0.000592782,, , 4.99081,0.205745,0.298459,6.3117,7.70698,6.10675,0.00368502,0.0293457,0.438125,0.130422,0.00146177,0.0102282,0.369045,0.859902,0.000592782,1.73961
4,8.19029,8.91943,7.68245,0.00899878,0.7694,0.86696,5.15684,0.00155664,0.120346,0.84948,6.10537,0.00587608,0.469365,0.566925,1.69883,0.000707011,, , 6.63362,0.227422,0.590454,10.9055,10.7504,6.10537,0.00587608,0.0584488,0.775703,0.257715,0.00287229,0.0163784,0.617362,1.69883,0.000707011,3.46485
5,1.43135,1.56409,6.73275,0.0156481,0.266432,0.302735,7.54095,0.00228125,0.0232857,0.156027,5.23529,0.00940266,0.173321,0.209625,0.627118,0.000998015,, , 1.22664,0.0417714,0.109632,5.98723,2.20702,5.23529,0.00940266,0.116473,0.287802,0.0940904,0.00105378,0.0231557,0.232407,0.627118,0.000998015,6.90454
6,2.26259,2.53039,8.12298,0.0358366,0.485892,0.577659,15.0765,0.00333747,0.029555,0.297352,5.23548,0.0233447,0.324727,0.416494,1.24917,0.00276701,, , 2.39448,0.0541398,0.216949,11.6268,3.48875,5.23548,0.0233447,0.232886,0.551856,0.187274,0.00209102,0.0409348,0.420385,1.24917,0.00276701,13.8055
7,2.19984,2.2072,9.57089,0.0664845,0.102391,0.11194,49.333,0.00291166,2.1517,2.15906,0.00839329,0.0238822,0.0707577,0.0803064,0.17031,0.00186197,, , 0.0626023,4.3031,0.00610733,11.957,0.282158,0.00839329,0.0238822,0.827824,0.0525899,0.0982687,0.000205444,0.13525,0.227324,0.17031,0.00186197,49.0734
8,0.0886201,0.0895336,0.0308862,9.97261e-05,0.000721927,0.000743751,0.0602261,5.25177e-06,0.000175763,0.00108924,0.00200296,4.77253e-05,6.44616e-05,8.62854e-05,0.000206938,3.97041e-06,, , 0.00332529,0.000301526,0.000769667,0.242802,0.128361,0.00200296,4.77253e-05,0.00101147,8.96175e-05,6.02824e-05,8.47154e-07,0.000341021,0.00133595,0.000206938,3.97041e-06,0.0599602
Total,61.5099,48.2699,55.2083,0.134948,3.41016,3.50809,82.6639,0.0134405,2.93703,6.0954,33.011,0.0680746,2.02616,2.20171,6.62005,0.00715599,, , 57.6242,5.77723,3.07003,78.6581,66.6226,33.011,0.0680746,1.2825,3.12958,1.08693,0.0113529,0.239527,3.00938,6.62005,0.00715599,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.05248,0.00605609,1.11687,16.9894,0.0237465,4.37936
