L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
38.5929,30.1374,66.4823,0.0268397,1.4546,1.43751,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.718009,0.755553,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45458,1.43749,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.717985,0.755533,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45454,1.43745,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.717946,0.7555,12.0178,5.56796e-07,2.02725,1.36366,13.6697,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45456,1.43747,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.717968,0.75552,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4824,0.0268397,1.4546,1.43751,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.71801,0.755554,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45455,1.43746,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.71796,0.755511,12.0178,5.56796e-07,2.02725,1.36366,13.6697,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45457,1.43748,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.717982,0.755529,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45461,1.43751,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.718013,0.755554,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4824,0.0268397,1.4546,1.4375,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.718005,0.755547,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45457,1.43748,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.717979,0.755528,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4824,0.0268397,1.45463,1.43753,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.718042,0.755582,12.0178,5.56796e-07,2.02725,1.36366,13.6695,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45459,1.4375,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.718,0.755547,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45458,1.43749,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.71799,0.755539,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45458,1.43749,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.717991,0.75554,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4823,0.0268397,1.45459,1.4375,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.717997,0.755545,12.0178,5.56796e-07,2.02725,1.36366,13.6696,2.95979
38.5929,30.1374,66.4824,0.0268397,1.45462,1.43753,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.718033,0.755574,12.0178,5.56796e-07,2.02725,1.36366,13.6695,2.95979
38.5929,30.1374,66.4824,0.0268397,1.45462,1.43752,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.718026,0.755565,12.0178,5.56796e-07,2.02725,1.36366,13.6695,2.95979
