VT,g6 value,g4 value,g2 value,ep value,programming Voltage,programming pulse
0.16631294492224608,2.421680819636574,4432.217774678311,2940007.991600183,113932.14534532823,20.0,16
0.8283514649706946,2.421680819636574,4432.217774678311,2940007.991600183,113932.14534532823,-20.0,16
0.15072890751927753,2.287142996323431,4185.983453862814,2940921.9998301486,114113.45642195351,21.249999999999996,17
0.8436682551208756,2.287142996323431,4185.983453862814,2940921.9998301486,114113.45642195351,-21.249999999999996,17
0.13546617392017923,2.166767049148514,3965.668535238451,2941636.629475827,114273.33286131009,22.499999999999996,18
0.8586681540049066,2.166767049148514,3965.668535238451,2941636.629475827,114273.33286131009,-22.499999999999996,18
0.1205065725587014,2.058428696691088,3767.3851084765283,2942191.8464974086,114415.21892037088,23.749999999999996,19
0.873369114950091,2.058428696691088,3767.3851084765283,2942191.8464974086,114415.21892037088,-23.749999999999996,19
0.10583379232972712,1.960408282562941,3587.9858175966933,2942618.6011112267,114541.87085479657,24.999999999999996,20
0.8877872481046571,1.960408282562941,3587.9858175966933,2942618.6011112267,114541.87085479657,-24.999999999999996,20
0.0914331026430718,1.8712988151737164,3424.89555316048,2942941.1262620687,114655.51896295791,26.25,21
0.9019370987329663,1.8712988151737164,3424.89555316048,2942941.1262620687,114655.51896295791,-26.25,21
0.0772911275169117,1.7899379971226852,3275.9870508491545,2943178.5834136754,114757.98614889123,27.499999999999996,22
0.9158318716191236,1.7899379971226852,3275.9870508491545,2943178.5834136754,114757.98614889123,-27.499999999999996,22
0.06339566134998165,1.7153572472425733,3139.4875903971065,2943346.2590265693,114850.77598227512,28.749999999999996,23
0.9294836139330828,1.7153572472425733,3139.4875903971065,2943346.2590265693,114850.77598227512,-28.749999999999996,23
0.04973551722236663,1.6467429573528705,3013.908086781222,2943456.446442863,114935.13899920338,30.0,24
0.9429033657010369,1.6467429573528705,3013.908086781222,2943456.446442863,114935.13899920338,-30.0,24
0.03630040085933689,1.5834066897623755,2897.988544981945,2943519.104090293,115012.12324350579,31.249999999999996,25
0.9561012847363514,1.5834066897623755,2897.988544981945,2943519.104090293,115012.12324350579,-31.249999999999996,25
0.023080805043978303,1.5247619975489541,2790.655635908539,2943542.352398354,115082.61323463019,32.5,26
0.9690867512355157,1.5247619975489541,2790.655635908539,2943542.352398354,115082.61323463019,-32.5,26
0.010067920474755743,1.4703062119222057,2690.9893631975197,2943532.8529113857,115147.36032746884,33.74999999999999,27
0.9818684560331361,1.4703062119222057,2690.9893631975197,2943532.8529113857,115147.36032746884,-33.74999999999999,27
-0.00274644003754565,1.4196059977179918,2598.1966265355363,2943496.1003368753,115207.00659437892,34.99999999999999,28
0.9944544756118274,1.4196059977179918,2598.1966265355363,2943496.1003368753,115207.00659437892,-34.99999999999999,28
-0.015369906464805072,1.3722857977940588,2511.590072317685,2943436.6495416374,115262.10377954098,36.25,29
1.006852336288986,1.3722857977940588,2511.590072317685,2943436.6495416374,115262.10377954098,-36.25,29
-0.027809607468457176,1.3280185139942504,2430.5710377267924,2943358.2934505083,115313.12846716889,37.5,30
1.019069069491622,1.3280185139942504,2430.5710377267924,2943358.2934505083,115313.12846716889,-37.5,30
-0.04007221884691414,1.28651793543193,2354.61569279783,2943264.203540899,115360.49431349881,38.75,31
1.0311112596396868,1.28651793543193,2354.61569279783,2943264.203540899,115360.49431349881,-38.75,31
