VT,g6 value,g4 value,g2 value,ep value,programming Voltage,programming pulse
0.5000008519634115,354299.08128666575,78699.44502375124,1460107.51924403,34009.371949727574,0.0,0
0.5000008519634115,354299.08128666575,78699.44502375124,1460107.51924403,34009.371949727574,-0.0,0
0.4689067969399868,3956.034212937596,38127.46015327753,2409929.3589595333,80194.30816179214,1.25,1
0.530530462712656,3956.034212937596,38127.46015327753,2409929.3589595333,80194.30816179214,-1.25,1
0.44048662606430017,57.44175758197486,25177.290034942653,2665728.642609158,94204.60405058638,2.5,2
0.5585639095030213,57.44175758197486,25177.290034942653,2665728.642609158,94204.60405058638,-2.5,2
0.4146364969820524,10.77781658781242,18845.233682278165,2774956.238770541,100784.56348410017,3.75,3
0.58404615738362,10.77781658781242,18845.233682278165,2774956.238770541,100784.56348410017,-3.75,3
0.39059978976971765,8.239110127599371,15070.664818372044,2832307.8064506645,104546.1555106458,5.0,4
0.6077271986524507,8.239110127599371,15070.664818372044,2832307.8064506645,104546.1555106458,-5.0,4
0.36791876545847774,6.861488925792952,12558.102530478589,2866227.8672464383,106955.64050058919,6.249999999999999,5
0.6300621628615982,6.861488925792952,12558.102530478589,2866227.8672464383,106955.64050058919,-6.249999999999999,5
0.3463275642643472,5.881225513526778,10763.97804660993,2887904.5361279426,108618.58984016866,7.5,6
0.651316303283964,5.881225513526778,10763.97804660993,2887904.5361279426,108618.58984016866,-7.5,6
0.3256472244712161,5.146071749124512,9418.465558261762,2902527.658652672,109828.58475339205,8.749999999999998,7
0.671668062878091,5.146071749124512,9418.465558261762,2902527.658652672,109828.58475339205,-8.749999999999998,7
0.3057487446600884,4.574285992729033,8371.967284914585,2912791.610040351,110744.42503440325,10.0,8
0.6912459329490602,4.574285992729033,8371.967284914585,2912791.610040351,110744.42503440325,-10.0,8
0.2865348647861561,4.116857393383089,7534.770268000032,2920215.03848806,111459.15948829243,11.249999999999998,9
0.7101466838760361,4.116857393383089,7534.770268000032,2920215.03848806,111459.15948829243,-11.249999999999998,9
0.2679297072160993,3.742597630347443,6849.7911132294175,2925709.3812918076,112030.74912923825,12.499999999999998,10
0.7284457323640587,3.742597630347443,6849.7911132294175,2925709.3812918076,112030.74912923825,-12.499999999999998,10
0.24987245247127743,3.4307144944851466,6278.975181729171,2929849.4662161637,112497.08779768251,13.749999999999998,11
0.7462034692069777,3.4307144944851466,6278.975181729171,2929849.4662161637,112497.08779768251,-13.749999999999998,11
0.2323132672149319,3.166813379524751,5795.977090090422,2933012.6958319894,112883.94162229061,15.0,12
0.763469331822131,3.166813379524751,5795.977090090422,2933012.6958319894,112883.94162229061,-15.0,12
0.21521056843011432,2.9406124238444113,5381.978726412163,2935455.2273213565,113209.40947777109,16.25,13
0.7802845389794837,2.9406124238444113,5381.978726412163,2935455.2273213565,113209.40947777109,-16.25,13
0.19852911999158496,2.7445715955881176,5023.180144637688,2937355.849916083,113486.55757779584,17.499999999999996,14
0.7966839923554734,2.7445715955881176,5023.180144637688,2937355.849916083,113486.55757779584,-17.499999999999996,14
0.18223866909557168,2.57303587086386,4709.231385595974,2938842.358582052,113725.0421921069,18.75,15
0.8126976379119091,2.57303587086386,4709.231385595974,2938842.358582052,113725.0421921069,-18.75,15
