VT,g6 value,g4 value,g2 value,ep value,programming Voltage,programming pulse
0.5000008519634115,354299.08128666575,78699.44502375124,1460107.51924403,34009.371949727574,0.0,0
0.5000008519634115,354299.08128666575,78699.44502375124,1460107.51924403,34009.371949727574,-0.0,0
0.4959656865372141,3956.034212937596,38127.46015327753,2409929.3589595333,80194.30816179214,0.15625,1
0.5040035807274784,3956.034212937596,38127.46015327753,2409929.3589595333,80194.30816179214,-0.15625,1
0.49191174815824107,57.44175758197486,25177.290034942653,2665728.642609158,94204.60405058638,0.3125,2
0.5080512727297735,57.44175758197486,25177.290034942653,2665728.642609158,94204.60405058638,-0.3125,2
0.48784911557876487,10.77781658781242,18845.233682278165,2774956.238770541,100784.56348410017,0.46875,3
0.5121063109754523,10.77781658781242,18845.233682278165,2774956.238770541,100784.56348410017,-0.46875,3
0.4837669484752718,8.239110127599371,15070.664818372044,2832307.8064506645,104546.1555106458,0.625,4
0.5161801761105181,8.239110127599371,15070.664818372044,2832307.8064506645,104546.1555106458,-0.625,4
0.4796692644469657,6.861488925792952,12558.102530478589,2866227.8672464383,106955.64050058919,0.7812499999999999,5
0.520269220198396,6.861488925792952,12558.102530478589,2866227.8672464383,106955.64050058919,-0.7812499999999999,5
0.4755611195652711,5.881225513526778,10763.97804660993,2887904.5361279426,108618.58984016866,0.9375,6
0.5243685744834745,5.881225513526778,10763.97804660993,2887904.5361279426,108618.58984016866,-0.9375,6
0.471446662272605,5.146071749124512,9418.465558261762,2902527.658652672,109828.58475339205,1.0937499999999998,7
0.5284741967200535,5.146071749124512,9418.465558261762,2902527.658652672,109828.58475339205,-1.0937499999999998,7
0.4673290688340551,4.574285992729033,8371.967284914585,2912791.610040351,110744.42503440325,1.25,8
0.5325829765289719,4.574285992729033,8371.967284914585,2912791.610040351,110744.42503440325,-1.25,8
0.46321075061280037,4.116857393383089,7534.770268000032,2920215.03848806,111459.15948829243,1.4062499999999998,9
0.5366925461088756,4.116857393383089,7534.770268000032,2920215.03848806,111459.15948829243,-1.4062499999999998,9
0.4590935525973402,3.742597630347443,6849.7911132294175,2925709.3812918076,112030.74912923825,1.5624999999999998,10
0.5408010905844578,3.742597630347443,6849.7911132294175,2925709.3812918076,112030.74912923825,-1.5624999999999998,10
0.4549789039691568,3.4307144944851466,6278.975181729171,2929849.4662161637,112497.08779768251,1.7187499999999998,11
0.5449072022496732,3.4307144944851466,6278.975181729171,2929849.4662161637,112497.08779768251,-1.7187499999999998,11
0.4508679263917498,3.166813379524751,5795.977090090422,2933012.6958319894,112883.94162229061,1.875,12
0.5490097750886778,3.166813379524751,5795.977090090422,2933012.6958319894,112883.94162229061,-1.875,12
0.4467615112393055,2.9406124238444113,5381.978726412163,2935455.2273213565,113209.40947777109,2.03125,13
0.5531079292890337,2.9406124238444113,5381.978726412163,2935455.2273213565,113209.40947777109,-2.03125,13
0.4426603750382155,2.7445715955881176,5023.180144637688,2937355.849916083,113486.55757779584,2.1874999999999996,14
0.5572009569328694,2.7445715955881176,5023.180144637688,2937355.849916083,113486.55757779584,-2.1874999999999996,14
0.4385650997487124,2.57303587086386,4709.231385595974,2938842.358582052,113725.0421921069,2.34375,15
0.5612882824810084,2.57303587086386,4709.231385595974,2938842.358582052,113725.0421921069,-2.34375,15
