VT,g6 value,g4 value,g2 value,ep value,programming Voltage,programming pulse
0.43263037320857095,1.4703062119222057,2690.9893631975197,2943532.8529113857,115147.36032746884,2.53125,27
0.5672025290061289,1.4703062119222057,2690.9893631975197,2943532.8529113857,115147.36032746884,-2.53125,27
0.4301305033043513,1.4196059977179918,2598.1966265355363,2943496.1003368753,115207.00659437892,2.625,28
0.5696968293065348,1.4196059977179918,2598.1966265355363,2943496.1003368753,115207.00659437892,-2.625,28
0.4276322396715771,1.3722857977940588,2511.590072317685,2943436.6495416374,115262.10377954098,2.7187500000000004,29
0.5721895668909274,1.3722857977940588,2511.590072317685,2943436.6495416374,115262.10377954098,-2.7187500000000004,29
0.42513563073093696,1.3280185139942504,2430.5710377267924,2943358.2934505083,115313.12846716889,2.8125000000000004,30
0.5746806939051186,1.3280185139942504,2430.5710377267924,2943358.2934505083,115313.12846716889,-2.8125000000000004,30
0.42264072035975436,1.28651793543193,2354.61569279783,2943264.203540899,115360.49431349881,2.9062500000000004,31
0.5771701669720122,1.28651793543193,2354.61569279783,2943264.203540899,115360.49431349881,-2.9062500000000004,31
