Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.55982e-05,3.65072e-07,1.19955e-05,5.4022e-05,9.68844e-06,9.89011e-06,9.63708e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.05293,0,2.27614,7.03991e-06,0.0795592,0,0.229968,8.97025e-08,0.155649,0,1.69146,0,0.0249201,0,0.206123,0,, , 0.0647197,0.0193087,0.0716202,6.87397,1.6188,1.69146,0,0.000987789,0.0194725,0.00348139,0.0019662,0.00162304,0.0502722,0.206123,0,0.0585562
2,15.3006,15.1731,15.011,0.000313605,0.565289,0.581097,5.13836,7.50498e-06,3.84774,3.72024,13.2845,0,0.238246,0.254054,4.26991,6.27179e-09,, , 0.517758,6.69442,0.355797,15.1163,10.0029,13.2845,0,0.0155217,0.339751,0.129148,0.023401,0.00853657,0.643275,4.26991,6.27179e-09,0.920125
3,4.28174,4.22626,9.71878,0.000627215,0.19124,0.200019,3.15713,1.49096e-05,0.963719,0.908241,8.86061,0,0.0871092,0.0958878,1.42759,1.25436e-08,, , 0.225512,1.49154,0.154912,5.23262,3.23599,8.86061,0,0.0293457,0.13135,0.0417726,0.00987453,0.00755516,0.205569,1.42759,1.25436e-08,1.73961
4,6.32468,6.22019,10.2117,0.00125446,0.307648,0.325253,6.31246,2.97189e-05,1.24527,1.14078,8.86089,0,0.164607,0.182213,2.85445,2.50872e-08,, , 0.451024,1.63167,0.303359,8.74862,4.70989,8.86089,0,0.0584488,0.250923,0.0761984,0.0196983,0.0118465,0.285306,2.85445,2.50872e-08,3.46485
5,1.58382,1.54548,9.13473,0.00250901,0.108931,0.113903,8.07388,5.93374e-05,0.32661,0.288263,7.59891,0,0.0691953,0.0741679,1.16004,5.01743e-08,, , 0.165682,0.33779,0.1114,6.2831,1.66515,7.59891,0,0.116473,0.111857,0.024022,0.00748407,0.017688,0.0859265,1.16004,5.01743e-08,6.90454
6,2.54749,2.47311,10.5353,0.00501843,0.169548,0.18354,15.6514,0.000118574,0.548564,0.474184,7.59796,0,0.115344,0.129336,1.82404,1.00349e-07,, , 0.331365,0.470897,0.220486,11.9572,2.77468,7.59796,0,0.232886,0.183624,0.0467762,0.0142801,0.0313899,0.125613,1.82404,1.00349e-07,13.8055
7,0.472755,0.470608,9.57645,0.0170891,0.0317327,0.0330317,49.4381,0.000218088,0.388468,0.386321,0.0139584,0,0.0183861,0.0196851,0.275381,3.56795e-07,, , 0.00920458,0.759379,0.00620558,12.0326,0.288443,0.0139584,0,0.827824,0.0183122,0.0183357,0.00142329,0.107445,0.0521645,0.275381,3.56795e-07,49.0734
8,0.0289634,0.0286888,0.018185,2.0859e-05,0.000549484,0.000573381,0.060296,2.7136e-07,0.00230457,0.00202994,0.00221409,0,9.70008e-05,0.000120898,0.000276896,5.57493e-09,, , 0.00115057,0.00240199,0.000781947,0.0803593,0.021293,0.00221409,0,0.00101147,0.000107176,8.89254e-05,2.17969e-05,0.000321226,0.000742664,0.000276896,5.57493e-09,0.0599602
Total,38.5929,30.1374,66.4823,0.0268397,1.4545,1.43742,88.0616,0.000448494,7.47833,6.92005,47.9105,0,0.717905,0.755464,12.0178,5.56796e-07,, , 1.76642,11.4074,1.22456,66.3248,24.3172,47.9105,0,1.2825,1.0554,0.339823,0.0781493,0.186405,1.44887,12.0178,5.56796e-07,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.02726,0.00739429,1.36366,13.6698,0.0160491,2.95979
