L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
71.4938,51.8701,70.1025,0.0681628,4.25966,4.98848,83.1311,0.00240367,8.91144,6.73774,47.9052,0.000615644,3.04408,3.85735,7.08732,3.01732e-06,1.98976,0.952912,13.1835,2.90176
71.4938,51.8701,70.1032,0.0681429,4.26572,4.99575,83.1357,0.00240366,8.91144,6.73774,47.9058,0.00059575,3.05014,3.86462,7.09191,3.00109e-06,1.98938,0.952909,13.1667,2.90173
71.4938,51.8701,70.1024,0.0681479,4.26533,4.99419,83.1317,0.00240368,8.91144,6.73774,47.9051,0.000600782,3.04975,3.86307,7.0879,3.007e-06,1.98951,0.952913,13.1723,2.90177
71.4938,51.8701,70.1031,0.0681088,4.27086,5.00112,83.1371,0.00240361,8.91144,6.73774,47.9058,0.000561641,3.05528,3.86999,7.0933,2.97635e-06,1.98912,0.95291,13.1555,2.90174
71.4938,51.8701,70.1023,0.0680813,4.26465,4.99355,83.1305,0.00240359,8.91144,6.73774,47.905,0.000534149,3.04907,3.86243,7.08669,2.95806e-06,1.98956,0.952914,13.1747,2.90177
71.4938,51.8701,70.1028,0.0682356,4.26851,4.99816,83.1325,0.00240372,8.91144,6.73774,47.9055,0.000688465,3.05293,3.86703,7.08873,3.0674e-06,1.98933,0.95291,13.1648,2.90174
71.4938,51.8701,70.103,0.0682173,4.26655,4.99656,83.1327,0.00240372,8.91144,6.73774,47.9056,0.000670186,3.05097,3.86544,7.08891,3.05423e-06,1.98941,0.95291,13.1679,2.90174
71.4938,51.8701,70.1031,0.0681857,4.26831,4.99839,83.1371,0.00240367,8.91144,6.73774,47.9057,0.000638563,3.05273,3.86727,7.0933,3.02907e-06,1.98924,0.952909,13.1605,2.90174
71.4938,51.8701,70.1026,0.0681922,4.25936,4.98872,83.1341,0.00240368,8.91144,6.73774,47.9053,0.00064504,3.04378,3.85759,7.09033,3.03474e-06,1.9897,0.952912,13.1808,2.90176
71.4938,51.8701,70.1034,0.0682329,4.27125,5.00225,83.1394,0.00240372,8.91144,6.73774,47.906,0.00068573,3.05567,3.87113,7.09557,3.06435e-06,1.98904,0.952908,13.1519,2.90172
71.4938,51.8701,70.1028,0.0681335,4.26918,4.99905,83.1335,0.00240363,8.91144,6.73774,47.9055,0.000586388,3.0536,3.86793,7.08966,2.99212e-06,1.98928,0.952911,13.1624,2.90175
71.4938,51.8701,70.1029,0.0681565,4.26429,4.994,83.1333,0.00240367,8.91144,6.73774,47.9056,0.000609317,3.04871,3.86288,7.08947,3.0112e-06,1.9895,0.95291,13.172,2.90174
71.4938,51.8701,70.1031,0.0681416,4.26781,4.99794,83.1359,0.00240366,8.91144,6.73774,47.9058,0.000594499,3.05223,3.86681,7.09209,3.00138e-06,1.98928,0.952909,13.1625,2.90174
71.4938,51.8701,70.1027,0.0682531,4.26466,4.99416,83.1338,0.00240375,8.91144,6.73774,47.9054,0.000705992,3.04908,3.86304,7.08998,3.07849e-06,1.98948,0.952911,13.171,2.90175
71.4938,51.8701,70.1028,0.0681458,4.26288,4.992,83.1333,0.00240365,8.91144,6.73774,47.9054,0.000598651,3.0473,3.86087,7.08947,3.00442e-06,1.98957,0.952911,13.1752,2.90175
71.4938,51.8701,70.1034,0.0682056,4.26919,4.99954,83.1371,0.00240371,8.91144,6.73774,47.906,0.000658458,3.05361,3.86841,7.0933,3.04623e-06,1.98919,0.952908,13.1585,2.90172
71.4938,51.8701,70.1028,0.0682014,4.26382,4.99349,83.1327,0.00240369,8.91144,6.73774,47.9055,0.000654226,3.04824,3.86237,7.08891,3.04207e-06,1.98953,0.952911,13.1734,2.90175
71.4938,51.8701,70.1031,0.0681816,4.26687,4.99706,83.1385,0.00240368,8.91144,6.73774,47.9058,0.000634462,3.0513,3.86594,7.09469,3.02843e-06,1.98927,0.952909,13.1617,2.90173
71.4938,51.8701,70.1026,0.0681409,4.26344,4.99274,83.134,0.00240365,8.91144,6.73774,47.9052,0.000593725,3.04786,3.86161,7.09015,3.00026e-06,1.98953,0.952912,13.1733,2.90176
71.4938,51.8701,70.1029,0.0681421,4.26859,4.99858,83.1371,0.00240367,8.91144,6.73774,47.9056,0.000595008,3.05301,3.86746,7.0933,3.0023e-06,1.98923,0.95291,13.16,2.90174
71.4938,51.8701,70.1022,0.0682079,4.26193,4.99064,83.1319,0.00240371,8.91144,6.73774,47.9049,0.000660783,3.04635,3.85952,7.08807,3.04665e-06,1.98965,0.952913,13.1787,2.90177
71.4938,51.8701,70.1022,0.0681216,4.25876,4.98705,83.1289,0.0024036,8.91144,6.73774,47.9049,0.00057444,3.04319,3.85593,7.08511,2.98486e-06,1.98986,0.952914,13.1878,2.90178
71.4938,51.8701,70.1027,0.0681677,4.26779,4.99742,83.1343,0.00240367,8.91144,6.73774,47.9053,0.000620589,3.05221,3.8663,7.09051,3.01816e-06,1.98933,0.952911,13.1645,2.90175
71.4938,51.8701,70.1031,0.068147,4.26405,4.99355,83.135,0.00240365,8.91144,6.73774,47.9057,0.000599864,3.04847,3.86243,7.09122,3.0049e-06,1.98948,0.95291,13.171,2.90174
71.4938,51.8701,70.1027,0.0681322,4.26545,4.9949,83.1319,0.00240363,8.91144,6.73774,47.9053,0.000585058,3.04988,3.86377,7.08808,2.99204e-06,1.98948,0.952912,13.1713,2.90176
71.4938,51.8701,70.1032,0.0681974,4.26802,4.99825,83.1348,0.00240369,8.91144,6.73774,47.9058,0.00065028,3.05244,3.86713,7.09102,3.04002e-06,1.98929,0.952909,13.163,2.90173
71.4938,51.8701,70.1032,0.0681795,4.26388,4.99384,83.1343,0.00240369,8.91144,6.73774,47.9058,0.000632344,3.0483,3.86272,7.09051,3.02668e-06,1.98949,0.952909,13.1715,2.90173
71.4938,51.8701,70.1026,0.0681603,4.26412,4.99327,83.1319,0.00240366,8.91144,6.73774,47.9053,0.000613124,3.04855,3.86214,7.08808,3.01417e-06,1.98955,0.952912,13.1741,2.90176
71.4938,51.8701,70.1035,0.0681566,4.27136,5.00204,83.1385,0.00240365,8.91144,6.73774,47.9061,0.000609433,3.05578,3.87091,7.0947,3.01115e-06,1.98906,0.952908,13.1529,2.90172
71.4938,51.8701,70.1033,0.068115,4.27084,5.00137,83.1357,0.00240361,8.91144,6.73774,47.906,0.000567817,3.05526,3.87024,7.09192,2.98149e-06,1.98915,0.952909,13.1566,2.90173
71.4938,51.8701,70.1035,0.0681828,4.27072,5.00145,83.1357,0.00240372,8.91144,6.73774,47.9061,0.00063569,3.05514,3.87033,7.09192,3.03235e-06,1.98915,0.952907,13.1566,2.90172
71.4938,51.8701,70.1021,0.0681985,4.25956,4.9878,83.1289,0.00240369,8.91144,6.73774,47.9047,0.000651357,3.04398,3.85668,7.08511,3.04031e-06,1.98983,0.952914,13.1864,2.90178
71.4938,51.8701,70.1025,0.0682138,4.26824,4.99731,83.1309,0.00240372,8.91144,6.73774,47.9052,0.000666689,3.05266,3.86619,7.08704,3.05243e-06,1.98939,0.952912,13.1674,2.90176
71.4938,51.8701,70.1032,0.0681863,4.26681,4.99681,83.1371,0.00240371,8.91144,6.73774,47.9059,0.000639141,3.05123,3.86568,7.0933,3.03536e-06,1.9893,0.952909,13.1634,2.90173
71.4938,51.8701,70.1033,0.0681756,4.26922,4.99977,83.1383,0.00240369,8.91144,6.73774,47.9059,0.000628454,3.05364,3.86865,7.09452,3.02456e-06,1.98916,0.952909,13.1572,2.90173
71.4938,51.8701,70.1032,0.0681693,4.26936,4.99963,83.1362,0.00240366,8.91144,6.73774,47.9058,0.000622154,3.05378,3.86851,7.09238,3.02078e-06,1.98921,0.952909,13.1592,2.90173
71.4938,51.8701,70.1029,0.068183,4.26508,4.9945,83.1331,0.00240369,8.91144,6.73774,47.9055,0.000635862,3.04951,3.86337,7.08929,3.0318e-06,1.98947,0.95291,13.1709,2.90174
71.4938,51.8701,70.1029,0.0681087,4.2679,4.99785,83.1347,0.0024036,8.91144,6.73774,47.9056,0.000561559,3.05232,3.86672,7.09087,2.97616e-06,1.98931,0.952911,13.1636,2.90175
71.4938,51.8701,70.1032,0.0682144,4.26726,4.99708,83.1371,0.00240373,8.91144,6.73774,47.9058,0.000667313,3.05168,3.86596,7.09329,3.05584e-06,1.98929,0.952909,13.1627,2.90173
71.4938,51.8701,70.103,0.0681824,4.26927,4.99952,83.1362,0.00240367,8.91144,6.73774,47.9057,0.000635241,3.05369,3.8684,7.09241,3.02853e-06,1.98921,0.95291,13.1593,2.90174
71.4938,51.8701,70.1028,0.0681805,4.26564,4.99449,83.1304,0.00240368,8.91144,6.73774,47.9054,0.000633332,3.05006,3.86337,7.08664,3.02815e-06,1.98952,0.952911,13.1729,2.90175
71.4938,51.8701,70.1033,0.0681722,4.27217,5.00242,83.1368,0.00240367,8.91144,6.73774,47.906,0.000625049,3.0566,3.87129,7.09298,3.02353e-06,1.98907,0.952908,13.1533,2.90173
71.4938,51.8701,70.1027,0.0681918,4.2643,4.99361,83.1329,0.0024037,8.91144,6.73774,47.9054,0.000644655,3.04873,3.86248,7.08908,3.03548e-06,1.98951,0.952911,13.1727,2.90175
71.4938,51.8701,70.1028,0.0682026,4.26569,4.99491,83.1345,0.00240368,8.91144,6.73774,47.9055,0.000655424,3.05011,3.86379,7.09068,3.04159e-06,1.98942,0.952911,13.1686,2.90175
71.4938,51.8701,70.102,0.0682045,4.26083,4.98932,83.1307,0.00240367,8.91144,6.73774,47.9047,0.000657317,3.04525,3.8582,7.08686,3.04149e-06,1.98973,0.952914,13.1821,2.90178
71.4938,51.8701,70.103,0.0681263,4.26892,4.99869,83.1359,0.00240367,8.91144,6.73774,47.9056,0.00057915,3.05334,3.86756,7.09208,2.99218e-06,1.98924,0.95291,13.1607,2.90174
71.4938,51.8701,70.1034,0.0681718,4.27073,5.00124,83.1373,0.00240367,8.91144,6.73774,47.906,0.000624638,3.05515,3.87012,7.09345,3.02255e-06,1.98912,0.952908,13.1554,2.90172
71.4938,51.8701,70.1026,0.0681927,4.2609,4.99002,83.1315,0.0024037,8.91144,6.73774,47.9053,0.000645537,3.04532,3.85889,7.08768,3.03719e-06,1.98969,0.952911,13.1806,2.90175
71.4938,51.8701,70.103,0.0682273,4.26977,4.99956,83.1331,0.00240371,8.91144,6.73774,47.9056,0.000680177,3.0542,3.86844,7.0893,3.05899e-06,1.98926,0.95291,13.1617,2.90174
71.4938,51.8701,70.103,0.0681337,4.26716,4.99697,83.1354,0.00240363,8.91144,6.73774,47.9056,0.000586595,3.05158,3.86585,7.09155,2.99312e-06,1.98933,0.95291,13.1645,2.90174
71.4938,51.8701,70.1025,0.0681769,4.26499,4.99397,83.1319,0.00240369,8.91144,6.73774,47.9052,0.000629785,3.04941,3.86284,7.08807,3.02751e-06,1.98951,0.952912,13.1726,2.90176
71.4938,51.8701,70.1037,0.0682199,4.27011,5.00078,83.1382,0.00240371,8.91144,6.73774,47.9063,0.000672799,3.05453,3.86966,7.09437,3.05464e-06,1.98912,0.952906,13.1555,2.90171
71.4938,51.8701,70.1027,0.0682138,4.26631,4.99571,83.1325,0.00240372,8.91144,6.73774,47.9053,0.000666705,3.05073,3.86459,7.08872,3.05013e-06,1.98943,0.952911,13.1692,2.90175
71.4938,51.8701,70.1037,0.0681826,4.2696,5.00022,83.1368,0.00240368,8.91144,6.73774,47.9063,0.000635505,3.05402,3.8691,7.09295,3.02902e-06,1.98918,0.952906,13.1578,2.90171
71.4938,51.8701,70.103,0.0681868,4.27044,5.00026,83.1359,0.00240367,8.91144,6.73774,47.9057,0.000639637,3.05486,3.86914,7.09208,3.0286e-06,1.98918,0.952909,13.1578,2.90174
71.4938,51.8701,70.1029,0.0681821,4.26962,4.99957,83.1351,0.00240369,8.91144,6.73774,47.9056,0.000634955,3.05404,3.86845,7.09134,3.02982e-06,1.98922,0.95291,13.16,2.90174
71.4938,51.8701,70.1024,0.0682278,4.26734,4.9962,83.1299,0.00240372,8.91144,6.73774,47.905,0.000680676,3.05176,3.86508,7.08611,3.0609e-06,1.98946,0.952913,13.1702,2.90176
71.4938,51.8701,70.1028,0.0681216,4.26149,4.99085,83.1322,0.00240362,8.91144,6.73774,47.9055,0.000574423,3.04591,3.85972,7.0884,2.98515e-06,1.98965,0.952911,13.1786,2.90175
71.4938,51.8701,70.103,0.0682476,4.26551,4.99519,83.1357,0.00240373,8.91144,6.73774,47.9057,0.000700482,3.04993,3.86407,7.09191,3.07367e-06,1.98939,0.952909,13.1674,2.90174
71.4938,51.8701,70.1029,0.0680674,4.26457,4.99408,83.1321,0.00240356,8.91144,6.73774,47.9055,0.000520267,3.04899,3.86296,7.08826,2.94739e-06,1.98952,0.952911,13.1728,2.90175
71.4938,51.8701,70.1028,0.0681579,4.26831,4.99787,83.1347,0.00240367,8.91144,6.73774,47.9055,0.000610765,3.05273,3.86674,7.09087,3.01352e-06,1.9893,0.952911,13.1632,2.90175
71.4938,51.8701,70.1032,0.0682618,4.26766,4.99747,83.1326,0.00240376,8.91144,6.73774,47.9058,0.000714638,3.05209,3.86635,7.08876,3.08549e-06,1.98937,0.952909,13.1662,2.90173
71.4938,51.8701,70.1028,0.0681804,4.26451,4.99399,83.1331,0.00240371,8.91144,6.73774,47.9055,0.000633272,3.04893,3.86286,7.08929,3.0283e-06,1.9895,0.952911,13.1719,2.90175
71.4938,51.8701,70.1032,0.0682126,4.26335,4.99302,83.1344,0.00240373,8.91144,6.73774,47.9058,0.000665481,3.04777,3.86189,7.09054,3.05305e-06,1.98952,0.952909,13.1728,2.90173
71.4938,51.8701,70.1028,0.0681601,4.26251,4.99169,83.1315,0.00240366,8.91144,6.73774,47.9054,0.000612944,3.04694,3.86056,7.08768,3.01217e-06,1.98962,0.952911,13.1775,2.90175
71.4938,51.8701,70.1028,0.0681912,4.26884,4.99865,83.1373,0.00240371,8.91144,6.73774,47.9055,0.000644104,3.05326,3.86753,7.09347,3.03811e-06,1.98921,0.952911,13.1595,2.90175
71.4938,51.8701,70.1034,0.0681016,4.26925,5.0002,83.1383,0.00240363,8.91144,6.73774,47.9061,0.000554474,3.05367,3.86908,7.09453,2.97358e-06,1.98915,0.952908,13.1567,2.90172
71.4938,51.8701,70.1037,0.0681481,4.2713,5.00258,83.1408,0.00240365,8.91144,6.73774,47.9064,0.00060093,3.05572,3.87146,7.09696,3.00498e-06,1.989,0.952906,13.1503,2.90171
71.4938,51.8701,70.1026,0.0681549,4.26199,4.99099,83.1319,0.00240367,8.91144,6.73774,47.9052,0.00060781,3.04641,3.85987,7.08807,3.00917e-06,1.98964,0.952912,13.1783,2.90176
71.4938,51.8701,70.1029,0.0681543,4.26426,4.99404,83.1351,0.00240364,8.91144,6.73774,47.9055,0.000607177,3.04868,3.86291,7.09134,3.01119e-06,1.98946,0.952911,13.1702,2.90175
71.4938,51.8701,70.1023,0.0681316,4.26144,4.99025,83.1308,0.00240364,8.91144,6.73774,47.9049,0.00058443,3.04586,3.85913,7.087,2.99252e-06,1.98969,0.952914,13.1805,2.90178
71.4938,51.8701,70.1028,0.0681011,4.26406,4.9938,83.1353,0.00240364,8.91144,6.73774,47.9055,0.000553985,3.04848,3.86268,7.09151,2.97407e-06,1.98946,0.952911,13.1704,2.90175
71.4938,51.8701,70.1028,0.0681939,4.26156,4.99106,83.1319,0.00240369,8.91144,6.73774,47.9054,0.00064679,3.04598,3.85994,7.08808,3.03787e-06,1.98965,0.952911,13.1786,2.90175
71.4938,51.8701,70.103,0.068173,4.26588,4.99584,83.1345,0.0024037,8.91144,6.73774,47.9056,0.000625881,3.0503,3.86472,7.09066,3.02353e-06,1.9894,0.95291,13.1676,2.90174
71.4938,51.8701,70.1022,0.0681362,4.26046,4.98902,83.1287,0.00240363,8.91144,6.73774,47.9048,0.000589062,3.04489,3.8579,7.0849,2.99814e-06,1.98979,0.952914,13.1846,2.90178
71.4938,51.8701,70.1047,0.0678309,4.27549,5.00768,83.1431,0.00240331,8.91144,6.73774,47.9074,0.00028381,3.05991,3.87656,7.09925,2.78918e-06,1.98875,0.952903,13.1394,2.90168
71.4938,51.8701,70.1054,0.067822,4.27817,5.01151,83.1467,0.0024033,8.91144,6.73774,47.9081,0.000274854,3.06259,3.88039,7.1029,2.7835e-06,1.98854,0.9529,13.1299,2.90165
71.4938,51.8701,70.1053,0.0678199,4.27934,5.01257,83.1465,0.0024033,8.91144,6.73774,47.9079,0.000272793,3.06376,3.88144,7.10272,2.78192e-06,1.98849,0.9529,13.128,2.90165
71.4938,51.8701,70.1056,0.067821,4.28123,5.01483,83.1461,0.00240329,8.91144,6.73774,47.9083,0.000273883,3.06565,3.88371,7.10226,2.78265e-06,1.98841,0.952899,13.1246,2.90164
71.4938,51.8701,70.1058,0.0678247,4.28189,5.01594,83.1497,0.00240331,8.91144,6.73774,47.9085,0.000277609,3.06631,3.88481,7.1059,2.78529e-06,1.9883,0.952898,13.1195,2.90163
71.4938,51.8701,70.106,0.0678307,4.28258,5.01705,83.1506,0.00240331,8.91144,6.73774,47.9087,0.000283606,3.067,3.88593,7.1068,2.7891e-06,1.98824,0.952896,13.117,2.90162
71.4938,51.8701,70.1063,0.0678284,4.28261,5.01741,83.1508,0.00240331,8.91144,6.73774,47.9089,0.000281262,3.06704,3.88629,7.10698,2.78743e-06,1.98823,0.952895,13.1165,2.9016
71.4938,51.8701,70.1063,0.0678319,4.28394,5.01894,83.1508,0.00240331,8.91144,6.73774,47.909,0.00028477,3.06836,3.88781,7.10698,2.78996e-06,1.98817,0.952895,13.1138,2.9016
71.4938,51.8701,70.1066,0.067821,4.28568,5.02119,83.1508,0.0024033,8.91144,6.73774,47.9093,0.00027384,3.0701,3.89007,7.10699,2.7828e-06,1.98808,0.952894,13.1101,2.90159
71.4938,51.8701,70.1064,0.0678208,4.2834,5.01881,83.152,0.0024033,8.91144,6.73774,47.9091,0.000273686,3.06782,3.88768,7.1082,2.78252e-06,1.98815,0.952895,13.1133,2.9016
71.4938,51.8701,70.1065,0.0678265,4.28576,5.02115,83.1532,0.0024033,8.91144,6.73774,47.9092,0.000279366,3.07018,3.89003,7.10942,2.78618e-06,1.98803,0.952894,13.1078,2.90159
71.4938,51.8701,70.1066,0.0678193,4.28558,5.02107,83.1532,0.0024033,8.91144,6.73774,47.9093,0.000272215,3.07,3.88995,7.10942,2.78149e-06,1.98803,0.952894,13.108,2.90159
71.4938,51.8701,70.1068,0.0678264,4.28664,5.02245,83.1534,0.00240331,8.91144,6.73774,47.9095,0.000279231,3.07106,3.89132,7.1096,2.78622e-06,1.98798,0.952893,13.1056,2.90158
71.4938,51.8701,70.107,0.0678311,4.28653,5.02263,83.1534,0.00240331,8.91144,6.73774,47.9096,0.000283967,3.07095,3.89151,7.1096,2.78945e-06,1.98798,0.952892,13.1055,2.90157
71.4938,51.8701,70.1069,0.0678291,4.28752,5.02361,83.1534,0.00240331,8.91144,6.73774,47.9095,0.000281974,3.07194,3.89248,7.1096,2.78796e-06,1.98793,0.952892,13.1037,2.90158
71.4938,51.8701,70.107,0.0678236,4.28581,5.02206,83.1546,0.00240331,8.91144,6.73774,47.9097,0.000276496,3.07024,3.89094,7.11081,2.78431e-06,1.98798,0.952892,13.1056,2.90157
71.4938,51.8701,70.107,0.0678335,4.28586,5.02214,83.1534,0.00240332,8.91144,6.73774,47.9097,0.000286318,3.07029,3.89102,7.1096,2.79102e-06,1.988,0.952892,13.1066,2.90157
71.4938,51.8701,70.1071,0.0678235,4.28709,5.02332,83.1546,0.0024033,8.91144,6.73774,47.9097,0.000276366,3.07151,3.8922,7.11081,2.78446e-06,1.98792,0.952892,13.1032,2.90157
71.4938,51.8701,70.1072,0.0678299,4.28695,5.02338,83.1548,0.00240331,8.91144,6.73774,47.9099,0.000282718,3.07137,3.89226,7.11099,2.7884e-06,1.98792,0.952891,13.1031,2.90156
71.4938,51.8701,70.1073,0.0678234,4.28903,5.02573,83.1546,0.00240331,8.91144,6.73774,47.91,0.000276293,3.07345,3.89461,7.11082,2.78418e-06,1.98783,0.95289,13.0992,2.90156
71.4938,51.8701,70.107,0.0678266,4.2862,5.02229,83.1546,0.00240331,8.91144,6.73774,47.9096,0.000279459,3.07063,3.89117,7.11081,2.78649e-06,1.98796,0.952892,13.105,2.90157
71.4938,51.8701,70.1073,0.0678367,4.28873,5.02556,83.1552,0.00240331,8.91144,6.73774,47.9099,0.000289599,3.07315,3.89444,7.11139,2.79295e-06,1.98783,0.95289,13.0991,2.90156
71.4938,51.8701,70.1071,0.0678332,4.28486,5.02124,83.1564,0.00240331,8.91144,6.73774,47.9098,0.00028607,3.06928,3.89012,7.1126,2.79061e-06,1.98798,0.952891,13.1056,2.90157
71.4938,51.8701,70.1074,0.0678174,4.28689,5.02367,83.1564,0.0024033,8.91144,6.73774,47.91,0.00027022,3.07132,3.89254,7.1126,2.78019e-06,1.98788,0.95289,13.1014,2.90156
71.4938,51.8701,70.1076,0.0678316,4.28796,5.02512,83.1573,0.00240331,8.91144,6.73774,47.9102,0.000284438,3.07238,3.894,7.1135,2.78959e-06,1.98781,0.952889,13.0982,2.90155
71.4938,51.8701,70.1076,0.0678244,4.28805,5.02511,83.1566,0.00240331,8.91144,6.73774,47.9102,0.000277245,3.07247,3.89399,7.11278,2.78489e-06,1.98782,0.952889,13.0988,2.90155
71.4938,51.8701,70.1078,0.0678363,4.29049,5.02803,83.1589,0.00240332,8.91144,6.73774,47.9104,0.000289136,3.07491,3.89691,7.11504,2.79264e-06,1.98766,0.952888,13.0917,2.90154
71.4938,51.8701,70.1077,0.0678243,4.28942,5.02678,83.1588,0.00240331,8.91144,6.73774,47.9103,0.000277157,3.07385,3.89566,7.11504,2.78482e-06,1.98771,0.952889,13.0939,2.90154
71.4938,51.8701,70.1077,0.0678407,4.28953,5.02705,83.159,0.00240333,8.91144,6.73774,47.9104,0.00029359,3.07395,3.89592,7.11522,2.79566e-06,1.9877,0.952888,13.0934,2.90154
71.4938,51.8701,70.108,0.0678392,4.28944,5.02738,83.1566,0.00240332,8.91144,6.73774,47.9106,0.000292083,3.07386,3.89625,7.1128,2.79461e-06,1.98774,0.952887,13.0954,2.90153
71.4938,51.8701,70.1077,0.0678237,4.2883,5.02572,83.1566,0.00240331,8.91144,6.73774,47.9103,0.00027658,3.07272,3.89459,7.11279,2.78441e-06,1.9878,0.952888,13.098,2.90154
71.4938,51.8701,70.1081,0.0678195,4.28871,5.02675,83.1577,0.00240329,8.91144,6.73774,47.9107,0.000272402,3.07314,3.89563,7.11387,2.78161e-06,1.98775,0.952887,13.0957,2.90152
71.4938,51.8701,70.1078,0.0678206,4.28829,5.02598,83.1575,0.0024033,8.91144,6.73774,47.9104,0.000273504,3.07271,3.89486,7.11369,2.78244e-06,1.98778,0.952888,13.0969,2.90154
71.4938,51.8701,70.1077,0.0678309,4.28778,5.02552,83.1576,0.00240331,8.91144,6.73774,47.9104,0.000283811,3.0722,3.89439,7.11383,2.78901e-06,1.9878,0.952888,13.0977,2.90154
71.4938,51.8701,70.1077,0.0678179,4.28823,5.0258,83.1578,0.0024033,8.91144,6.73774,47.9103,0.000270791,3.07265,3.89468,7.11401,2.78069e-06,1.98778,0.952889,13.0969,2.90154
71.4938,51.8701,70.108,0.0678318,4.29105,5.02912,83.1592,0.00240331,8.91144,6.73774,47.9107,0.000284633,3.07547,3.898,7.1154,2.78963e-06,1.98762,0.952887,13.0899,2.90153
71.4938,51.8701,70.1079,0.067834,4.29013,5.02807,83.159,0.00240332,8.91144,6.73774,47.9105,0.00028686,3.07455,3.89695,7.11522,2.79116e-06,1.98766,0.952887,13.0919,2.90153
71.4938,51.8701,70.108,0.0678282,4.28949,5.02747,83.159,0.00240331,8.91144,6.73774,47.9107,0.000281061,3.07391,3.89634,7.11522,2.78732e-06,1.98769,0.952887,13.093,2.90153
71.4938,51.8701,70.1081,0.0678334,4.28984,5.02799,83.1601,0.00240332,8.91144,6.73774,47.9108,0.000286298,3.07426,3.89687,7.11629,2.79091e-06,1.98765,0.952886,13.0912,2.90152
71.4938,51.8701,70.1079,0.0678251,4.28894,5.02673,83.1577,0.0024033,8.91144,6.73774,47.9106,0.000277948,3.07336,3.89561,7.11386,2.78533e-06,1.98774,0.952887,13.0955,2.90153
71.4938,51.8701,70.108,0.0678248,4.28871,5.0267,83.1601,0.00240331,8.91144,6.73774,47.9107,0.000277664,3.07313,3.89558,7.11629,2.78514e-06,1.9877,0.952887,13.0935,2.90153
71.4938,51.8701,70.1079,0.0678243,4.28805,5.02602,83.1592,0.00240331,8.91144,6.73774,47.9106,0.000277143,3.07247,3.8949,7.1154,2.78476e-06,1.98775,0.952887,13.0955,2.90153
71.4938,51.8701,70.1081,0.0678196,4.28882,5.02689,83.1601,0.0024033,8.91144,6.73774,47.9107,0.000272453,3.07324,3.89577,7.11629,2.7817e-06,1.98769,0.952887,13.0932,2.90152
71.4938,51.8701,70.1082,0.0678183,4.28981,5.02831,83.1601,0.00240329,8.91144,6.73774,47.9109,0.000271124,3.07423,3.89719,7.1163,2.78076e-06,1.98764,0.952886,13.0909,2.90152
71.4938,51.8701,70.1083,0.067826,4.29095,5.02948,83.1601,0.0024033,8.91144,6.73774,47.9109,0.00027884,3.07537,3.89835,7.1163,2.78592e-06,1.98759,0.952886,13.0888,2.90151
71.4938,51.8701,70.1082,0.0678135,4.28995,5.02832,83.1601,0.00240329,8.91144,6.73774,47.9108,0.000266354,3.07438,3.8972,7.1163,2.77766e-06,1.98764,0.952886,13.0908,2.90152
71.4938,51.8701,70.1083,0.0678218,4.29009,5.0286,83.1603,0.0024033,8.91144,6.73774,47.9109,0.000274636,3.07451,3.89748,7.11647,2.78314e-06,1.98762,0.952886,13.0902,2.90151
71.4938,51.8701,70.1082,0.0678118,4.28909,5.02735,83.1603,0.00240329,8.91144,6.73774,47.9109,0.000264688,3.07351,3.89623,7.11647,2.77658e-06,1.98767,0.952886,13.0923,2.90152
71.4938,51.8701,70.1083,0.067837,4.28976,5.02833,83.1601,0.00240332,8.91144,6.73774,47.911,0.000289861,3.07418,3.89721,7.1163,2.79335e-06,1.98764,0.952885,13.091,2.90151
71.4938,51.8701,70.1082,0.0678291,4.28936,5.02781,83.1603,0.00240332,8.91144,6.73774,47.9109,0.000281925,3.07378,3.89669,7.11647,2.78796e-06,1.98766,0.952886,13.0917,2.90152
71.4938,51.8701,70.1082,0.0678003,4.28931,5.02777,83.1603,0.00240327,8.91144,6.73774,47.9109,0.000253176,3.07373,3.89665,7.11647,2.76911e-06,1.98766,0.952886,13.0917,2.90152
71.4938,51.8701,70.1083,0.0678003,4.28932,5.02779,83.1603,0.00240327,8.91144,6.73774,47.9109,0.000253179,3.07375,3.89667,7.11647,2.76911e-06,1.98766,0.952886,13.0917,2.90152
71.4938,51.8701,70.1082,0.0678003,4.28931,5.02777,83.1603,0.00240327,8.91144,6.73774,47.9109,0.000253179,3.07373,3.89665,7.11647,2.76911e-06,1.98766,0.952886,13.0917,2.90152
71.4938,51.8701,70.1082,0.0678003,4.28936,5.02781,83.1603,0.00240327,8.91144,6.73774,47.9109,0.000253179,3.07378,3.89668,7.11647,2.76911e-06,1.98766,0.952886,13.0917,2.90152
71.4938,51.8701,70.1083,0.0678003,4.28932,5.02778,83.1603,0.00240327,8.91144,6.73774,47.9109,0.000253176,3.07374,3.89666,7.11647,2.76911e-06,1.98766,0.952886,13.0917,2.90152
