epoch,average loss,accuracy
135.000000,25.451107,83.220001
136.000000,27.861958,81.620003
137.000000,26.531828,82.269997
138.000000,30.814039,78.440002
139.000000,27.892670,81.330002
140.000000,25.659924,82.790001
141.000000,25.835381,83.349998
142.000000,30.582270,79.239998
143.000000,25.838718,82.930000
144.000000,26.769770,82.610001
145.000000,24.516697,83.959999
146.000000,26.002777,83.040001
147.000000,23.319405,85.300003
148.000000,27.025499,81.720001
149.000000,26.856550,82.419998
150.000000,25.357590,83.389999
151.000000,24.577654,83.739998
152.000000,24.765564,83.699997
153.000000,24.828800,83.570000
154.000000,24.771599,83.389999
155.000000,27.611506,81.059998
156.000000,24.739326,84.169998
157.000000,23.443769,84.989998
158.000000,25.041073,83.540001
159.000000,28.147295,81.470001
160.000000,26.051405,83.260002
161.000000,25.285002,83.419998
162.000000,25.220554,82.980003
163.000000,25.762480,82.940002
164.000000,23.675095,84.519997
165.000000,24.470961,84.089996
166.000000,23.805300,84.489998
167.000000,22.986898,84.919998
168.000000,24.667593,84.139999
169.000000,24.052343,85.160004
170.000000,28.185827,80.730003
171.000000,24.882986,83.879997
172.000000,26.070734,82.720001
173.000000,24.890036,83.650002
174.000000,28.852434,81.050003
175.000000,27.855017,81.089996
176.000000,24.963930,84.139999
177.000000,23.899685,84.480003
178.000000,29.380602,79.919998
179.000000,27.657326,81.370003
180.000000,24.825413,83.470001
181.000000,25.194193,83.660004
182.000000,26.237316,83.419998
183.000000,24.663181,83.570000
184.000000,29.742723,79.900002
185.000000,26.338017,82.669998
186.000000,24.565937,83.980003
187.000000,26.060730,82.940002
188.000000,21.649378,86.120003
189.000000,27.168644,81.980003
190.000000,24.291162,83.949997
191.000000,25.788296,82.930000
192.000000,26.516293,82.879997
193.000000,23.173542,84.959999
194.000000,26.800364,81.860001
195.000000,24.037294,84.739998
196.000000,26.192505,82.629997
197.000000,24.847775,83.720001
198.000000,29.496401,79.820000
199.000000,25.464836,83.589996
200.000000,17.258884,88.570000
201.000000,16.794220,88.910004
202.000000,16.271988,89.419998
203.000000,16.032175,89.580002
204.000000,15.965607,89.379997
205.000000,15.901107,89.629997
206.000000,15.773718,89.620003
207.000000,15.525569,90.040001
208.000000,15.493437,89.940002
209.000000,15.517395,89.830002
210.000000,15.560098,89.900002
211.000000,15.335415,89.959999
212.000000,15.395946,90.050003
213.000000,15.686198,89.419998
214.000000,15.150515,90.120003
215.000000,15.489180,89.889999
216.000000,14.825693,90.269997
217.000000,14.498045,90.790001
218.000000,14.892749,90.620003
219.000000,14.808060,90.480003
220.000000,14.636106,90.580002
221.000000,14.846346,90.209999
222.000000,14.353417,90.870003
223.000000,15.024526,90.099998
224.000000,14.722665,90.669998
225.000000,14.486354,90.599998
226.000000,15.083271,90.269997
227.000000,14.653017,90.610001
228.000000,14.940219,90.580002
229.000000,15.007387,90.330002
230.000000,14.519516,90.709999
231.000000,15.579163,90.059998
232.000000,14.507087,90.750000
233.000000,14.664327,90.570000
234.000000,14.715712,90.709999
235.000000,14.640499,90.720001
236.000000,14.096842,91.180000
237.000000,14.744660,90.639999
238.000000,15.214649,90.419998
239.000000,14.852798,90.389999
240.000000,14.569445,90.669998
241.000000,14.230326,90.830002
242.000000,14.405985,90.830002
243.000000,15.006450,90.300003
244.000000,14.484283,90.739998
245.000000,14.118511,90.860001
246.000000,14.453919,90.519997
247.000000,14.401088,90.809998
248.000000,14.858914,90.279999
249.000000,14.226563,90.830002
250.000000,14.226610,90.849998
251.000000,14.225586,90.849998
252.000000,14.225811,90.839996
253.000000,14.225539,90.839996
254.000000,14.226089,90.830002
255.000000,14.224653,90.849998
epoch,average loss,accuracy
0.000000,72.179794,41.580002
1.000000,66.605507,48.430000
2.000000,54.629944,61.169998
3.000000,50.881451,63.650002
4.000000,49.934452,63.119999
5.000000,41.602600,70.839996
6.000000,41.225857,71.760002
7.000000,38.514153,73.690002
8.000000,38.156616,74.459999
9.000000,37.419994,74.900002
10.000000,34.906136,76.550003
11.000000,34.488525,76.769997
12.000000,33.174171,77.970001
13.000000,33.424843,78.010002
14.000000,30.365273,80.419998
15.000000,30.768671,79.750000
16.000000,33.238453,77.790001
17.000000,30.635359,79.809998
18.000000,30.299198,79.910004
19.000000,29.785013,79.970001
20.000000,32.289593,78.410004
21.000000,26.705961,82.550003
22.000000,29.537085,80.370003
23.000000,28.760704,81.309998
24.000000,27.762035,82.220001
25.000000,29.427155,80.779999
26.000000,32.663017,77.769997
27.000000,27.727785,81.959999
28.000000,27.165007,82.110001
epoch,average loss,accuracy
0.000000,72.179794,41.580002
1.000000,66.605507,48.430000
2.000000,54.629944,61.169998
3.000000,50.881451,63.650002
4.000000,49.934452,63.119999
5.000000,41.602600,70.839996
6.000000,41.225857,71.760002
7.000000,38.514153,73.690002
8.000000,38.156616,74.459999
9.000000,37.419994,74.900002
10.000000,34.906136,76.550003
11.000000,34.488525,76.769997
12.000000,33.174171,77.970001
13.000000,33.424843,78.010002
14.000000,30.365273,80.419998
15.000000,30.768671,79.750000
16.000000,33.238453,77.790001
17.000000,30.635359,79.809998
18.000000,30.299198,79.910004
19.000000,29.785013,79.970001
20.000000,32.289593,78.410004
21.000000,26.705961,82.550003
22.000000,29.537085,80.370003
23.000000,28.760704,81.309998
24.000000,27.762035,82.220001
25.000000,29.427155,80.779999
26.000000,31.006454,79.370003
27.000000,26.719563,83.010002
28.000000,26.171518,83.480003
29.000000,32.124374,78.279999
30.000000,26.881044,82.680000
31.000000,29.997238,79.849998
32.000000,24.889534,84.220001
33.000000,28.080196,81.639999
34.000000,27.783625,81.290001
35.000000,36.579456,75.199997
36.000000,26.574186,83.459999
37.000000,29.236128,80.970001
38.000000,26.787506,82.949997
39.000000,29.209526,80.510002
40.000000,26.881575,82.709999
41.000000,27.003391,82.629997
42.000000,24.750074,84.349998
43.000000,28.393854,81.470001
44.000000,29.870914,80.309998
45.000000,27.410357,81.809998
46.000000,25.668444,83.790001
47.000000,28.514793,80.860001
48.000000,26.814850,82.639999
49.000000,25.058529,83.809998
50.000000,26.904350,82.430000
51.000000,24.306774,84.480003
52.000000,28.192553,81.150002
53.000000,27.544870,81.980003
54.000000,28.284895,81.389999
55.000000,22.967455,85.019997
56.000000,24.870239,84.199997
57.000000,31.593210,78.739998
58.000000,23.954967,84.790001
59.000000,30.822136,79.750000
60.000000,24.613022,83.910004
61.000000,26.571709,82.629997
62.000000,27.773142,81.510002
63.000000,26.877853,82.169998
64.000000,27.078360,82.150002
65.000000,25.029253,84.480003
66.000000,23.447309,84.339996
67.000000,26.304150,83.400002
68.000000,25.425589,83.440002
69.000000,26.087614,83.400002
70.000000,24.118465,84.830002
71.000000,28.935539,80.919998
72.000000,29.207693,80.629997
73.000000,26.879642,82.269997
74.000000,26.233072,83.330002
75.000000,32.732491,77.639999
76.000000,24.700209,83.910004
77.000000,26.241682,82.930000
78.000000,25.083715,83.709999
79.000000,25.015436,83.699997
80.000000,26.405727,82.370003
81.000000,25.324148,83.470001
82.000000,25.942749,82.750000
83.000000,26.603256,82.529999
84.000000,25.921339,83.459999
85.000000,28.114519,81.349998
86.000000,31.802475,78.269997
87.000000,27.146959,82.040001
88.000000,26.820629,82.750000
89.000000,27.927647,81.370003
90.000000,28.734474,80.519997
91.000000,24.561220,84.290001
92.000000,25.659330,82.959999
93.000000,26.836222,82.279999
94.000000,26.059956,82.830002
95.000000,27.602207,81.400002
96.000000,24.930786,83.680000
97.000000,27.172028,82.150002
98.000000,25.521193,83.209999
99.000000,25.411482,83.559998
100.000000,23.808674,84.709999
101.000000,25.979755,82.849998
102.000000,27.354599,81.599998
103.000000,31.652731,78.230003
104.000000,24.989599,83.379997
105.000000,26.481575,82.419998
106.000000,25.386749,82.930000
107.000000,27.381706,81.580002
108.000000,25.918209,83.080002
109.000000,22.827156,85.269997
110.000000,37.168133,74.870003
111.000000,24.030529,84.480003
112.000000,24.607382,84.379997
113.000000,25.775780,82.930000
114.000000,26.410917,82.629997
115.000000,24.531227,83.989998
116.000000,24.154375,84.250000
117.000000,25.737617,83.220001
118.000000,26.324203,83.129997
119.000000,26.409946,82.839996
120.000000,24.605211,83.849998
121.000000,28.462341,81.290001
122.000000,26.754049,82.330002
123.000000,25.294645,83.129997
124.000000,30.927910,79.320000
125.000000,23.781471,84.519997
126.000000,28.195524,81.089996
127.000000,24.042805,84.610001
128.000000,26.185759,82.459999
129.000000,24.311056,84.309998
130.000000,26.009140,83.300003
131.000000,23.994892,84.540001
132.000000,23.366507,84.889999
133.000000,23.196753,84.370003
134.000000,25.810900,82.669998
135.000000,23.968899,84.290001
136.000000,28.961020,80.190002
137.000000,23.596714,84.489998
138.000000,25.768818,83.150002
139.000000,25.280588,83.529999
140.000000,25.321268,83.260002
141.000000,23.304966,85.110001
142.000000,24.429090,84.029999
143.000000,26.502916,82.309998
144.000000,29.609480,80.699997
145.000000,25.764378,83.250000
146.000000,25.955441,83.209999
147.000000,23.375351,84.400002
148.000000,27.480722,81.059998
149.000000,24.576889,83.790001
150.000000,25.313906,83.199997
151.000000,25.482582,83.379997
152.000000,23.367781,85.239998
153.000000,23.934137,83.959999
154.000000,25.098673,83.000000
155.000000,23.740496,84.949997
156.000000,24.103983,84.580002
157.000000,28.132738,81.300003
158.000000,27.369101,81.559998
159.000000,24.581106,83.599998
160.000000,23.716335,84.480003
161.000000,24.678026,83.680000
162.000000,24.668329,83.419998
163.000000,29.493357,80.360001
164.000000,26.416588,82.510002
165.000000,25.027470,83.739998
166.000000,23.859718,84.629997
167.000000,23.351955,84.949997
168.000000,25.203979,83.570000
169.000000,24.959717,84.260002
170.000000,27.039492,82.040001
171.000000,26.528725,82.540001
172.000000,25.735275,83.440002
173.000000,24.540653,83.690002
174.000000,26.134892,82.750000
175.000000,34.411583,75.519997
176.000000,25.377316,83.589996
177.000000,22.895937,85.320000
178.000000,24.111216,83.980003
179.000000,25.973040,82.940002
180.000000,23.553528,84.769997
181.000000,25.033556,83.940002
182.000000,24.251013,84.129997
183.000000,26.883390,82.169998
184.000000,25.604713,83.120003
185.000000,24.380636,84.239998
186.000000,28.094063,80.970001
187.000000,28.113972,81.500000
188.000000,26.709929,82.220001
189.000000,24.732862,83.599998
190.000000,25.639782,82.690002
191.000000,26.586340,82.059998
192.000000,27.684311,81.260002
193.000000,23.100769,84.839996
194.000000,24.209616,84.250000
195.000000,24.637159,83.970001
196.000000,26.169088,82.589996
197.000000,25.913736,83.070000
198.000000,30.769070,79.209999
199.000000,24.083347,84.769997
200.000000,16.915518,88.769997
201.000000,16.388199,89.139999
202.000000,16.021349,89.330002
203.000000,16.005445,89.379997
204.000000,15.924409,89.589996
205.000000,15.985577,89.389999
206.000000,16.026550,89.489998
207.000000,15.592363,89.980003
208.000000,15.455226,89.959999
209.000000,15.286164,89.980003
210.000000,15.218329,90.320000
211.000000,15.194114,90.089996
212.000000,15.262496,90.050003
213.000000,15.595969,89.839996
214.000000,15.588123,90.050003
215.000000,15.332143,90.010002
216.000000,14.627411,90.419998
217.000000,14.803938,90.529999
218.000000,14.906688,90.419998
219.000000,14.741330,90.550003
220.000000,14.708150,90.540001
221.000000,15.281473,90.019997
222.000000,14.274370,90.830002
223.000000,14.672229,90.430000
224.000000,14.493907,90.610001
225.000000,14.746971,90.440002
226.000000,14.656775,90.510002
227.000000,14.152359,91.019997
228.000000,15.019576,90.099998
229.000000,15.222629,90.120003
230.000000,14.714099,90.690002
231.000000,15.334793,90.120003
232.000000,14.481483,90.680000
233.000000,15.246766,89.959999
234.000000,14.548877,90.419998
235.000000,15.119858,90.279999
236.000000,14.452549,90.629997
237.000000,14.772308,90.320000
238.000000,14.941438,90.349998
239.000000,14.287210,90.839996
240.000000,14.476585,90.480003
241.000000,14.106506,90.970001
242.000000,14.545217,90.500000
243.000000,14.361204,90.699997
244.000000,13.985003,90.879997
245.000000,14.153391,91.019997
246.000000,14.252699,90.930000
247.000000,14.396045,90.699997
248.000000,15.131583,90.230003
249.000000,14.664973,90.519997
250.000000,14.664928,90.550003
251.000000,14.665965,90.529999
252.000000,14.668725,90.510002
253.000000,14.667077,90.540001
254.000000,14.666615,90.550003
255.000000,14.666074,90.500000
