L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
66.2212,47.2185,55.2099,195.743,3.35417,4.55224,84.0543,2.97181,9.02804,6.11641,33.0126,195.677,2.08043,3.35242,8.01054,0.782575,1.93987,0.506106,12.9637,0.756341
66.2212,47.2185,55.2095,174.19,3.34969,4.56536,84.0544,3.00283,9.02804,6.11641,33.0122,174.123,2.07595,3.36554,8.01056,0.806358,1.93906,0.537924,12.9342,0.82968
66.2212,47.2185,55.2102,192.251,3.3897,4.60412,84.1325,3.5239,9.02804,6.11641,33.0128,192.185,2.11596,3.4043,8.08865,0.93521,1.92534,0.511002,12.6801,0.767329
66.2212,47.2185,55.2096,182.479,3.36968,4.59612,84.0768,4.01201,9.02804,6.11641,33.0123,182.413,2.09594,3.3963,8.03295,1.07077,1.91724,0.525224,12.6351,0.799852
66.2212,47.2185,55.2091,187.182,3.35192,4.59051,84.0274,-147.484,9.02804,6.11641,33.0118,187.115,2.07818,3.39069,7.98363,-46.1369,-3.33025,0.518285,-5.6425,0.783868
66.2212,47.2185,55.2089,182.015,3.33964,4.58347,83.9912,-184.402,9.02804,6.11641,33.0115,181.949,2.0659,3.38365,7.94742,-55.3604,-1.99696,0.525921,-4.39482,0.801468
66.2212,47.2185,55.2088,190.623,3.33544,4.58087,83.982,3.07159,9.02804,6.11641,33.0114,190.556,2.0617,3.38105,7.93823,0.83856,1.93911,0.51332,12.9696,0.772568
