Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000151051,1.41734e-05,1.89731e-05,2.59329e-06,8.41833e-05,1.26298e-05,1.8498e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,25.143,0,3.55956,1.87719e-05,0.46473,0,0.0759025,2.94256e-07,11.363,0,1.23285,1.65477e-06,0.413368,0,0.052057,2.02196e-09,, , 3.53095,4.5255,3.30654,10.6503,5.51074,1.23285,1.65477e-06,0.000987789,0.180712,0.219494,0.0131624,0.00183966,0.0468199,0.052057,2.02196e-09,0.0585562
2,27.8533,41.4789,12.9006,0.000758078,1.66848,5.88588,2.9779,2.3722e-05,8.71459,22.3402,9.61563,6.98108e-06,1.40767,5.62507,2.10945,8.67022e-09,, , 10.1985,12.9131,7.94308,21.2131,22.2575,9.61563,6.98108e-06,0.0155217,4.19403,2.68876,0.149944,0.0119095,0.510699,2.10945,8.67022e-09,0.920125
3,6.96531,9.10794,7.45136,0.00151877,0.927001,2.53913,2.65688,4.74564e-05,2.72256,4.86519,6.41914,1.65692e-05,0.836757,2.44888,0.927352,2.04246e-08,, , 2.48015,3.13297,1.97463,6.33853,5.07286,6.41914,1.65692e-05,0.0293457,1.93065,1.28218,0.0728028,0.0108401,0.181023,0.927352,2.04246e-08,1.73961
4,9.64427,15.8924,7.99277,0.00301234,1.14238,5.03143,5.28445,9.47689e-05,3.38217,9.63027,6.41569,7.87553e-06,1.00703,4.89607,1.82643,9.80799e-09,, , 4.34316,5.30175,3.36751,10.9323,6.95649,6.41569,7.87553e-06,0.0584488,3.554,2.22572,0.123384,0.0169902,0.277815,1.82643,9.80799e-09,3.46485
5,1.74823,2.86542,6.99873,0.00603252,0.438199,1.84203,7.58783,0.000189556,0.651636,1.76882,5.50127,2.35611e-05,0.394405,1.79824,0.673996,2.88343e-08,, , 0.806947,0.98521,0.628303,5.99215,1.4278,5.50127,2.35611e-05,0.116473,1.31701,0.829481,0.0461505,0.0242174,0.113566,0.673996,2.88343e-08,6.90454
6,2.92188,5.25215,8.38836,0.0120658,0.681686,3.6647,15.1685,0.000379055,1.1914,3.52167,5.50086,4.72096e-05,0.612968,3.59599,1.34113,5.77623e-08,, , 1.58438,1.90193,1.22677,11.6317,2.17577,5.50086,4.72096e-05,0.232886,2.55297,1.56955,0.0864368,0.0419966,0.196138,1.34113,5.77623e-08,13.8055
7,2.40382,2.46944,9.57126,0.0415622,0.126174,0.422552,49.3425,0.000709341,2.36395,2.42957,0.00876722,1.21187e-05,0.102042,0.39842,0.179746,1.47976e-08,, , 0.0437041,4.71594,0.0338724,11.9574,0.181031,0.00876722,1.21187e-05,0.827824,0.251332,0.240652,0.00847726,0.138908,0.140591,0.179746,1.47976e-08,49.0734
8,0.0708209,0.0810198,0.031024,5.08594e-05,0.000527111,0.00153233,0.0602374,8.66052e-07,0.00209175,0.0122907,0.0021408,1.41803e-07,0.000106028,0.00111124,0.000218242,1.74603e-10,, , 0.00483127,0.0058998,0.00365139,0.242822,0.0848053,0.0021408,1.41803e-07,0.00101147,0.000748782,0.000444435,2.40539e-05,0.000345503,0.000775605,0.000218242,1.74603e-10,0.0599602
Total,76.7506,77.1472,56.8937,0.0650193,5.44918,19.3873,83.1542,0.00144506,30.3914,44.568,34.6963,0.000116112,4.77435,18.7638,7.11038,1.42494e-07,, , 22.9927,33.4823,18.4844,78.9582,43.667,34.6963,0.000116112,1.2825,13.9815,9.05629,0.500382,0.247047,1.46743,7.11038,1.42494e-07,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.70031,0.00474256,0.87463,6.0173,0.00911944,1.68182
