Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000151051,1.41734e-05,1.89731e-05,2.59329e-06,8.41833e-05,1.26298e-05,1.8498e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,25.143,0,3.55956,2.39431e-05,0.46473,0,0.0759025,3.01025e-07,11.363,0,1.23285,6.82595e-06,0.413368,0,0.052057,8.79165e-09,, , 3.53095,4.5255,3.30654,10.6503,5.51074,1.23285,6.82595e-06,0.000987789,0.180712,0.219494,0.0131624,0.00183966,0.0468199,0.052057,8.79165e-09,0.0585562
2,27.6563,41.4789,12.9004,0.000803553,1.6324,5.88588,2.97511,2.39479e-05,8.5176,22.3402,9.61543,5.24563e-05,1.37158,5.62507,2.10666,6.51346e-08,, , 10.1364,12.8362,7.88516,21.2131,22.2575,9.61543,5.24563e-05,0.0155217,4.17735,2.67056,0.14874,0.0119095,0.510699,2.10666,6.51346e-08,0.920125
3,6.38216,9.10794,7.44929,0.00160578,0.734682,2.53913,2.64837,4.78903e-05,2.13941,4.86519,6.41707,0.000103582,0.644438,2.44888,0.918835,1.28905e-07,, , 2.29619,2.90525,1.80315,6.33853,5.07286,6.41707,0.000103582,0.0293457,1.84174,1.18519,0.0663887,0.0108401,0.181023,0.918835,1.28905e-07,1.73961
4,9.24009,15.8924,7.99238,0.00317975,1.07033,5.03143,5.27958,9.51821e-05,2.97798,9.63027,6.4153,0.000175291,0.934981,4.89607,1.82157,2.164e-07,, , 4.21566,5.14392,3.24866,10.9323,6.95649,6.4153,0.000175291,0.0584488,3.52069,2.18938,0.120981,0.0169902,0.277815,1.82157,2.164e-07,3.46485
5,1.63744,2.86542,6.99796,0.00629205,0.367624,1.84203,7.58515,0.000190195,0.540849,1.76882,5.5005,0.000283094,0.32383,1.79824,0.671311,3.47974e-07,, , 0.772,0.941948,0.595725,5.99215,1.4278,5.5005,0.000283094,0.116473,1.28439,0.793887,0.0437967,0.0242174,0.113566,0.671311,3.47974e-07,6.90454
6,2.67081,5.25215,8.38786,0.0127204,0.588797,3.6647,15.1649,0.000379863,0.940334,3.52167,5.50036,0.000701817,0.52008,3.59599,1.33755,8.65467e-07,, , 1.50518,1.80389,1.15294,11.6317,2.17577,5.50036,0.000701817,0.232886,2.51003,1.5227,0.0833389,0.0419966,0.196138,1.33755,8.65467e-07,13.8055
7,2.408,2.46944,9.57121,0.04193,0.121252,0.422552,49.3421,0.000709792,2.36814,2.42957,0.0087141,0.000379989,0.0971205,0.39842,0.179393,4.64811e-07,, , 0.045025,4.71758,0.0351038,11.9574,0.181031,0.0087141,0.000379989,0.827824,0.249057,0.23817,0.00831313,0.138908,0.140591,0.179393,4.64811e-07,49.0734
8,0.0705478,0.0810198,0.0309795,5.11758e-05,0.000514236,0.00153233,0.0602372,8.66449e-07,0.00181866,0.0122907,0.00209633,4.58133e-07,9.3153e-05,0.00111124,0.000218025,5.71454e-10,, , 0.00474512,0.00579315,0.00357108,0.242822,0.0848053,0.00209633,4.58133e-07,0.00101147,0.00074283,0.000437942,2.36245e-05,0.000345503,0.000775605,0.000218025,5.71454e-10,0.0599602
Total,75.2083,77.1472,56.8897,0.0666067,4.98033,19.3873,83.1314,0.00144804,28.8491,44.568,34.6923,0.00170351,4.30549,18.7638,7.08759,2.09806e-06,, , 22.5062,32.8801,18.0309,78.9582,43.667,34.6923,0.00170351,1.2825,13.7647,8.81982,0.484745,0.247047,1.46743,7.08759,2.09806e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.70814,0.00477756,0.881084,6.1154,0.00924974,1.70585
