Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000151051,1.41734e-05,1.89731e-05,2.59329e-06,8.41833e-05,1.26298e-05,1.8498e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,25.143,0,3.55956,2.32192e-05,0.46473,0,0.0759025,2.99995e-07,11.363,0,1.23285,6.10198e-06,0.413368,0,0.052057,7.76142e-09,, , 3.53095,4.5255,3.30654,10.6503,5.51074,1.23285,6.10198e-06,0.000987789,0.180712,0.219494,0.0131624,0.00183966,0.0468199,0.052057,7.76142e-09,0.0585562
2,28.0076,41.4789,12.9005,0.000790442,1.6409,5.88588,2.97511,2.38814e-05,8.86889,22.3402,9.61548,3.93449e-05,1.38008,5.62507,2.10666,4.85127e-08,, , 10.2472,12.9734,7.98846,21.2131,22.2575,9.61548,3.93449e-05,0.0155217,4.18128,2.67485,0.149023,0.0119095,0.510699,2.10666,4.85127e-08,0.920125
3,6.40647,9.10794,7.44916,0.00159405,0.723346,2.53913,2.64836,4.78295e-05,2.16371,4.86519,6.41694,9.18557e-05,0.633102,2.44888,0.918833,1.137e-07,, , 2.30386,2.91475,1.8103,6.33853,5.07286,6.41694,9.18557e-05,0.0293457,1.8365,1.17947,0.0660106,0.0108401,0.181023,0.918833,1.137e-07,1.73961
4,9.42051,15.8924,7.99258,0.00315527,1.10624,5.03143,5.28201,9.51206e-05,3.15841,9.63027,6.41549,0.000150802,0.97089,4.89607,1.824,1.85648e-07,, , 4.27258,5.21438,3.30172,10.9323,6.95649,6.41549,0.000150802,0.0584488,3.53729,2.20749,0.122179,0.0169902,0.277815,1.824,1.85648e-07,3.46485
5,1.77736,2.86542,6.99875,0.00624589,0.440554,1.84203,7.58783,0.00019008,0.680766,1.76882,5.50129,0.000236931,0.396761,1.79824,0.673996,2.9081e-07,, , 0.816136,0.996585,0.636869,5.99215,1.4278,5.50129,0.000236931,0.116473,1.3181,0.830669,0.046229,0.0242174,0.113566,0.673996,2.9081e-07,6.90454
6,2.82411,5.25215,8.38834,0.0125848,0.679244,3.6647,15.1685,0.000379694,1.09363,3.52167,5.50084,0.000566264,0.610527,3.59599,1.34113,6.96592e-07,, , 1.55353,1.86375,1.19802,11.6317,2.17577,5.50084,0.000566264,0.232886,2.55184,1.56832,0.0863554,0.0419966,0.196138,1.34113,6.96592e-07,13.8055
7,2.40527,2.46944,9.57115,0.0422221,0.115804,0.422552,49.3418,0.000710149,2.36541,2.42957,0.00865527,0.000672082,0.0916716,0.39842,0.17904,8.22326e-07,, , 0.0441636,4.71651,0.0343007,11.9574,0.181031,0.00865527,0.000672082,0.827824,0.246538,0.235422,0.0081314,0.138908,0.140591,0.17904,8.22326e-07,49.0734
8,0.0707981,0.0810198,0.0309971,5.20048e-05,0.000519322,0.00153233,0.0602372,8.67477e-07,0.002069,0.0122907,0.0021139,1.28714e-06,9.82394e-05,0.00111124,0.000218026,1.60011e-09,, , 0.00482409,0.00589091,0.0036447,0.242822,0.0848053,0.0021139,1.28714e-06,0.00101147,0.000745181,0.000440507,2.37942e-05,0.000345503,0.000775605,0.000218026,1.60011e-09,0.0599602
Total,76.0551,77.1472,56.891,0.0666678,5.17134,19.3873,83.1397,0.00144792,29.6959,44.568,34.6937,0.00176467,4.4965,18.7638,7.09594,2.16695e-06,, , 22.7733,33.2107,18.2798,78.9582,43.667,34.6937,0.00176467,1.2825,13.853,8.91616,0.491115,0.247047,1.46743,7.09594,2.16695e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.70494,0.00475828,0.877528,6.07524,0.00917774,1.69257
