Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000151051,1.41734e-05,1.89731e-05,2.59329e-06,8.41833e-05,1.26298e-05,1.8498e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,25.143,0,3.55956,2.36328e-05,0.46473,0,0.0759025,3.00326e-07,11.363,0,1.23285,6.51567e-06,0.413368,0,0.052057,8.09265e-09,, , 3.53095,4.5255,3.30654,10.6503,5.51074,1.23285,6.51567e-06,0.000987789,0.180712,0.219494,0.0131624,0.00183966,0.0468199,0.052057,8.09265e-09,0.0585562
2,27.499,41.4789,12.9003,0.000804328,1.61576,5.88588,2.9751,2.39532e-05,8.36025,22.3402,9.61534,5.32307e-05,1.35495,5.62507,2.10666,6.64551e-08,, , 10.0868,12.7748,7.83889,21.2131,22.2575,9.61534,5.32307e-05,0.0155217,4.16966,2.66217,0.148185,0.0119095,0.510699,2.10666,6.64551e-08,0.920125
3,6.3229,9.10794,7.44923,0.00158787,0.729836,2.53913,2.64837,4.77977e-05,2.08015,4.86519,6.41701,8.56709e-05,0.639592,2.44888,0.918834,1.05768e-07,, , 2.2775,2.88211,1.78573,6.33853,5.07286,6.41701,8.56709e-05,0.0293457,1.8395,1.18274,0.0662271,0.0108401,0.181023,0.918834,1.05768e-07,1.73961
4,9.7709,15.8924,7.99276,0.00317026,1.13978,5.03143,5.28445,9.5158e-05,3.50879,9.63027,6.41568,0.000165801,1.00443,4.89607,1.82643,2.04356e-07,, , 4.38311,5.3512,3.40475,10.9323,6.95649,6.41568,0.000165801,0.0584488,3.55279,2.22441,0.123298,0.0169902,0.277815,1.82643,2.04356e-07,3.46485
5,1.73121,2.86542,6.99842,0.00638971,0.41016,1.84203,7.58694,0.00019044,0.634613,1.76882,5.50096,0.000380752,0.366366,1.79824,0.673101,4.70909e-07,, , 0.801578,0.978562,0.623297,5.99215,1.4278,5.50096,0.000380752,0.116473,1.30405,0.81534,0.0452153,0.0242174,0.113566,0.673101,4.70909e-07,6.90454
6,2.8456,5.25215,8.38835,0.0125422,0.681161,3.6647,15.1685,0.000379641,1.11512,3.52167,5.50085,0.000523625,0.612444,3.59599,1.34113,6.43362e-07,, , 1.56031,1.87214,1.20434,11.6317,2.17577,5.50085,0.000523625,0.232886,2.55273,1.56928,0.0864194,0.0419966,0.196138,1.34113,6.43362e-07,13.8055
7,2.40291,2.46944,9.57117,0.0421775,0.117444,0.422552,49.342,0.000710094,2.36304,2.42957,0.00867298,0.000627479,0.093312,0.39842,0.179216,7.67762e-07,, , 0.043417,4.71559,0.0336047,11.9574,0.181031,0.00867298,0.000627479,0.827824,0.247297,0.23625,0.00818611,0.138908,0.140591,0.179216,7.67762e-07,49.0734
8,0.0703885,0.0810198,0.0309641,5.18957e-05,0.000509785,0.00153233,0.0602369,8.67351e-07,0.00165935,0.0122907,0.00208095,1.17806e-06,8.87023e-05,0.00111124,0.000217809,1.47367e-09,, , 0.00469487,0.00573094,0.00352424,0.242822,0.0848053,0.00208095,1.17806e-06,0.00101147,0.000740772,0.000435697,2.34761e-05,0.000345503,0.000775605,0.000217809,1.47367e-09,0.0599602
Total,75.7858,77.1472,56.8908,0.0667474,5.15938,19.3873,83.1415,0.00144825,29.4266,44.568,34.6935,0.00184425,4.48454,18.7638,7.09765,2.26818e-06,, , 22.6883,33.1056,18.2007,78.9582,43.667,34.6935,0.00184425,1.2825,13.8475,8.91013,0.490716,0.247047,1.46743,7.09765,2.26818e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
1.70512,0.00476439,0.878655,6.07729,0.00920049,1.69677
