Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.34879e-05,0.0993033,0,0.0759017,4.88125e-07,0.591577,0,1.69146,1.63669e-05,0.047364,0,0.0520562,3.85281e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,1.63669e-05,0.000987789,0.0422785,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,3.85281e-07,0.0585562
2,17.7669,15.8789,15.0113,0.000329641,0.498742,0.658711,2.97854,9.1527e-06,5.59145,3.70338,13.2847,1.04995e-05,0.26906,0.429029,2.11009,3.9169e-08,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2847,1.04995e-05,0.0155217,0.544972,0.129148,0.0239683,0.00853657,0.448777,2.11009,3.9169e-08,0.920125
3,5.2584,4.4361,9.72329,0.00065002,0.197777,0.251162,2.65613,1.74635e-05,1.7232,0.900898,8.86512,1.1729e-05,0.127578,0.180963,0.926601,5.14417e-08,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.86512,1.1729e-05,0.0293457,0.256232,0.0417726,0.0105368,0.00755516,0.138153,0.926601,5.14417e-08,1.73961
4,8.11523,6.47708,10.2127,0.00131341,0.299326,0.456974,5.2837,3.46615e-05,2.76424,1.12609,8.86186,3.68029e-05,0.19869,0.356338,1.82568,1.39377e-07,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.86186,3.68029e-05,0.0584488,0.45812,0.0761984,0.0207098,0.0118465,0.201395,1.82568,1.39377e-07,3.46485
5,2.20178,1.60005,9.13433,0.0026877,0.101973,0.156432,7.58709,6.91326e-05,0.884598,0.282868,7.59851,0.000134361,0.0747016,0.12916,0.673253,4.62305e-07,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59851,0.000134361,0.116473,0.172212,0.024022,0.00762757,0.017688,0.0627935,0.673253,4.62305e-07,6.90454
6,3.69973,2.49858,10.5362,0.00529225,0.174056,0.295842,15.1685,0.000137087,1.66454,0.463394,7.59882,0.000185102,0.135428,0.257215,1.34113,6.71284e-07,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59882,0.000185102,0.232886,0.330707,0.0467762,0.0151595,0.0313899,0.0980491,1.34113,6.71284e-07,13.8055
7,0.50363,0.470184,9.57646,0.0173674,0.0315934,0.0441275,49.3423,0.000250341,0.419468,0.386021,0.0139676,8.1095e-05,0.0196774,0.0322115,0.17957,7.13149e-07,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0139676,8.1095e-05,0.827824,0.0320602,0.0183357,0.00149306,0.107445,0.0556825,0.17957,7.13149e-07,49.0734
8,0.0340165,0.0298294,0.0181723,2.16008e-05,0.000551303,0.000778573,0.0602372,3.12712e-07,0.00617949,0.00199248,0.00220146,5.01365e-07,0.0001119,0.00033917,0.000218026,7.99076e-09,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00220146,5.01365e-07,0.00101147,0.000338821,8.89254e-05,2.33241e-05,0.000321226,0.000724291,0.000218026,7.99076e-09,0.0599602
Total,46.2543,31.3907,66.4885,0.0276856,1.40332,1.86403,83.1524,0.000518639,13.6453,6.86464,47.9167,0.000476457,0.872612,1.38526,7.10861,2.47e-06,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9167,0.000476457,1.2825,1.83692,0.339823,0.0811224,0.186405,1.05315,7.10861,2.47e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13353,0.00693668,1.27927,19.6895,0.0146141,2.69515
