Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82624e-05,0.099305,0,0.0759017,6.8567e-07,0.591577,0,1.69146,2.11413e-05,0.0473657,0,0.0520562,5.82827e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11413e-05,0.000987789,0.0422802,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.82827e-07,0.0585562
2,17.7669,15.8789,15.0108,0.000366379,0.48912,0.656369,2.97574,1.1403e-05,5.59145,3.70338,13.2842,4.72372e-05,0.259438,0.426687,2.10729,1.79816e-07,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2842,4.72372e-05,0.0155217,0.533053,0.129148,0.0239235,0.00853657,0.448777,2.10729,1.79816e-07,0.920125
3,5.2584,4.4361,9.72111,0.000743239,0.181419,0.250491,2.64762,2.07207e-05,1.7232,0.900898,8.86294,0.000104948,0.11122,0.180292,0.918084,4.58582e-07,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.86294,0.000104948,0.0293457,0.239299,0.0417726,0.0104403,0.00755516,0.138153,0.918084,4.58582e-07,1.73961
4,8.11523,6.47708,10.2125,0.00148619,0.295843,0.455915,5.28126,3.76978e-05,2.76424,1.12609,8.86169,0.000209576,0.195207,0.355279,1.82325,8.98465e-07,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.86169,0.000209576,0.0584488,0.453593,0.0761984,0.0206949,0.0118465,0.201395,1.82325,8.98465e-07,3.46485
5,2.20178,1.60005,9.13397,0.00293893,0.0992994,0.15635,7.58619,7.1256e-05,0.884598,0.282868,7.59814,0.000385591,0.0720276,0.129079,0.672357,1.52401e-06,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59814,0.000385591,0.116473,0.169473,0.024022,0.00761162,0.017688,0.0627935,0.672357,1.52401e-06,6.90454
6,3.69973,2.49858,10.536,0.00581151,0.171541,0.295807,15.1685,0.00013905,1.66454,0.463394,7.59865,0.000704357,0.132913,0.257179,1.34113,2.63368e-06,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59865,0.000704357,0.232886,0.328172,0.0467762,0.0151443,0.0313899,0.0980491,1.34113,2.63368e-06,13.8055
7,0.50363,0.470184,9.57641,0.018652,0.0310997,0.0440454,49.3421,0.000254261,0.419468,0.386021,0.0139103,0.00136568,0.0191837,0.0321294,0.179392,4.63284e-06,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0139103,0.00136568,0.827824,0.0314869,0.0183357,0.00149053,0.107445,0.0556825,0.179392,4.63284e-06,49.0734
8,0.0340165,0.0298294,0.0181597,2.6644e-05,0.000549881,0.000778569,0.0602372,3.28397e-07,0.00617949,0.00199248,0.00218883,5.54453e-06,0.000110478,0.000339166,0.000218026,2.36749e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00218883,5.54453e-06,0.00101147,0.000337403,8.89254e-05,2.33153e-05,0.000321226,0.000724291,0.000218026,2.36749e-08,0.0599602
Total,46.2543,31.3907,66.4851,0.0300532,1.36818,1.85976,83.1376,0.000535402,13.6453,6.86464,47.9132,0.00284408,0.837465,1.38098,7.09378,1.09339e-05,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9132,0.00284408,1.2825,1.79769,0.339823,0.0809325,0.186405,1.05315,7.09378,1.09339e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13487,0.00693673,1.27928,19.8042,0.0146143,2.6952
