Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.1257e-05,0.0993031,0,0.0759017,4.543e-07,0.591577,0,1.69146,1.41359e-05,0.0473638,0,0.0520562,3.51457e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,1.41359e-05,0.000987789,0.0422783,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,3.51457e-07,0.0585562
2,17.7669,15.8789,15.0113,0.000335106,0.499622,0.658801,2.97854,9.42986e-06,5.59145,3.70338,13.2848,1.59646e-05,0.26994,0.429119,2.1101,5.64915e-08,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2848,1.59646e-05,0.0155217,0.545939,0.129148,0.0239732,0.00853657,0.448777,2.1101,5.64915e-08,0.920125
3,5.2584,4.4361,9.72332,0.000657429,0.198,0.251179,2.65613,1.76295e-05,1.7232,0.900898,8.86515,1.91378e-05,0.127801,0.18098,0.926602,7.21883e-08,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.86515,1.91378e-05,0.0293457,0.25647,0.0417726,0.0105381,0.00755516,0.138153,0.926602,7.21883e-08,1.73961
4,8.11523,6.47708,10.2128,0.00130772,0.300785,0.457032,5.2837,3.45998e-05,2.76424,1.12609,8.86196,3.11071e-05,0.200149,0.356396,1.82568,1.23957e-07,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.86196,3.11071e-05,0.0584488,0.459629,0.0761984,0.0207184,0.0118465,0.201395,1.82568,1.23957e-07,3.46485
5,2.20178,1.60005,9.1344,0.00270212,0.102491,0.156448,7.58798,6.92219e-05,0.884598,0.282868,7.59858,0.000148776,0.0752188,0.129176,0.674145,5.06946e-07,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59858,0.000148776,0.116473,0.172742,0.024022,0.00763065,0.017688,0.0627935,0.674145,5.06946e-07,6.90454
6,3.69973,2.49858,10.5363,0.00535592,0.175082,0.295903,15.1703,0.000137279,1.66454,0.463394,7.59889,0.000248771,0.136454,0.257276,1.34292,8.63435e-07,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59889,0.000248771,0.232886,0.331788,0.0467762,0.0151655,0.0313899,0.0980491,1.34292,8.63435e-07,13.8055
7,0.50363,0.470184,9.57652,0.0173059,0.0320545,0.044151,49.3427,0.000250078,0.419468,0.386021,0.0140284,1.95618e-05,0.0201385,0.032235,0.179923,4.50152e-07,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0140284,1.95618e-05,0.827824,0.0325421,0.0183357,0.00149575,0.107445,0.0556825,0.179923,4.50152e-07,49.0734
8,0.0340165,0.0298294,0.0181877,2.12666e-05,0.000553035,0.000778577,0.0602374,3.11102e-07,0.00617949,0.00199248,0.00221683,1.67122e-07,0.000113632,0.000339174,0.000218242,6.38025e-09,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00221683,1.67122e-07,0.00101147,0.000340546,8.89254e-05,2.33347e-05,0.000321226,0.000724291,0.000218242,6.38025e-09,0.0599602
Total,46.2543,31.3907,66.4889,0.0277067,1.40789,1.86429,83.1555,0.000519004,13.6453,6.86464,47.9171,0.000497621,0.877179,1.38552,7.11164,2.43101e-06,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9171,0.000497621,1.2825,1.84173,0.339823,0.0811489,0.186405,1.05315,7.11164,2.43101e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13334,0.00693666,1.27927,19.673,0.014614,2.69514
