Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82749e-05,0.0993046,0,0.0759017,6.90943e-07,0.591577,0,1.69146,2.11538e-05,0.0473653,0,0.0520562,5.88099e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11538e-05,0.000987789,0.0422798,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.88099e-07,0.0585562
2,17.7669,15.8789,15.0111,0.000370926,0.494028,0.656823,2.97853,1.19458e-05,5.59145,3.70338,13.2845,5.17847e-05,0.264346,0.427141,2.11009,2.13738e-07,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2845,5.17847e-05,0.0155217,0.538388,0.129148,0.0239509,0.00853657,0.448777,2.11009,2.13738e-07,0.920125
3,5.2584,4.4361,9.72129,0.000739054,0.182799,0.250582,2.64762,2.0311e-05,1.7232,0.900898,8.86312,0.000100763,0.1126,0.180383,0.918087,4.07376e-07,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.86312,0.000100763,0.0293457,0.240762,0.0417726,0.0104483,0.00755516,0.138153,0.918087,4.07376e-07,1.73961
4,8.11523,6.47708,10.212,0.00147277,0.288463,0.455733,5.2764,3.71613e-05,2.76424,1.12609,8.86119,0.00019616,0.187827,0.355097,1.81838,7.6434e-07,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.86119,0.00019616,0.0584488,0.446075,0.0761984,0.0206506,0.0118465,0.201395,1.81838,7.6434e-07,3.46485
5,2.20178,1.60005,9.13342,0.00293991,0.0952614,0.156227,7.5844,7.12675e-05,0.884598,0.282868,7.5976,0.000386571,0.0679896,0.128955,0.670567,1.52977e-06,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.5976,0.000386571,0.116473,0.165335,0.024022,0.00758755,0.017688,0.0627935,0.670567,1.52977e-06,6.90454
6,3.69973,2.49858,10.5355,0.00583715,0.16401,0.295273,15.1649,0.000139173,1.66454,0.463394,7.59816,0.000730001,0.125382,0.256645,1.33755,2.75705e-06,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59816,0.000730001,0.232886,0.32015,0.0467762,0.0151013,0.0313899,0.0980491,1.33755,2.75705e-06,13.8055
7,0.50363,0.470184,9.57635,0.0185898,0.030572,0.0439431,49.3418,0.000254033,0.419468,0.386021,0.0138512,0.0013034,0.018656,0.0320271,0.179039,4.40539e-06,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0138512,0.0013034,0.827824,0.0308595,0.0183357,0.00148791,0.107445,0.0556825,0.179039,4.40539e-06,49.0734
8,0.0340165,0.0298294,0.0181707,2.64911e-05,0.000551118,0.000778573,0.0602372,3.28348e-07,0.00617949,0.00199248,0.00219981,5.39166e-06,0.000111715,0.00033917,0.000218026,2.36265e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00219981,5.39166e-06,0.00101147,0.000338636,8.89254e-05,2.33229e-05,0.000321226,0.000724291,0.000218026,2.36265e-08,0.0599602
Total,46.2543,31.3907,66.484,0.0300043,1.35499,1.85936,83.1298,0.000534911,13.6453,6.86464,47.9121,0.00279523,0.824278,1.38059,7.08598,1.06894e-05,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9121,0.00279523,1.2825,1.78419,0.339823,0.0808539,0.186405,1.05315,7.08598,1.06894e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.1354,0.00693678,1.27929,19.8498,0.0146146,2.69524
