Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82624e-05,0.0993048,0,0.0759017,6.85695e-07,0.591577,0,1.69146,2.11413e-05,0.0473655,0,0.0520562,5.82852e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11413e-05,0.000987789,0.04228,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.82852e-07,0.0585562
2,17.7669,15.8789,15.0111,0.000371537,0.494091,0.656701,2.97853,1.20588e-05,5.59145,3.70338,13.2846,5.2395e-05,0.26441,0.427019,2.11009,2.20801e-07,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2846,5.2395e-05,0.0155217,0.538328,0.129148,0.0239521,0.00853657,0.448777,2.11009,2.20801e-07,0.920125
3,5.2584,4.4361,9.72144,0.000783968,0.1839,0.250626,2.64883,2.1155e-05,1.7232,0.900898,8.86327,0.000145677,0.113701,0.180427,0.919301,5.1288e-07,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.86327,0.000145677,0.0293457,0.2419,0.0417726,0.0104548,0.00755516,0.138153,0.919301,5.1288e-07,1.73961
4,8.11523,6.47708,10.2122,0.00149024,0.291654,0.456153,5.27883,3.76666e-05,2.76424,1.12609,8.86138,0.000213633,0.191018,0.355517,1.82081,8.90666e-07,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.86138,0.000213633,0.0584488,0.449669,0.0761984,0.0206676,0.0118465,0.201395,1.82081,8.90666e-07,3.46485
5,2.20178,1.60005,9.13353,0.00297648,0.0960508,0.156252,7.5853,7.17454e-05,0.884598,0.282868,7.59771,0.000423142,0.068779,0.128981,0.67146,1.76869e-06,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59771,0.000423142,0.116473,0.166145,0.024022,0.00759225,0.017688,0.0627935,0.67146,1.76869e-06,6.90454
6,3.69973,2.49858,10.5357,0.00592191,0.166168,0.295483,15.1667,0.000139753,1.66454,0.463394,7.5983,0.000814757,0.12754,0.256855,1.33934,3.33711e-06,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.5983,0.000814757,0.232886,0.322506,0.0467762,0.0151132,0.0313899,0.0980491,1.33934,3.33711e-06,13.8055
7,0.50363,0.470184,9.57637,0.0188805,0.0308453,0.0440377,49.342,0.000255026,0.419468,0.386021,0.013876,0.00159412,0.0189293,0.0321217,0.179216,5.39835e-06,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.013876,0.00159412,0.827824,0.0312263,0.0183357,0.00148901,0.107445,0.0556825,0.179216,5.39835e-06,49.0734
8,0.0340165,0.0298294,0.0181421,2.56206e-05,0.000547902,0.000778565,0.0602372,3.25487e-07,0.00617949,0.00199248,0.00217126,4.5211e-06,0.000108499,0.000339162,0.000218025,2.07654e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00217126,4.5211e-06,0.00101147,0.000335432,8.89254e-05,2.33032e-05,0.000321226,0.000724291,0.000218025,2.07654e-08,0.0599602
Total,46.2543,31.3907,66.4846,0.0304785,1.36256,1.86003,83.1363,0.000538416,13.6453,6.86464,47.9127,0.00326939,0.831851,1.38126,7.09249,1.27321e-05,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9127,0.00326939,1.2825,1.79239,0.339823,0.0808963,0.186405,1.05315,7.09249,1.27321e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13503,0.00693673,1.27928,19.8183,0.0146144,2.6952
