Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82624e-05,0.0993048,0,0.0759017,6.85694e-07,0.591577,0,1.69146,2.11413e-05,0.0473655,0,0.0520562,5.8285e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11413e-05,0.000987789,0.0422801,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.8285e-07,0.0585562
2,17.7669,15.8789,15.0109,0.000387063,0.491923,0.656718,2.97574,1.2543e-05,5.59145,3.70338,13.2844,6.7921e-05,0.262241,0.427036,2.1073,2.51061e-07,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2844,6.7921e-05,0.0155217,0.536191,0.129148,0.0239386,0.00853657,0.448777,2.1073,2.51061e-07,0.920125
3,5.2584,4.4361,9.72158,0.00074145,0.185037,0.250743,2.64884,2.05047e-05,1.7232,0.900898,8.86341,0.000103159,0.114838,0.180544,0.919304,4.31584e-07,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.86341,0.000103159,0.0293457,0.243149,0.0417726,0.010461,0.00755516,0.138153,0.919304,4.31584e-07,1.73961
4,8.11523,6.47708,10.2122,0.00149582,0.292551,0.456517,5.27883,3.77471e-05,2.76424,1.12609,8.86142,0.000219212,0.191915,0.355881,1.82081,9.10774e-07,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.86142,0.000219212,0.0584488,0.450926,0.0761984,0.0206709,0.0118465,0.201395,1.82081,9.10774e-07,3.46485
5,2.20178,1.60005,9.13367,0.00295745,0.097086,0.156282,7.5853,7.15546e-05,0.884598,0.282868,7.59785,0.000404107,0.0698142,0.129011,0.671462,1.67329e-06,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59785,0.000404107,0.116473,0.167205,0.024022,0.00759843,0.017688,0.0627935,0.671462,1.67329e-06,6.90454
6,3.69973,2.49858,10.5356,0.00584406,0.165549,0.295427,15.1667,0.000139204,1.66454,0.463394,7.59826,0.000736914,0.126921,0.256799,1.33934,2.78848e-06,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59826,0.000736914,0.232886,0.321834,0.0467762,0.0151098,0.0313899,0.0980491,1.33934,2.78848e-06,13.8055
7,0.50363,0.470184,9.57643,0.0191045,0.0313702,0.0441111,49.3423,0.000255817,0.419468,0.386021,0.0139388,0.00181813,0.0194542,0.0321951,0.179569,6.18855e-06,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0139388,0.00181813,0.827824,0.0318219,0.0183357,0.00149179,0.107445,0.0556825,0.179569,6.18855e-06,49.0734
8,0.0340165,0.0298294,0.0181515,2.56721e-05,0.000548954,0.000778567,0.0602372,3.25826e-07,0.00617949,0.00199248,0.00218059,4.5726e-06,0.00010955,0.000339164,0.000218025,2.11044e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00218059,4.5726e-06,0.00101147,0.000336479,8.89254e-05,2.33097e-05,0.000321226,0.000724291,0.000218025,2.11044e-08,0.0599602
Total,46.2543,31.3907,66.4848,0.0305843,1.36337,1.86058,83.1339,0.000538382,13.6453,6.86464,47.9129,0.00337516,0.832659,1.38181,7.09006,1.28477e-05,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9129,0.00337516,1.2825,1.79374,0.339823,0.0808979,0.186405,1.05315,7.09006,1.28477e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13506,0.00693672,1.27928,19.8206,0.0146143,2.69519
