Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.82624e-05,0.0993048,0,0.0759017,6.85644e-07,0.591577,0,1.69146,2.11413e-05,0.0473655,0,0.0520562,5.828e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,2.11413e-05,0.000987789,0.04228,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,5.828e-07,0.0585562
2,17.7669,15.8789,15.0109,0.000371432,0.491331,0.656457,2.97574,1.20308e-05,5.59145,3.70338,13.2844,5.22904e-05,0.26165,0.426775,2.1073,2.19048e-07,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2844,5.22904e-05,0.0155217,0.53534,0.129148,0.0239366,0.00853657,0.448777,2.1073,2.19048e-07,0.920125
3,5.2584,4.4361,9.72132,0.000737758,0.183056,0.250598,2.64762,2.02532e-05,1.7232,0.900898,8.86316,9.94668e-05,0.112857,0.180398,0.918087,4.00145e-07,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.86316,9.94668e-05,0.0293457,0.241034,0.0417726,0.0104497,0.00755516,0.138153,0.918087,4.00145e-07,1.73961
4,8.11523,6.47708,10.212,0.00147918,0.28868,0.455744,5.2764,3.73805e-05,2.76424,1.12609,8.8612,0.000202569,0.188044,0.355108,1.81838,8.19119e-07,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.8612,0.000202569,0.0584488,0.446301,0.0761984,0.0206519,0.0118465,0.201395,1.81838,8.19119e-07,3.46485
5,2.20178,1.60005,9.1336,0.00293483,0.0966049,0.156259,7.5853,7.12074e-05,0.884598,0.282868,7.59778,0.000381491,0.0693331,0.128987,0.671461,1.49971e-06,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59778,0.000381491,0.116473,0.166702,0.024022,0.00759562,0.017688,0.0627935,0.671461,1.49971e-06,6.90454
6,3.69973,2.49858,10.5356,0.00588866,0.165242,0.295371,15.1667,0.000139525,1.66454,0.463394,7.59824,0.000781514,0.126614,0.256743,1.33934,3.10906e-06,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59824,0.000781514,0.232886,0.321472,0.0467762,0.0151082,0.0313899,0.0980491,1.33934,3.10906e-06,13.8055
7,0.50363,0.470184,9.57638,0.0187494,0.0308483,0.0439993,49.342,0.000254574,0.419468,0.386021,0.0138818,0.00146305,0.0189323,0.0320833,0.179216,4.94563e-06,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0138818,0.00146305,0.827824,0.0311906,0.0183357,0.00148926,0.107445,0.0556825,0.179216,4.94563e-06,49.0734
8,0.0340165,0.0298294,0.0181449,2.69389e-05,0.000548211,0.000778565,0.0602372,3.29155e-07,0.00617949,0.00199248,0.002174,5.83938e-06,0.000108808,0.000339162,0.000218025,2.44337e-08,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.002174,5.83938e-06,0.00101147,0.00033574,8.89254e-05,2.33051e-05,0.000321226,0.000724291,0.000218025,2.44337e-08,0.0599602
Total,46.2543,31.3907,66.4841,0.0302165,1.35562,1.85921,83.1299,0.000535985,13.6453,6.86464,47.9123,0.00300736,0.824904,1.38043,7.08605,1.15999e-05,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9123,0.00300736,1.2825,1.78466,0.339823,0.0808587,0.186405,1.05315,7.08605,1.15999e-05,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.13538,0.00693677,1.27929,19.8486,0.0146145,2.69523
