Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
0.000120501,1.40553e-05,1.38301e-05,5.98867e-05,1.01547e-05,1.25045e-05,1.00693e-05


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,8.67461,0,2.27614,2.0455e-05,0.0993032,0,0.0759017,4.18517e-07,0.591577,0,1.69146,1.33339e-05,0.0473639,0,0.0520562,3.15673e-07,, , 0.0647197,0.0193087,0.507548,6.87397,1.80469,1.69146,1.33339e-05,0.000987789,0.0422784,0.00348139,0.00160408,0.00162304,0.047575,0.0520562,3.15673e-07,0.0585562
2,17.7669,15.8789,15.0113,0.000344567,0.499739,0.658946,2.97854,9.90611e-06,5.59145,3.70338,13.2848,2.54251e-05,0.270057,0.429264,2.11009,8.62574e-08,, , 0.517758,6.69442,2.08265,15.1163,11.4571,13.2848,2.54251e-05,0.0155217,0.5462,0.129148,0.023973,0.00853657,0.448777,2.11009,8.62574e-08,0.920125
3,5.2584,4.4361,9.72343,0.00068784,0.198833,0.251202,2.65613,1.83821e-05,1.7232,0.900898,8.86527,4.9549e-05,0.128634,0.181002,0.926603,1.66268e-07,, , 0.225512,1.49154,0.907052,5.23262,3.68807,8.86527,4.9549e-05,0.0293457,0.257321,0.0417726,0.0105431,0.00755516,0.138153,0.926603,1.66268e-07,1.73961
4,8.11523,6.47708,10.2128,0.00131982,0.300927,0.457069,5.2837,3.47383e-05,2.76424,1.12609,8.86196,4.32118e-05,0.200291,0.356433,1.82568,1.58588e-07,, , 0.451024,1.63167,1.80764,8.74862,5.28851,8.86196,4.32118e-05,0.0584488,0.459806,0.0761984,0.020719,0.0118465,0.201395,1.82568,1.58588e-07,3.46485
5,2.20178,1.60005,9.13436,0.00270552,0.10222,0.156439,7.58709,6.92476e-05,0.884598,0.282868,7.59854,0.000152179,0.0749485,0.129167,0.673254,5.1983e-07,, , 0.165682,0.33779,0.663994,6.2831,1.85601,7.59854,0.000152179,0.116473,0.172465,0.024022,0.00762904,0.017688,0.0627935,0.673254,5.1983e-07,6.90454
6,3.69973,2.49858,10.5363,0.00533934,0.17627,0.295941,15.1703,0.000137234,1.66454,0.463394,7.59897,0.000232194,0.137643,0.257313,1.34292,8.17887e-07,, , 0.331365,0.470897,1.32567,11.9572,2.98916,7.59897,0.000232194,0.232886,0.333007,0.0467762,0.0151726,0.0313899,0.0980491,1.34292,8.17887e-07,13.8055
7,0.50363,0.470184,9.57652,0.017297,0.0320599,0.0441608,49.3427,0.000250036,0.419468,0.386021,0.0140278,1.06143e-05,0.0201439,0.0322448,0.179923,4.07659e-07,, , 0.00920458,0.759379,0.0369052,12.0326,0.327639,0.0140278,1.06143e-05,0.827824,0.0325573,0.0183357,0.00149572,0.107445,0.0556825,0.179923,4.07659e-07,49.0734
8,0.0340165,0.0298294,0.0181899,2.14337e-05,0.000553282,0.000778578,0.0602374,3.11907e-07,0.00617949,0.00199248,0.00221903,3.34243e-07,0.000113879,0.000339175,0.000218242,7.1855e-09,, , 0.00115057,0.00240199,0.0046194,0.0803593,0.024034,0.00221903,3.34243e-07,0.00101147,0.000340792,8.89254e-05,2.33362e-05,0.000321226,0.000724291,0.000218242,7.1855e-09,0.0599602
Total,46.2543,31.3907,66.4891,0.0277359,1.40991,1.86454,83.1546,0.000520274,13.6453,6.86464,47.9172,0.000526841,0.879194,1.38576,7.11076,2.47935e-06,, , 1.76642,11.4074,7.33608,66.3248,27.4352,47.9172,0.000526841,1.2825,1.84398,0.339823,0.0811598,0.186405,1.05315,7.11076,2.47935e-06,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.1333,0.00693665,1.27927,19.6701,0.014614,2.69513
