 4.6874999999999998e-09  4.6874999999999998e-09  4.6874999999999998e-09 -210263.92187500000 -961610.62500000000  789077.62500000000
 1.7187500000000001e-08  4.6874999999999998e-09  4.6874999999999998e-09 -220238.90625000000 -921605.68750000000  832878.87500000000
 2.9687500000000000e-08  4.6874999999999998e-09  4.6874999999999998e-09 -231299.73437500000 -856069.87500000000  897326.12500000000
 4.2187500000000000e-08  4.6874999999999998e-09  4.6874999999999998e-09 -240920.92187500000 -778727.87500000000  962854.81250000000
 5.4687499999999999e-08  4.6874999999999998e-09  4.6874999999999998e-09 -245531.64062500000 -696713.56250000000  1022669.9375000000
 6.7187499999999992e-08  4.6874999999999998e-09  4.6874999999999998e-09 -245059.04687500000 -612820.93750000000  1075149.2500000000
 7.9687499999999991e-08  4.6874999999999998e-09  4.6874999999999998e-09 -243538.68750000000 -532259.56250000000  1117559.0000000000
 9.2187499999999991e-08  4.6874999999999998e-09  4.6874999999999998e-09 -244415.01562500000 -471717.59375000000  1144243.5000000000
 4.6874999999999998e-09  1.7187500000000001e-08  4.6874999999999998e-09 -187640.45312500000 -1088410.1250000000  609675.18750000000
 1.7187500000000001e-08  1.7187500000000001e-08  4.6874999999999998e-09 -218190.90625000000 -1059923.8750000000  648462.43750000000
 2.9687500000000000e-08  1.7187500000000001e-08  4.6874999999999998e-09 -247281.43750000000 -1011238.7500000000  712599.12500000000
 4.2187500000000000e-08  1.7187500000000001e-08  4.6874999999999998e-09 -268860.31250000000 -953750.81250000000  780783.50000000000
 5.4687499999999999e-08  1.7187500000000001e-08  4.6874999999999998e-09 -279983.65625000000 -891988.25000000000  847062.87500000000
 6.7187499999999992e-08  1.7187500000000001e-08  4.6874999999999998e-09 -281353.71875000000 -825649.43750000000  911423.31250000000
 7.9687499999999991e-08  1.7187500000000001e-08  4.6874999999999998e-09 -278624.71875000000 -755208.37500000000  971379.43750000000
 9.2187499999999991e-08  1.7187500000000001e-08  4.6874999999999998e-09 -280032.50000000000 -691586.31250000000  1017270.6250000000
 4.6874999999999998e-09  2.9687500000000000e-08  4.6874999999999998e-09 -215178.60937500000 -1200136.6250000000  323912.93750000000
 1.7187500000000001e-08  2.9687500000000000e-08  4.6874999999999998e-09 -249961.18750000000 -1180715.0000000000  367397.37500000000
 2.9687500000000000e-08  2.9687500000000000e-08  4.6874999999999998e-09 -288819.09375000000 -1149541.8750000000  432072.12500000000
 4.2187500000000000e-08  2.9687500000000000e-08  4.6874999999999998e-09 -317683.21875000000 -1114384.1250000000  498773.28125000000
 5.4687499999999999e-08  2.9687500000000000e-08  4.6874999999999998e-09 -331144.87500000000 -1078133.8750000000  565260.75000000000
 6.7187499999999992e-08  2.9687500000000000e-08  4.6874999999999998e-09 -329732.18750000000 -1038623.6250000000  635678.50000000000
 7.9687499999999991e-08  2.9687500000000000e-08  4.6874999999999998e-09 -319992.96875000000 -991894.81250000000  710843.62500000000
 9.2187499999999991e-08  2.9687500000000000e-08  4.6874999999999998e-09 -313171.81250000000 -941739.62500000000  778844.87500000000
 4.6874999999999998e-09  4.2187500000000000e-08  4.6874999999999998e-09 -269674.62500000000 -1232236.5000000000 -20451.791015625000
 1.7187500000000001e-08  4.2187500000000000e-08  4.6874999999999998e-09 -298579.18750000000 -1225179.6250000000  36536.125000000000
